ahdpc_acc,ahdpc_ami,ahdpc_ari,ahdpc_fmi,ahdpc_n,ahdpc_nmi,ahdpc_ri,dataset,hdpc_acc,hdpc_ami,hdpc_ari,hdpc_fmi,hdpc_n,hdpc_nmi,hdpc_ri,v9_acc_mean,v9_acc_std,v9_ami_mean,v9_ami_std,v9_ari_mean,v9_ari_std,v9_fmi_mean,v9_fmi_std,v9_minus_ahdpc_acc,v9_minus_ahdpc_ami,v9_minus_ahdpc_ari,v9_minus_ahdpc_fmi,v9_minus_ahdpc_nmi,v9_minus_ahdpc_ri,v9_minus_hdpc_acc,v9_minus_hdpc_ami,v9_minus_hdpc_ari,v9_minus_hdpc_fmi,v9_minus_hdpc_nmi,v9_minus_hdpc_ri,v9_n,v9_nmi_mean,v9_nmi_std,v9_ri_mean,v9_ri_std
0.6308411214953271,0.6378666033209599,0.4094771286515583,0.5572431644318379,1,0.6531106567960322,0.7785090605940942,glass,0.5934579439252337,0.6271744650078321,0.43954785604429514,0.5680039997988939,1,0.6420634294442784,0.8063270589267694,0.4517133956386292,0.002202824863509494,0.6225285428377283,0.014904309243973329,0.3904035144222399,0.008018432902762086,0.531517626592847,0.006583714987567412,-0.1791277258566979,-0.015338060483231608,-0.01907361422931836,-0.025725537838990897,-0.015280332606945946,0.006172026969710087,-0.14174454828660443,-0.0046459221701038445,-0.04914434162205522,-0.036486373206046974,-0.00423310525519216,-0.02164597136296509,3,0.6378303241890863,0.014317912448345162,0.7846810875638043,0.0024314686276829694
0.6190476190476191,0.5499166642557529,0.41958492389008345,0.5065515807865817,1,0.571787756024093,0.8530416951469583,image_segment,0.5571428571428572,0.5594933263358518,0.41971863485863264,0.5115986995017632,1,0.5813759240670884,0.8475734791524265,0.4952380952380952,0.026937401188058936,0.3505036423018386,0.013180715898682633,0.2711652211731086,0.03487320369502169,0.3776631466980995,0.029844879456921058,-0.12380952380952387,-0.1994130219539143,-0.14841970271697486,-0.12888843408848216,-0.18987997873901657,-0.03470798207640313,-0.06190476190476196,-0.2089896840340132,-0.14855341368552405,-0.13393555280366365,-0.1994681467820119,-0.0292397660818714,3,0.38190777728507647,0.012590803323386598,0.8183337130705551,0.00872008963933095
0.6719278466741826,0.5429420649008826,0.5132004744736848,0.6381916914372465,1,0.5437494320361912,0.8202918007260693,landsat,0.6514092446448704,0.5448065023682285,0.46981846185076626,0.6017140821075029,1,0.545662943084573,0.806317585898451,0.7089064261555805,0.003145952579700349,0.6304635016535832,0.0038350960798122662,0.5379929329249283,0.004904229713079485,0.6323841110589031,0.0038479950733994648,0.03697857948139793,0.08752143675270063,0.02479245845124356,-0.005807580378343391,0.0873337865464825,0.030190270698712385,0.05749718151071015,0.08565699928535475,0.06817447107416208,0.030670028951400252,0.08542027549810072,0.04416448552633068,3,0.6310832185826737,0.003828847645654849,0.8504820714247817,0.0018175499517685911
0.37222222222222223,0.5375252462583527,0.27876199932667006,0.3617814141138787,1,0.5901344816618952,0.8724698235840297,libras_movement,0.39444444444444443,0.5159980160372243,0.2716673776799972,0.3442816705731991,1,0.5707422050304599,0.8819560507582792,0.35833333333333334,0.006000685831859135,0.4389782680496574,0.006275114554953252,0.21509272837865587,0.00815070832266815,0.27500057330117156,0.00809520525631739,-0.013888888888888895,-0.09854697820869535,-0.0636692709480142,-0.08678084081270715,-0.08447775561891568,0.019307747859280022,-0.036111111111111094,-0.07701974798756689,-0.056574649301341345,-0.06928109727202753,-0.0650854789874804,0.009821520685030505,3,0.5056567260429795,0.005609586170813408,0.8917775714433097,0.0006668466980786696
0.655,0.7836272752320084,0.49988560835821594,0.5430797165404616,1,0.8652968202920827,0.9678696741854637,olivetti_faces,0.6775,0.8076399789570198,0.5697854485612157,0.6004956827834481,1,0.8815584066354704,0.9749498746867168,0.285,0.0040824829046386115,0.23768367922311553,0.010986522324780899,0.1103018401104718,0.005131114740299315,0.13425013798062108,0.0061242200349991265,-0.37000000000000005,-0.5459435960088929,-0.38958376824774416,-0.40882957855984053,-0.3287623894045092,-0.01294486215538837,-0.3925,-0.5699562997339043,-0.45948360845074393,-0.46624554480282704,-0.3450239757478969,-0.0200250626566415,3,0.5365344308875735,0.0031007267395379815,0.9549248120300753,0.0011613415986461188
0.8664041994750656,0.46298433446798465,0.5357832983346237,0.783966348726502,1,0.46309142328749847,0.7684432987488535,rice,0.8346456692913385,0.4165335505003305,0.4456161928055956,0.7526802980188639,1,0.4166535898393901,0.7239029815418517,0.7573053368328959,0.023501523322337126,0.24002293546861467,0.013945800057686397,0.2664010662585181,0.047407619624816724,0.6422941828088612,0.016849577048431992,-0.10909886264216972,-0.22296139899936998,-0.26938223207610557,-0.14167216591764076,-0.22292192294728694,-0.13502279791817828,-0.07734033245844263,-0.1765106150317158,-0.1792151265470775,-0.11038611521000274,-0.17648408949917857,-0.09048248071117648,3,0.24016950034021153,0.01394127089310574,0.6334205008306752,0.02343026807737964
0.8120300751879699,0.7076139184117366,0.5565662025926064,0.7136347709671738,1,0.7097017063418887,0.7971343452972053,smile,0.8120300751879699,0.7076139184117366,0.5565662025926064,0.7136347709671738,1,0.7097017063418887,0.7971343452972053,0.7105263157894736,0.012278144074101143,0.5057671289579354,0.012616770252701531,0.37068904281385695,0.015532303475950552,0.6003216560467308,0.00809054168330288,-0.10150375939849632,-0.2018467894538012,-0.1858771597787494,-0.11331311492044294,-0.2003223517135001,-0.08905282073107301,-0.10150375939849632,-0.2018467894538012,-0.1858771597787494,-0.11331311492044294,-0.2003223517135001,-0.08905282073107301,3,0.5093793546283886,0.01250303710265071,0.7080815245661323,0.0082786852832231
0.6404494382022472,-0.002722153187635258,-0.015366809057571307,0.6452475203691258,1,0.0008609814147844482,0.5377207062600321,spect_heart,0.5767790262172284,0.0034352065314664482,-0.027440156151670243,0.6065734921266969,1,0.006773875430876751,0.5099546619357382,0.7652933832709113,0.015391795263343252,0.14533045562316163,0.008810111454010224,0.24593617568101855,0.02353556467606475,0.7114403666775398,0.016886216964236977,0.12484394506866414,0.14805260881079688,0.26130298473858987,0.06619284630841404,0.14733104095935812,0.10216552617498809,0.1885143570536829,0.14189524909169518,0.2733763318326888,0.10486687455084298,0.1414181469432658,0.12993157049928195,3,0.14819202237414256,0.008799306468317475,0.6398862324350202,0.01628414785857986
0.49742268041237114,0.011709759233629593,0.018176056178263858,0.49032844717323865,1,0.012114278301718035,0.5090505152867517,student_evaluation,0.4867697594501718,0.015516851043015223,0.029449208694106468,0.4713149353014134,1,0.015894487431227698,0.5185125276895394,0.42016036655211914,0.031637938542336055,0.007038757090452233,0.004691286414309473,0.004175445816031016,0.009204648196805408,0.4207023949998447,0.016469766969968255,-0.07726231386025201,-0.00467100214317736,-0.014000610362232841,-0.06962605217339396,-0.004721688908373753,0.002184119762511094,-0.06660939289805268,-0.00847809395256299,-0.02527376287807545,-0.0506125403015687,-0.008501898037883416,-0.007277892640276562,3,0.007392589393344282,0.004696884318908871,0.5112346350492628,0.004311342506259157
1.0,1.0,1.0,1.0,1,1.0,1.0,twodiamonds,1.0,1.0,1.0,1.0,1,1.0,1.0,0.99625,0.0017677669529663834,0.968813024057774,0.013129106193793243,0.985050040838027,0.007035678085533804,0.9925160009196002,0.003522009848870882,-0.003750000000000031,-0.03118697594222597,-0.014949959161972948,-0.007483999080399761,-0.03115880139455196,-0.0074749687108885965,-0.003750000000000031,-0.03118697594222597,-0.014949959161972948,-0.007483999080399761,-0.03115880139455196,-0.0074749687108885965,3,0.968841198605448,0.013117245023444673,0.9925250312891114,0.003517834111660261
