epoch,loss,L_cut,L_orth,L_var,variance_min
1.0,30.680675506591797,0.17859598994255066,30.502079010009766,0.0,0.015612615272402763
2.0,29.43238639831543,0.18637949228286743,29.24600601196289,0.0,0.015328374691307545
3.0,28.726478576660156,0.1944347321987152,28.53204345703125,0.0,0.015681274235248566
4.0,28.339303970336914,0.20190222561359406,28.137401580810547,0.0,0.016634367406368256
5.0,28.115686416625977,0.20807594060897827,27.907609939575195,0.0,0.018129978328943253
6.0,27.962203979492188,0.21251612901687622,27.74968719482422,0.0,0.02009965106844902
7.0,27.828916549682617,0.21513678133487701,27.613779067993164,0.0,0.0224941186606884
8.0,27.692527770996094,0.21611018478870392,27.476417541503906,0.0,0.025278301909565926
9.0,27.544353485107422,0.21574319899082184,27.328609466552734,0.0,0.02555565908551216
10.0,27.383216857910156,0.21438243985176086,27.168834686279297,0.0,0.025511015206575394
11.0,27.211626052856445,0.2123544067144394,26.999271392822266,0.0,0.025788389146327972
12.0,27.033428192138672,0.20995257794857025,26.823474884033203,0.0,0.026325836777687073
13.0,26.852569580078125,0.20744721591472626,26.645122528076172,0.0,0.027077870443463326
14.0,26.672216415405273,0.20507362484931946,26.46714210510254,0.0,0.028001433238387108
15.0,26.494054794311523,0.20301710069179535,26.291038513183594,0.0,0.029071632772684097
16.0,26.31817626953125,0.20141996443271637,26.116756439208984,0.0,0.030261792242527008
17.0,26.144018173217773,0.2003926783800125,25.943626403808594,0.0,0.03154445439577103
18.0,25.971559524536133,0.19998618960380554,25.771574020385742,0.0,0.03289195895195007
19.0,25.801834106445312,0.20019495487213135,25.601638793945312,0.0,0.034269604831933975
20.0,25.636394500732422,0.20099806785583496,25.435396194458008,0.0,0.03565634414553642
21.0,25.476171493530273,0.2023478001356125,25.273822784423828,0.0,0.0370246097445488
22.0,25.320005416870117,0.20419971644878387,25.115806579589844,0.0,0.03835442662239075
23.0,25.164674758911133,0.206511452794075,24.95816421508789,0.0,0.03964608907699585
24.0,25.006439208984375,0.20922619104385376,24.797212600708008,0.0,0.04088865593075752
25.0,24.84234046936035,0.21228134632110596,24.63005828857422,0.0,0.04209957644343376
26.0,24.671329498291016,0.21562977135181427,24.455699920654297,0.0,0.04329419136047363
27.0,24.4940128326416,0.21922093629837036,24.274791717529297,0.0,0.0445009209215641
28.0,24.311811447143555,0.22301946580410004,24.08879280090332,0.0,0.045743171125650406
29.0,24.1263484954834,0.22697171568870544,23.899375915527344,0.0,0.047042328864336014
30.0,23.93804931640625,0.2310444414615631,23.70700454711914,0.0,0.04841287061572075
31.0,23.74627113342285,0.23521994054317474,23.511051177978516,0.0,0.04987432807683945
32.0,23.550012588500977,0.23950056731700897,23.31051254272461,0.0,0.05144485831260681
33.0,23.34795570373535,0.24390527606010437,23.104049682617188,0.0,0.05313265696167946
34.0,23.139245986938477,0.2484131157398224,22.890832901000977,0.0,0.054948389530181885
35.0,22.923391342163086,0.25301963090896606,22.670372009277344,0.0,0.05688942223787308
36.0,22.700809478759766,0.25771769881248474,22.443092346191406,0.0,0.058959320187568665
37.0,22.471683502197266,0.2624969780445099,22.209186553955078,0.0,0.061157193034887314
38.0,22.236038208007812,0.26734134554862976,21.96869659423828,0.0,0.06347815692424774
39.0,21.993846893310547,0.27224889397621155,21.72159767150879,0.0,0.06591889262199402
40.0,21.745336532592773,0.2772114872932434,21.468124389648438,0.0,0.06849441677331924
41.0,21.49118423461914,0.28221508860588074,21.208969116210938,0.0,0.07120659947395325
42.0,21.23273277282715,0.28724801540374756,20.945484161376953,0.0,0.07406783849000931
43.0,20.971837997436523,0.2923024892807007,20.679534912109375,0.0,0.07709556818008423
44.0,20.710716247558594,0.297348290681839,20.413368225097656,0.0,0.0803055465221405
45.0,20.450916290283203,0.30235573649406433,20.148561477661133,0.0,0.08371628820896149
46.0,20.192899703979492,0.30730247497558594,19.885597229003906,0.0,0.08735531568527222
47.0,19.936002731323242,0.31218019127845764,19.623823165893555,0.0,0.09122911840677261
48.0,19.679515838623047,0.3169728219509125,19.3625431060791,0.0,0.09533291310071945
49.0,19.422740936279297,0.32167309522628784,19.1010684967041,0.0,0.09967456758022308
50.0,19.165462493896484,0.3262817859649658,18.83917999267578,0.0,0.10425052791833878
51.0,18.9080810546875,0.3307954668998718,18.577285766601562,0.0,0.10906518995761871
52.0,18.651111602783203,0.3352303206920624,18.315881729125977,0.0,0.11410150676965714
53.0,18.394447326660156,0.3395989239215851,18.054847717285156,0.0,0.1193491518497467
54.0,18.137409210205078,0.3439182937145233,17.79349136352539,0.0,0.12479455024003983
55.0,17.87917137145996,0.3481975793838501,17.530973434448242,0.0,0.13041017949581146
56.0,17.6190128326416,0.352422297000885,17.266590118408203,0.0,0.1361970156431198
57.0,17.356914520263672,0.3565707802772522,17.000343322753906,0.0,0.1421639621257782
58.0,17.094074249267578,0.36062562465667725,16.733448028564453,0.0,0.14832407236099243
59.0,16.83184051513672,0.3645540177822113,16.467287063598633,0.0,0.1546957939863205
60.0,16.571645736694336,0.36835089325904846,16.20329475402832,0.0,0.16131365299224854
61.0,16.313989639282227,0.3720396161079407,15.941950798034668,0.0,0.1681496798992157
62.0,16.05881690979004,0.3756486177444458,15.683167457580566,0.0,0.17522239685058594
63.0,15.80617618560791,0.379195898771286,15.426980018615723,0.0,0.1818898767232895
64.0,15.556337356567383,0.38268324732780457,15.173654556274414,0.0,0.18791119754314423
65.0,15.309877395629883,0.38610705733299255,14.9237699508667,0.0,0.19410230219364166
66.0,15.067363739013672,0.38944515585899353,14.677918434143066,0.0,0.2004457265138626
67.0,14.828873634338379,0.3926708400249481,14.436203002929688,0.0,0.20693425834178925
68.0,14.594218254089355,0.39575913548469543,14.198458671569824,0.0,0.21354727447032928
69.0,14.36237621307373,0.39870014786720276,13.963676452636719,0.0,0.22021594643592834
70.0,14.132028579711914,0.40149998664855957,13.730528831481934,0.0,0.226853609085083
71.0,13.902264595031738,0.40416768193244934,13.498096466064453,0.0,0.23055218160152435
72.0,13.672212600708008,0.40671828389167786,13.265494346618652,0.0,0.23268720507621765
73.0,13.441226959228516,0.40916359424591064,13.032063484191895,0.0,0.23510169982910156
74.0,13.208341598510742,0.41152769327163696,12.79681396484375,0.0,0.23783496022224426
75.0,12.973222732543945,0.4138391613960266,12.559383392333984,0.0,0.24089351296424866
76.0,12.735467910766602,0.4161126911640167,12.319355010986328,0.0,0.24429155886173248
77.0,12.494964599609375,0.41837039589881897,12.076594352722168,0.0,0.24801383912563324
78.0,12.25185489654541,0.42062073945999146,11.831233978271484,0.0,0.2520322799682617
79.0,12.006531715393066,0.42287132143974304,11.583660125732422,0.0,0.25634557008743286
80.0,11.75959300994873,0.4251188635826111,11.334474563598633,0.0,0.2609535753726959
