dataset,n_samples,n_features,n_clusters,AHDPC_ACC,AHDPC_NMI,AHDPC_ARI,AHDPC_AMI,AHDPC_RI,AHDPC_FMI,HDPC_ACC,HDPC_NMI,HDPC_ARI,HDPC_AMI,HDPC_RI,HDPC_FMI,V9_ACC,V9_NMI,V9_ARI,V9_AMI,V9_RI,V9_FMI,delta_ACC_V9_minus_AHDPC,delta_NMI_V9_minus_AHDPC,delta_ARI_V9_minus_AHDPC,delta_AMI_V9_minus_AHDPC,delta_RI_V9_minus_AHDPC,delta_FMI_V9_minus_AHDPC,delta_ACC_V9_minus_HDPC,delta_NMI_V9_minus_HDPC,delta_ARI_V9_minus_HDPC,delta_AMI_V9_minus_HDPC,delta_RI_V9_minus_HDPC,delta_FMI_V9_minus_HDPC
dry_bean,9997,16,7,0.3455036510953286,0.2577799253357237,0.12501002887789406,0.2566718759254642,0.4607607972667911,0.45477705253150313,0.2756827048114434,0.033294284600195324,0.00743096016674722,0.03165211715118694,0.20945115067133185,0.413116482662547,0.8673602080624188,0.7468541211371736,0.6997951965141417,0.7466044930782387,0.9141324230002094,0.7517050418462055,0.5218565569670901,0.48907419580144995,0.5747851676362477,0.48993261715277453,0.45337162573341827,0.2969279893147023,0.5916775032509753,0.7135598365369783,0.6923642363473944,0.7149523759270517,0.7046812723288776,0.33858855918365843
durum_wheat_features,9000,236,3,0.47833333333333333,0.25358469394198746,0.10195063507315576,0.2533702663149245,0.4793344692620168,0.5558814329359305,0.48355555555555557,0.1815523231751681,0.116458965920152,0.18135236615454914,0.5432856243286291,0.498665792701477,0.492,0.5470782783302858,0.37773536010069336,0.5469741192279043,0.6840841821930832,0.6471693338719928,0.01366666666666666,0.2934935843882983,0.2757847250275376,0.2936038529129798,0.20474971293106642,0.09128790093606232,0.008444444444444421,0.36552595515511765,0.2612763941805414,0.36562175307335515,0.14079855786445405,0.14850354117051584
echocardiogram,61,10,2,0.8524590163934426,0.3193237901350003,0.45283510687233586,0.30809167789186404,0.7442622950819672,0.8005225090809629,0.7049180327868853,0.09408930395665493,0.14712335827779638,0.08162716780455964,0.5770491803278689,0.6214046542668504,0.8032786885245902,0.26673994778536897,0.3520782101645275,0.25665287557670396,0.6786885245901639,0.7128455290244724,-0.0491803278688524,-0.052583842349631316,-0.10075689670780835,-0.05143880231516007,-0.06557377049180324,-0.0876769800564905,0.09836065573770492,0.17265064382871403,0.20495485188673113,0.17502570777214432,0.10163934426229504,0.09144087475762197
ecoli,327,7,5,0.5045871559633027,0.4519148722102994,0.30537830756122514,0.44068301520067893,0.6940395114538189,0.530517916089887,0.4984709480122324,0.4494195453331638,0.28049590891489634,0.4388289790146424,0.6730080111067335,0.5253238209581973,0.8287461773700305,0.7052236527968739,0.7439203491596732,0.6993514117008293,0.8902084388660626,0.8253296360728946,0.3241590214067278,0.2533087805865745,0.43854204159844806,0.25866839650015033,0.19616892741224368,0.2948117199830076,0.33027522935779813,0.25580410746371013,0.46342444024477686,0.26052243268618686,0.21720042775932913,0.30000581511469726
enron,9999,4096,2,0.5022502250225023,0.000593454886046168,-5.850089757540858e-06,0.0004074739973656199,0.4999601180362085,0.7068664130209152,0.5028502850285028,0.0006022541347118223,6.392678194771592e-06,0.0004162748834951217,0.499966239872637,0.7068707432722865,0.9735973597359736,0.8488265507301425,0.8971675685917074,0.8488156334342525,0.9485837761611728,0.9486373604184062,0.47134713471347134,0.8482330958440963,0.8971734186814649,0.8484081594368869,0.44862365812496435,0.24177094739749094,0.4707470747074708,0.8482242965954306,0.8971611759135126,0.8483993585507573,0.44861753628853585,0.2417666171461197
epileptic_seizure_recognition,5750,178,5,0.20034782608695653,0.0013861583026922794,2.7262246913382684e-07,3.3791829137509207e-07,0.20069601518600588,0.4467472087898749,0.20017391304347826,0.0013867207199439238,7.267825894034213e-07,9.011160341955837e-07,0.2006963781980987,0.44674761507365673,0.23721739130434782,0.16794573216531433,0.02729348545099134,0.16681343567616524,0.3296386365870813,0.42692767983215585,0.03686956521739129,0.16655957386262205,0.027293212828522206,0.16681309775787387,0.12894262140107543,-0.019819528957719046,0.03704347826086957,0.16655901144537041,0.027292758668401938,0.16681253456013104,0.1289422583889826,-0.019819935241500886
extyaleb,319,30,5,0.6990595611285266,0.6826364209372775,0.5281215184981216,0.6767011816200971,0.8178466512884209,0.658954855770314,0.6551724137931034,0.6296153644043773,0.440516452468841,0.6228019690409764,0.7795390469430807,0.5959350025522108,0.7210031347962382,0.6040435191708293,0.3701835118726345,0.5971365337124825,0.7613414562015733,0.5315596849361172,0.021943573667711602,-0.07859290176644818,-0.15793800662548713,-0.07956464790761453,-0.05650519508684759,-0.12739517083419682,0.0658307210031348,-0.02557184523354794,-0.07033294059620654,-0.025665435328493857,-0.018197590741507397,-0.06437531761609361
fabert,8237,800,7,0.2362510622799563,0.005763402472148417,6.800438600629607e-05,0.0031710904038706965,0.17020777674128565,0.4011048180686567,0.2373436930921452,0.015519123215969138,0.001965373822012498,0.012916083443418555,0.17454106528290741,0.4022337528787052,0.19363846060458906,0.0157581048143468,0.004051239405403427,0.014541705913852312,0.684770586149762,0.19591775783623222,-0.042612601675367234,0.009994702342198384,0.0039832350193971305,0.011370615509981615,0.5145628094084764,-0.2051870602324245,-0.043705232487556145,0.0002389815983776626,0.002085865583390929,0.0016256224704337564,0.5102295208668546,-0.206315995042473
fashion_mnist,3000,784,10,0.108,0.018280731609685092,0.00011782719239229353,0.010651160136703265,0.11781660553517839,0.31234713312965917,0.116,0.031008086110766147,0.0005054721346035333,0.02355690463559075,0.14404112481938425,0.3076772820785692,0.5503333333333333,0.5415004757115632,0.37279017564527983,0.538741015505089,0.8821109258641769,0.43901599034106126,0.44233333333333336,0.5232197441018781,0.37267234845288755,0.5280898553683857,0.7642943203289986,0.12666885721140209,0.43433333333333335,0.5104923896007971,0.3722847035106763,0.5151841108694982,0.7380698010447927,0.13133870826249205
fbis.wc,2196,2000,11,0.23041894353369763,0.010024236940431102,-0.0007462175772558268,-0.00034060406917404523,0.14412910614038363,0.36488566682316076,0.22358834244080145,0.01980754421995752,-0.0033682870377268726,0.008361650152622451,0.1543535357307343,0.3586725474610628,0.4453551912568306,0.4448895386430358,0.3042893187319297,0.43871164776504395,0.8381604988983905,0.3977760428404337,0.21493624772313297,0.43486530170260473,0.30503553630918556,0.439052251834218,0.6940313927580068,0.03289037601727296,0.22176684881602915,0.4250819944230783,0.30765760576965656,0.4303499976124215,0.6838069631676562,0.03910349537937091
fetal_health_classification,2126,21,3,0.7775164628410159,0.0006898426817265867,-0.0014940459265562428,-0.0011726710848775532,0.6308826296275801,0.7938453251517402,0.6566321730950141,0.03342906780272986,-0.09835621588249402,0.03160591088660478,0.5292683304742405,0.6676637837202859,0.5997177798682972,0.17437251405705037,0.12822001716546852,0.17345252183029133,0.5362036411930717,0.5589063039899029,-0.17779868297271872,0.17368267137532378,0.12971406309202477,0.1746251929151689,-0.0946789884345084,-0.2349390211618373,-0.056914393226716875,0.1409434462543205,0.22657623304796254,0.14184661094368656,0.006935310718831245,-0.10875747973038297
first-order-theorem-proving,6118,51,6,0.2618502778685845,0.05232145072897072,0.013127743412892025,0.05109231113520757,0.6343501780658012,0.25544032972163777,0.2461588754494933,0.05044836495760483,0.004609125617637856,0.04918055708470219,0.6195300926901983,0.26040646816826574,0.2567832625040863,0.05695801370134079,0.032174732165462606,0.05578728273108888,0.6646396146880411,0.24555472576003293,-0.005067015364498217,0.00463656297237007,0.019046988752570583,0.004694971595881309,0.03028943662223993,-0.009885603961604844,0.010624387054592982,0.0065096487437359615,0.02756560654782475,0.006606725646386688,0.045109521997842794,-0.01485174240823281
flickr_material_database,997,1536,10,0.10832497492477432,0.021473934490553005,1.1914257221904334e-05,0.0009663448643967401,0.12618578627448612,0.30945493490918907,0.11033099297893681,0.02891613045936765,8.266482942826562e-05,0.005375650490338723,0.13099338175168074,0.3086052512840349,0.44433299899699097,0.38027798050306577,0.23103875196376103,0.36865256518748984,0.8532746834882157,0.3135013208615656,0.33600802407221664,0.35880404601251276,0.23102683770653912,0.3676862203230931,0.7270888972137295,0.004046385952376552,0.3340020060180542,0.35136185004369813,0.23095608713433277,0.3632769146971511,0.7222813017365349,0.004896069577530748
fraud_detection_bank,9999,112,2,0.6846684668466847,0.007067854421877239,0.04343020410338977,0.0069714669146583525,0.5681616971459098,0.6778975786337774,0.6721672167216721,0.02327105477542612,-0.05040695339067958,0.023154386255890676,0.559239020521376,0.712156603238935,0.5648564856485648,0.06811290475804287,0.004868947770736652,0.06803799913095716,0.508363558900399,0.5690899600098147,-0.11981198119811987,0.06104505033616563,-0.038561256332653115,0.06106653221629881,-0.059798138245510835,-0.10880761862396271,-0.10731073107310729,0.04484184998261675,0.05527590116141624,0.04488361287506649,-0.050875461620977,-0.14306664322912033
gas-drift,10000,128,6,0.237,0.048521574183477495,0.006239917775022963,0.04734844793388785,0.21747834783478348,0.4129778909621821,0.2371,0.04787897510269367,0.006236594242606703,0.04676295686717743,0.21745072507250726,0.41298311215766886,0.462,0.32742693921610166,0.14245388029101014,0.326862317919633,0.6469606360636063,0.36878352652538743,0.22500000000000003,0.2789053650326242,0.13621396251598716,0.2795138699857451,0.42948228822882284,-0.0441943644367947,0.22490000000000002,0.279547964113408,0.13621728604840344,0.2800993610524556,0.42950991099109903,-0.044199585632281435
gina_prior2,3468,784,10,0.12370242214532871,0.029908269326871254,0.00046399589811617315,0.021899381810543364,0.12750021707388395,0.31178760068403477,0.12110726643598616,0.023712443946972982,0.00027097747108692516,0.01708371950384185,0.12006747421478305,0.31297765759059193,0.5049019607843137,0.4759337301235667,0.34546864761388035,0.47321932152974494,0.8778667475745112,0.41382089459499605,0.381199538638985,0.44602546079669547,0.34500465171576417,0.4513199397192016,0.7503665305006273,0.10203329391096128,0.3837946943483276,0.45222128617659374,0.3451976701427934,0.4561356020259031,0.7577992733597282,0.10084323700440412
glass_identification,214,9,6,0.411214953271028,0.1850769567080834,0.09932904345192309,0.1534086640768154,0.5994910271598438,0.38604242904274366,0.4158878504672897,0.180566175690629,0.11333890907258015,0.14773636206180912,0.6137949190469922,0.38837298964721734,0.4439252336448598,0.35945088050862917,0.20197063713156305,0.3317173019881641,0.7028651660743276,0.39911252916453654,0.03271028037383178,0.17437392380054575,0.10264159367963996,0.17830863791134874,0.10337413891448377,0.013070100121792882,0.028037383177570097,0.17888470481800017,0.0886317280589829,0.183980939926355,0.08907024702733535,0.010739539517319208
har,735,561,6,0.4,0.5277655494593761,0.32298113634622116,0.5228710149213303,0.6969100446718197,0.5377902299358885,0.4122448979591837,0.5286753854108445,0.3289309724872187,0.5238424369456063,0.7049658010343102,0.537969084311191,0.5523809523809524,0.5301399761651701,0.35247079980695145,0.5254126850218652,0.8087119316391407,0.46950614375250677,0.1523809523809524,0.0023744267057939084,0.029489663460730287,0.002541670100534965,0.11180188696732096,-0.06828408618338178,0.14013605442176874,0.0014645907543255898,0.023539827319732753,0.00157024807625894,0.10374613060483051,-0.06846294055868418
harbermans_survival,306,3,2,0.6503267973856209,0.001266381029340804,0.014912268296270447,-0.0017703058706049308,0.5437051323261545,0.6435153019479636,0.6405228758169934,0.0004602007130174026,0.007834997671990881,-0.0025422633110160804,0.5379834994106932,0.6355906613032108,0.5718954248366013,0.009734727328445691,0.016094135553571455,0.007154610728345855,0.5087324547305261,0.5610286050674911,-0.07843137254901966,0.008468346299104887,0.0011818672573010083,0.008924916598950786,-0.03497267759562839,-0.0824866968804725,-0.06862745098039214,0.009274526615428288,0.008259137881580574,0.009696874039361935,-0.02925104468016715,-0.07456205623571976
hate_speech,3221,100,3,0.7693262961813101,0.0011754217200354445,-0.004614400229869168,-0.0004134171721659102,0.6261706464371043,0.7885690354653806,0.6165787022663769,0.01157272606157988,-0.014958919885170225,0.010672244048489704,0.5195051496294697,0.6103103697382201,0.43744178826451413,0.05403100107741149,0.018746948659371303,0.05335429709009028,0.46971427800092946,0.4778774700894598,-0.33188450791679597,0.052855579357376045,0.02336134888924047,0.05376771426225619,-0.15645636843617483,-0.3106915653759208,-0.17913691400186277,0.04245827501583161,0.03370586854454153,0.042682053041600575,-0.049790871628540234,-0.13243289964876026
heart_attack_analysis_prediction_dataset,303,13,2,0.5511551155115512,0.006321089990139329,0.0027910565160889247,0.0010368040456477522,0.5035953926518479,0.7004191925538109,0.5577557755775577,0.012233382279483363,0.010006436815758685,0.009841254392387788,0.5050379210106442,0.5098760398337048,0.8052805280528053,0.29086743892383604,0.3705823411684734,0.2891320028704439,0.6853539658601622,0.6927764615644283,0.2541254125412541,0.28454634893369674,0.3677912846523845,0.2880951988247961,0.18175857320831423,-0.007642730989382618,0.24752475247524752,0.2786340566443527,0.3605759043527147,0.2792907484780561,0.18031604484951802,0.18290042173072352
heart_disease,297,13,5,0.5858585858585859,0.23280262738828192,0.3325169389941393,0.21324681458582254,0.6745154245154246,0.6032070058267099,0.5353535353535354,0.24183898205021984,0.29442613633246323,0.22312874923915804,0.6711939211939212,0.5544334296522595,0.37373737373737376,0.23295092892248664,0.12880769142918963,0.21736538304729092,0.64004914004914,0.3690616960831467,-0.2121212121212121,0.00014830153420472558,-0.20370924756494968,0.00411856846146838,-0.034466284466284525,-0.23414530974356323,-0.1616161616161616,-0.008888053127733192,-0.1656184449032736,-0.005763366191867125,-0.031144781144781142,-0.1853717335691128
hepatitis,80,19,2,0.7625,0.03908231573028886,-0.08293671820297864,0.018293653906956153,0.6332278481012659,0.7712434791363832,0.7625,0.023121833298021168,0.09849672327420524,0.007736862754484603,0.6332278481012659,0.7439184332237206,0.725,0.20135235621210473,0.18569826228603717,0.1919258562295357,0.5962025316455696,0.6831275073073619,-0.03749999999999998,0.16227004048181587,0.2686349804890158,0.17363220232257956,-0.03702531645569629,-0.08811597182902131,-0.03749999999999998,0.17823052291408356,0.08720153901183193,0.1841889934750511,-0.03702531645569629,-0.06079092591635871
htru2,9999,8,2,0.9083908390839084,6.252352825363948e-05,-0.00017972838737327385,-0.00013689114358083422,0.8335495081814642,0.9129711100068573,0.9083908390839084,6.252352825363948e-05,-0.00017972838737327385,-0.00013689114358083422,0.8335495081814642,0.9129711100068573,0.9644964496449645,0.5768502856675154,0.71482126870846,0.5767701206656604,0.9315070534859047,0.9607479939775351,0.05610561056105612,0.5767877621392618,0.7150009970958332,0.5769070118092412,0.09795754530444045,0.04777688397067781,0.05610561056105612,0.5767877621392618,0.7150009970958332,0.5769070118092412,0.09795754530444045,0.04777688397067781
human_stress_detection,2001,3,3,0.7936031984007996,0.6992178246674109,0.5961913445545137,0.6989348230358478,0.8151254372813593,0.7395020528385534,0.8055972013993004,0.6489794319060868,0.569730278588372,0.648654615036874,0.8059495252373813,0.7175155865054348,0.8270864567716142,0.7237463217772689,0.6350037650507705,0.7234889863644928,0.8344097951024487,0.7619650837615508,0.03348325837081456,0.02452849710985805,0.03881242049625677,0.024554163328645018,0.019284357821089393,0.022463030922997396,0.02148925537231383,0.07476688987118218,0.0652734864623985,0.07483437132761872,0.028460269865067445,0.04444949725611602
image_segmentation,210,19,7,0.6238095238095238,0.6297202318036191,0.49731221213873206,0.6102771871763937,0.8650262018683071,0.5808060217782086,0.6047619047619047,0.6372082697437,0.4716060263730685,0.6194664817404103,0.8538619275461381,0.5635529349415014,0.5476190476190477,0.6169148465567061,0.4142904679200884,0.5949738761697211,0.818090681248576,0.5358138699293994,-0.07619047619047614,-0.012805385246912993,-0.08302174421864367,-0.015303311006672593,-0.046935520619731164,-0.044992151848809225,-0.05714285714285705,-0.020293423186993897,-0.05731555845298009,-0.02449260557068922,-0.03577124629756212,-0.027739065012101993
imdb,3250,700,2,0.5003076923076923,0.0006130485461909648,0.0,5.303035089662687e-15,0.49984629590169755,0.7067803823609633,0.5003076923076923,0.0006130485461909648,0.0,5.303035089662687e-15,0.49984629590169755,0.7067803823609633,0.6095384615384616,0.0358122676794963,0.04770691834651694,0.03559669763586372,0.5238508416790966,0.5280147612531186,0.10923076923076924,0.035199219133305336,0.04770691834651694,0.03559669763585842,0.024004545777399022,-0.17876562110784466,0.10923076923076924,0.035199219133305336,0.04770691834651694,0.03559669763585842,0.024004545777399022,-0.17876562110784466
insurance_company_benchmark,5822,85,2,0.9223634489866025,0.00046545911319699625,0.010357240782259546,-6.996082839098114e-05,0.856757162363187,0.9230765105731474,0.9223634489866025,0.00046545911319699625,0.010357240782259546,-6.996082839098114e-05,0.856757162363187,0.9230765105731474,0.6726210924081072,0.016129319595088787,0.03787473793261524,0.015933349880896012,0.5595204253118529,0.7138490615939116,-0.2497423565784953,0.015663860481891792,0.027517497150355695,0.016003310709286993,-0.29723673705133413,-0.20922744897923584,-0.2497423565784953,0.015663860481891792,0.027517497150355695,0.016003310709286993,-0.29723673705133413,-0.20922744897923584
ionosphere,351,34,2,0.6581196581196581,0.048096514117020775,0.027683341427877612,0.043869405532449945,0.5487179487179488,0.7302352998286173,0.6381766381766382,0.003775281315138902,-0.002504743833017078,-0.0017790868528560382,0.5368660968660969,0.7309150930880562,0.7150997150997151,0.13997303126406768,0.18254970338303672,0.1381358690461574,0.5913715913715913,0.6074710358348456,0.05698005698005704,0.09187651714704691,0.1548663619551591,0.09426646351370746,0.042653642653642576,-0.12276426399377172,0.07692307692307698,0.13619774994892878,0.1850544472160538,0.13991495589901345,0.05450549450549447,-0.12344405725321062
iris,150,4,3,0.8,0.6333128285088586,0.5761678749065375,0.6287037798804023,0.8120805369127517,0.716778797204159,0.5533333333333333,0.6186761030930029,0.43523234463529603,0.6131538917955094,0.7157046979865772,0.6770044436356113,0.8666666666666667,0.7004099176605741,0.676454462051257,0.6966514445101949,0.8568232662192393,0.7833832560793709,0.06666666666666665,0.06709708915171553,0.1002865871447195,0.06794766462979263,0.044742729306487594,0.06660445887521182,0.31333333333333335,0.08173381456757123,0.241222117415961,0.08349755271468551,0.1411185682326621,0.10637881244375957
labeled_faces_in_the_wild,2200,5828,2,0.5004545454545455,0.0009042326716572164,0.0,1.357763767804147e-15,0.49977303733101824,0.7066245715873073,0.5004545454545455,0.0009042326716572164,0.0,1.357763767804147e-15,0.49977303733101824,0.7066245715873073,0.525,0.0018203368326836235,0.002049150530790067,0.0014919391899595351,0.5010231923601637,0.5024289676265842,0.024545454545454537,0.0009161041610264071,0.002049150530790067,0.0014919391899581773,0.0012501550291454389,-0.20419560396072312,0.024545454545454537,0.0009161041610264071,0.002049150530790067,0.0014919391899581773,0.0012501550291454389,-0.20419560396072312
letter_recognition,9992,16,26,0.17664131305044034,0.2877679317391717,0.0403715555474849,0.27947894707282916,0.6429722498847842,0.1815537960486586,0.18054443554843874,0.2816044127130197,0.02094734864940245,0.27212152181709864,0.42241121492930506,0.19225618074877276,0.26060848678943155,0.3646575972619061,0.127498500872921,0.35827260779442577,0.9273869100284732,0.16605077577084879,0.08396717373899121,0.07688966552273441,0.0871269453254361,0.0787936607215966,0.284414660143689,-0.01550302027780981,0.0800640512409928,0.08305318454888638,0.10655115222351855,0.08615108597732712,0.5049756950991682,-0.02620540497792398
magic_gamma_telescope,9999,10,2,0.6481648164816481,0.00026656103419192475,-0.00018298756290265481,6.210354403922205e-05,0.5438600071249373,0.7373449679679155,0.6481648164816481,0.00026656103419192475,-0.00018298756290265481,6.210354403922205e-05,0.5438600071249373,0.7373449679679155,0.5747574757475747,0.005673137823895372,0.017585105587137995,0.005597454506545148,0.511128468317926,0.5436102277151456,-0.0734073407340734,0.005406576789703447,0.01776809315004065,0.005535350962505926,-0.032731538807011296,-0.19373474025276993,-0.0734073407340734,0.005406576789703447,0.01776809315004065,0.005535350962505926,-0.032731538807011296,-0.19373474025276993
mammographic_mass,830,5,2,0.7771084337349398,0.23500922032369465,0.3063202704455943,0.23434238329796475,0.6531602889240921,0.65288793047184,0.7831325301204819,0.25608721148483077,0.31983970462030287,0.25543557307054315,0.6599183222637232,0.6619290486906411,0.810843373493976,0.33913717863512854,0.38576405992374063,0.33855168523106366,0.6928771781940791,0.6994130398482613,0.03373493975903619,0.1041279583114339,0.07944378947814634,0.10420930193309891,0.039716889269987066,0.04652510937642129,0.027710843373494054,0.08304996715029778,0.06592435530343776,0.0831161121605205,0.03295885593035597,0.037483991157620244
mfeat-factors,2000,216,10,0.543,0.6508950306377655,0.4379364443674026,0.6476127052201679,0.8559494747373687,0.5416390831358912,0.5315,0.643679319977232,0.40550641645944324,0.6402520664961916,0.851528764382191,0.5072335381296214,0.7685,0.792440353312963,0.7027122718849952,0.7905496158059662,0.9433401700850426,0.7358829602825651,0.22549999999999992,0.14154532267519748,0.2647758275175926,0.14293691058579827,0.08739069534767385,0.1942438771466739,0.237,0.14876103333573099,0.29720585542555195,0.15029754930977457,0.09181140570285151,0.2286494221529437
mfeat-fourier,2000,76,10,0.3045,0.32408052194417614,0.1355391010731943,0.3170313248995313,0.639856428214107,0.3407397200845693,0.2735,0.2977281599384962,0.10705771904574986,0.2895958848859123,0.6041980990495248,0.32148607293762177,0.565,0.5224752379775273,0.4075687960259362,0.5181405527351294,0.8894367183591796,0.469598602276923,0.26049999999999995,0.19839471603335113,0.2720296949527419,0.2011092278355981,0.24958029014507255,0.1288588821923537,0.2914999999999999,0.22474707803903105,0.30051107698018636,0.22854466784921706,0.2852386193096548,0.14811252933930125
mfeat-karhunen,2000,64,10,0.6275,0.6723165562397297,0.48239812046455505,0.6692553778819001,0.8798939469734868,0.5644604936426566,0.571,0.6447324303937297,0.4386184512135147,0.6413328860296753,0.870168584292146,0.5243425477589243,0.753,0.7228215056811246,0.6385640581751023,0.7203013294706518,0.9319824912456228,0.6773972516666515,0.12550000000000006,0.05050494944139483,0.15616593771054726,0.05104595158875169,0.05208854427213605,0.11293675802399494,0.18200000000000005,0.07808907528739484,0.19994560696158759,0.07896844344097653,0.06181390695347677,0.15305470390772724
mfeat-morphological,2000,6,10,0.6385,0.6843172075610008,0.5482127773887693,0.6814132874002138,0.9114287143571785,0.600190188196681,0.615,0.6818583682237227,0.5271366943236755,0.6789363058770508,0.9005882941470735,0.5897068044813149,0.6425,0.6568373764303087,0.5245353789941404,0.6536997478192913,0.9094587293646823,0.5761918936597099,0.0040000000000000036,-0.02747983113069208,-0.0236773983946289,-0.027713539580922486,-0.001969984992496232,-0.02399829453697111,0.02749999999999997,-0.025020991793413994,-0.0026013153295351144,-0.025236558057759484,0.008870435217608774,-0.013514910821604942
micro-mass,360,1300,10,0.25,0.31331557602354276,0.05217398118560169,0.27385642239864333,0.38477251624883935,0.32397631494316426,0.25555555555555554,0.3226437259773265,0.051761513781976576,0.27777427106616803,0.40181058495821725,0.31839081942686753,0.5666666666666667,0.73855542968921,0.4856773122791846,0.7227484319205048,0.8934540389972145,0.5517603844787764,0.31666666666666665,0.4252398536656672,0.4335033310935829,0.4488920095218614,0.5086815227483752,0.22778406953561214,0.3111111111111111,0.41591170371188346,0.433915798497208,0.4449741608543367,0.4916434540389973,0.23336956505190887
microbes,9995,24,10,0.20760380190095049,0.020810173194212397,0.00048061569027948515,0.01836613588363025,0.5531697207418999,0.2444143577695291,0.21880940470235116,0.022389202563613556,-0.0027955445790441647,0.019744761114213416,0.4919156996949545,0.26392302374108717,0.22111055527763882,0.1015260185622479,0.043812640832209024,0.09976160056814475,0.7778782927585466,0.17197153001116722,0.01350675337668833,0.0807158453680355,0.04333202514192954,0.0813954646845145,0.22470857201664673,-0.07244282775836189,0.0023011505752876527,0.07913681599863434,0.04660818541125319,0.08001683945393133,0.28596259306359206,-0.09195149372991995
mnist64,1082,64,6,0.8096118299445472,0.8429460531661173,0.7314256493407378,0.8418241522536182,0.9155946862373273,0.7907441679442136,0.822550831792976,0.8378911770707165,0.7277859543603948,0.8367663775872971,0.9155810068379897,0.7855925493613257,0.9158964879852126,0.8279881175831884,0.8167439242347633,0.8268627291796854,0.9492323292084245,0.8471845526143785,0.10628465804066545,-0.014957935582928905,0.08531827489402544,-0.014961423073932778,0.03363764297109717,0.05644038467016488,0.09334565619223667,-0.00990305948752812,0.08895796987436844,-0.00990364840761171,0.03365132237043478,0.06159200325305281
mobile_price_classification,2000,20,4,0.26,0.0016233558973638112,-0.0005481008700941105,-0.00013990210718031298,0.5787998999499749,0.2918645902773422,0.2615,0.0012031638604932961,-0.0003879126103614349,-0.0005119865202954369,0.5957658829414707,0.27719697807139104,0.296,0.010866439202349327,0.006773986233508167,0.009237805945362453,0.6210310155077539,0.261489470458935,0.035999999999999976,0.009243083304985515,0.0073220871036022775,0.009377708052542766,0.04223111555777892,-0.03037511981840718,0.034499999999999975,0.00966327534185603,0.007161898843869602,0.009749792465657891,0.025265132566283155,-0.01570750761245604
music_genre_classification,1000,26,10,0.241,0.16372058549045074,0.06355398408436345,0.14871163062406995,0.6126126126126126,0.26384831100601297,0.216,0.1553658997725181,0.05709067937248766,0.14023258628876956,0.6241361361361362,0.25154462740697486,0.342,0.30507894178240774,0.16736730912184622,0.2917527558585641,0.8378178178178178,0.25863693074287625,0.10100000000000003,0.141358356291957,0.10381332503748276,0.14304112523449414,0.22520520520520526,-0.005211380263136722,0.12600000000000003,0.14971304200988964,0.11027662974935856,0.15152016956979453,0.21368168168168167,0.007092303335901384
olivetti_faces,400,4096,40,0.4925,0.7646773069949903,0.27961185739688715,0.6455748186288657,0.9286591478696742,0.3682491703328399,0.4675,0.7470937286010912,0.27288519043122444,0.62133009877028,0.9303508771929825,0.35582620928310127,0.6875,0.8387318398141962,0.5657374188755737,0.7319939735980097,0.9786842105263158,0.5796815264258355,0.195,0.07405453281920593,0.28612556147868656,0.08641915496914399,0.05002506265664164,0.2114323560929956,0.21999999999999997,0.09163811121310494,0.29285222844434927,0.11066387482772966,0.04833333333333334,0.2238553171427342
optical_recognition_of_handwritten_digits,3823,64,10,0.5273345540151714,0.6316887400038527,0.4227840799446913,0.6297828865287052,0.8486093083081238,0.5318785340190726,0.521579911064609,0.6038831541512292,0.4050139716574533,0.6019075734736113,0.8432558560356476,0.5163350811324959,0.7444415380591158,0.7394175816433991,0.6027551123431034,0.7381824328497548,0.9226587594735273,0.6482099524308021,0.21710698404394446,0.10772884163954644,0.1799710323984121,0.10839954632104964,0.07404945116540351,0.11633141841172956,0.22286162699450685,0.13553442749216993,0.19774114068565013,0.13627485937614348,0.0794029034378797,0.13187487129830622
orbit_classification_for_prediction_nasa,1722,11,3,0.4645760743321719,0.007784811359457413,0.0063060849943758724,0.006291765214143944,0.4373824472037366,0.5256710433172582,0.49361207897793263,0.004392798448190415,0.0029359713612999465,0.0028582614888112484,0.4484623571229487,0.5423265521711645,0.46747967479674796,0.09569283245939576,0.01175996690793007,0.09432316024390522,0.44138438811133357,0.5299410917484166,0.0029036004645760505,0.08790802109993835,0.005453881913554197,0.08803139502976128,0.004001940907596979,0.004270048431158413,-0.026132404181184676,0.09130003401120534,0.008823995546630124,0.09146489875509398,-0.007077969011615115,-0.012385460422747907
paris_housing_classification,10000,17,2,0.7746,0.031975544923480946,0.1199419693516206,0.031864738285617325,0.650775397539754,0.7630197185705792,0.7888,0.03873850865639114,0.13791228238178319,0.038625681576958656,0.6667775577557756,0.7762168120400494,0.5015,0.00023132661733175387,-9.100910091009102e-05,0.00013808582732236936,0.49995449544954496,0.6240558435737459,-0.2731,-0.031744218306149194,-0.12003297845253069,-0.03172665245829496,-0.15082090209020904,-0.13896387499683327,-0.2873,-0.03850718203905939,-0.13800329148269327,-0.03848759574963629,-0.16682306230623067,-0.15216096846630356
