dataset,n_samples,n_features,n_clusters,AHDPC_ACC,AHDPC_NMI,AHDPC_ARI,AHDPC_AMI,AHDPC_RI,AHDPC_FMI,HDPC_ACC,HDPC_NMI,HDPC_ARI,HDPC_AMI,HDPC_RI,HDPC_FMI,V9_ACC,V9_NMI,V9_ARI,V9_AMI,V9_RI,V9_FMI
banknote_authentication,1372,4,2,0.9905247813411079,0.931676018604076,0.9624275145419924,0.9316397655826222,0.9812154308425465,0.9813964155745356,0.8950437317784257,0.6093659753109124,0.6239245668637312,0.6091585973817567,0.8119820607205057,0.8139047466495641,0.5794460641399417,0.02332033481601393,0.024309009513123855,0.0227997369288971,0.5122678643198448,0.5198743640213919
birds_bones_and_living_habits,413,10,6,0.4648910411622276,0.291529345539516,0.20871910715053632,0.2760574293308839,0.6502621124144903,0.4505546264498812,0.46731234866828086,0.31141761290160414,0.20742023633048573,0.29617392790329145,0.6422224311807988,0.45573303035869733,0.4358353510895884,0.2624190767417444,0.24835300306874053,0.24741011648725927,0.7391217471026588,0.41630421107063653
blood_transfusion_service_center,748,4,2,0.6082887700534759,0.07514659377580374,0.04481027784309193,0.07414504885420402,0.5228149675350242,0.5849740199280604,0.6270053475935828,0.07745094870323505,0.06359567094817575,0.07645369201727278,0.5316345596288898,0.5921289132460045,0.5668449197860963,0.022747141807226458,0.01684905917807105,0.021690668385946844,0.5082791057277237,0.5714513925572592
boston,154,13,3,0.6948051948051948,0.5578893065666901,0.48338428745850337,0.551515992108201,0.7510398098633393,0.6911496996754306,0.7532467532467533,0.5880355901466705,0.5560552686410234,0.581728723942044,0.781682369917664,0.7450012323793349,0.8701298701298701,0.634274216590757,0.615485013369745,0.6294268278655482,0.8197945845004668,0.7596067366890764
breast_cancer_coimbra,116,9,2,0.5603448275862069,0.02254173619141869,0.0057391890400699105,0.015980963579900587,0.5029985007496252,0.5332450477434246,0.5603448275862069,0.02254173619141869,0.0057391890400699105,0.015980963579900587,0.5029985007496252,0.5332450477434246,0.5431034482758621,0.009455095465811275,-0.0012876256210523193,0.0030242294978761273,0.49940029985007495,0.5102922290522591
breast_cancer_wisconsin_original,683,9,2,0.7862371888726208,0.36318734937344055,0.3263193790419075,0.36248708377461375,0.6633705877554175,0.6792756358410249,0.5285505124450952,0.1559761380564622,-0.036112869369701775,0.15486265667387575,0.5008995161075641,0.605974175765659,0.9619326500732065,0.7793945563821635,0.8526035237201478,0.7791475265639126,0.926656161577996,0.9316694941718577
breast_cancer_wisconsin_prognostic,569,30,2,0.6045694200351494,0.028100988093071273,-0.016528617786023058,0.025762423959366752,0.5210277482115894,0.707183650482158,0.5957820738137083,0.026108051746810048,-0.020830810999004308,0.02393319277688525,0.517500433179039,0.6969404861660565,0.9156414762741653,0.5775041632499884,0.688151993189131,0.5769268199287223,0.8452436941508453,0.8583998305525636
breast_tissue,106,9,6,0.5094339622641509,0.4302259717987634,0.31839461043689754,0.3801980966901457,0.7852650494159928,0.45326181133233717,0.3867924528301887,0.31354771300088324,0.18317177886956137,0.24809404823227557,0.687151841868823,0.3828301133006712,0.5188679245283019,0.5342516945054937,0.32118066220283803,0.49469747721604945,0.8001796945193171,0.44342313688466106
cardiovascular_study,2927,15,2,0.5138366928595832,0.0009700707981768491,0.0005736489835720918,0.0006645404785747747,0.5002121572527772,0.6094650429151395,0.580116159890673,0.0020733006325992748,-0.012006673704078746,0.001757133590935012,0.5126707036871926,0.6275027517123261,0.5835326272634096,0.02228607093577536,0.02484370431591253,0.02198623997951979,0.5137892873314447,0.6212175900329115
cifar10,3250,1024,10,0.10153846153846154,0.005483868747794936,1.019070749443605e-06,1.9802348299771166e-06,0.10415228354286526,0.31491629467017823,0.10123076923076924,0.005485505729475421,1.8647823369128955e-06,3.626239743758903e-06,0.10415304117243175,0.3149174975819782,0.22338461538461538,0.07875757554908643,0.04031114261246032,0.07369424914573526,0.8253459289248763,0.13746650125650262
classification_in_asteroseismology,1001,3,2,0.9040959040959041,0.581500190341839,0.6489888012391813,0.5811679331371846,0.8264135864135864,0.8462233223458069,0.9070929070929071,0.5889353968800579,0.6586435952040034,0.5886086401165616,0.8312807192807192,0.8507143089544794,0.9040959040959041,0.581500190341839,0.6489888012391813,0.5811679331371846,0.8264135864135864,0.8462233223458069
cnae9,1080,856,9,0.125,0.03894400528349961,0.00017932835855057186,0.015962892444717908,0.1446778567260495,0.3249558050981275,0.14444444444444443,0.06814834945253632,0.0006406532916034604,0.04312209245067793,0.17152198537740707,0.3197337272142055,0.5824074074074074,0.5706491569416453,0.30920414064395163,0.5640263803988155,0.8087255002917654,0.4323467946166297
coil20,1440,400,20,0.48333333333333334,0.7623405049827476,0.3746153874329258,0.7500094886402391,0.8876563585823488,0.4828625078439958,0.5305555555555556,0.7474472047847674,0.44444770157530084,0.7345865090621774,0.9241892517952282,0.5081730720891298,0.6722222222222223,0.797483819884242,0.6105552493597886,0.7875867754307062,0.9598177746892131,0.6344882204287827
credit_risk_classification,976,11,2,0.6004098360655737,0.002987456009568874,-0.01988613323246114,0.0020577400800200455,0.519672131147541,0.6229062102359948,0.6014344262295082,0.00288021284453458,-0.01966796230916253,0.0019496675829687713,0.5200861706599411,0.6234394723825167,0.5809426229508197,0.0035015323484799163,-0.01836688111265613,0.0025900350641388467,0.5126040353089534,0.6120715693221258
crowdsourced_mapping,9997,28,4,0.6424927478243473,0.08203055474104362,0.03528963109841129,0.08145911521587083,0.5354128447417779,0.6249381215063734,0.6802040612183655,0.07819998534904742,0.06116384755721546,0.07759093996348192,0.5562110009553486,0.6705469716364074,0.4939481844553366,0.27446265637132006,0.09256032131827456,0.2741472693213395,0.530693882034158,0.4862977832447925
customer_classification,1000,11,4,0.294,0.00804384138994491,0.004556945742336267,0.00478951569914177,0.6253333333333333,0.2547965177934615,0.294,0.007920446700579531,0.004498014367158225,0.004664851073511349,0.6251251251251251,0.2549399433126094,0.322,0.017728900927317444,0.012617208529133207,0.01437511304865243,0.6074114114114114,0.28117231841066315
date_fruit,898,34,7,0.6592427616926503,0.6106721736012759,0.5455186162721819,0.6057320169579881,0.8344121583203601,0.668545512868302,0.6614699331848553,0.627351222742163,0.567622876436276,0.6227115580721145,0.8455306354018468,0.6819576490980218,0.7216035634743875,0.7193250985591872,0.6948579929961833,0.7161525886046145,0.9148535206441665,0.7460125812666127
dermatology,358,34,6,0.6899441340782123,0.7668575671506046,0.5855987461998275,0.7612801675887373,0.8385521806487959,0.7050336458393949,0.6201117318435754,0.7034412373802695,0.4796114337250443,0.6960135100446032,0.8036085942756991,0.6152741136512073,0.9553072625698324,0.9232285480673846,0.924389479607995,0.9215148521982097,0.9757444877392297,0.9395625507104528
diabetic_retinopathy_debrecen,1151,19,2,0.5308427454387489,0.0012954748250051773,0.002506761472488492,0.0006307838304034489,0.501469421674914,0.5375366886847585,0.5299739357080799,0.0011840727615986093,0.0022990516069032996,0.0005196671578352974,0.5013636535337891,0.5371282569728129,0.5412684622067767,0.005951111426981248,0.005912200926956517,0.005323006905574519,0.5029743512257772,0.5067859972785843
dilbert,10000,2000,5,0.2079,0.0075087608149186115,0.00020213243284839498,0.00650590385975842,0.20462964296429642,0.445788423546454,0.2075,0.0066110222780060264,0.0001006414933977462,0.005503879523070367,0.20407356735673568,0.44587567799002154,0.3658,0.1813420114117072,0.10828578074698056,0.18092063930290025,0.6916971297129713,0.3053444449587978
dry_bean,9997,16,7,0.3455036510953286,0.2577799253357237,0.12501002887789406,0.2566718759254642,0.4607607972667911,0.45477705253150313,0.2756827048114434,0.033294284600195324,0.00743096016674722,0.03165211715118694,0.20945115067133185,0.413116482662547,0.8673602080624188,0.7468541211371736,0.6997951965141417,0.7466044930782387,0.9141324230002094,0.7517050418462055
durum_wheat_features,9000,236,3,0.47833333333333333,0.25358469394198746,0.10195063507315576,0.2533702663149245,0.4793344692620168,0.5558814329359305,0.48355555555555557,0.1815523231751681,0.116458965920152,0.18135236615454914,0.5432856243286291,0.498665792701477,0.492,0.5470782783302858,0.37773536010069336,0.5469741192279043,0.6840841821930832,0.6471693338719928
echocardiogram,61,10,2,0.8524590163934426,0.3193237901350003,0.45283510687233586,0.30809167789186404,0.7442622950819672,0.8005225090809629,0.7049180327868853,0.09408930395665493,0.14712335827779638,0.08162716780455964,0.5770491803278689,0.6214046542668504,0.8032786885245902,0.26673994778536897,0.3520782101645275,0.25665287557670396,0.6786885245901639,0.7128455290244724
ecoli,327,7,5,0.5045871559633027,0.4519148722102994,0.30537830756122514,0.44068301520067893,0.6940395114538189,0.530517916089887,0.4984709480122324,0.4494195453331638,0.28049590891489634,0.4388289790146424,0.6730080111067335,0.5253238209581973,0.8287461773700305,0.7052236527968739,0.7439203491596732,0.6993514117008293,0.8902084388660626,0.8253296360728946
enron,9999,4096,2,0.5022502250225023,0.000593454886046168,-5.850089757540858e-06,0.0004074739973656199,0.4999601180362085,0.7068664130209152,0.5028502850285028,0.0006022541347118223,6.392678194771592e-06,0.0004162748834951217,0.499966239872637,0.7068707432722865,0.9735973597359736,0.8488265507301425,0.8971675685917074,0.8488156334342525,0.9485837761611728,0.9486373604184062
epileptic_seizure_recognition,5750,178,5,0.20034782608695653,0.0013861583026922794,2.7262246913382684e-07,3.3791829137509207e-07,0.20069601518600588,0.4467472087898749,0.20017391304347826,0.0013867207199439238,7.267825894034213e-07,9.011160341955837e-07,0.2006963781980987,0.44674761507365673,0.23721739130434782,0.16794573216531433,0.02729348545099134,0.16681343567616524,0.3296386365870813,0.42692767983215585
extyaleb,319,30,5,0.6990595611285266,0.6826364209372775,0.5281215184981216,0.6767011816200971,0.8178466512884209,0.658954855770314,0.6551724137931034,0.6296153644043773,0.440516452468841,0.6228019690409764,0.7795390469430807,0.5959350025522108,0.7210031347962382,0.6040435191708293,0.3701835118726345,0.5971365337124825,0.7613414562015733,0.5315596849361172
fabert,8237,800,7,0.2362510622799563,0.005763402472148417,6.800438600629607e-05,0.0031710904038706965,0.17020777674128565,0.4011048180686567,0.2373436930921452,0.015519123215969138,0.001965373822012498,0.012916083443418555,0.17454106528290741,0.4022337528787052,0.19363846060458906,0.0157581048143468,0.004051239405403427,0.014541705913852312,0.684770586149762,0.19591775783623222
fashion_mnist,3000,784,10,0.108,0.018280731609685092,0.00011782719239229353,0.010651160136703265,0.11781660553517839,0.31234713312965917,0.116,0.031008086110766147,0.0005054721346035333,0.02355690463559075,0.14404112481938425,0.3076772820785692,0.5503333333333333,0.5415004757115632,0.37279017564527983,0.538741015505089,0.8821109258641769,0.43901599034106126
fbis.wc,2196,2000,11,0.23041894353369763,0.010024236940431102,-0.0007462175772558268,-0.00034060406917404523,0.14412910614038363,0.36488566682316076,0.22358834244080145,0.01980754421995752,-0.0033682870377268726,0.008361650152622451,0.1543535357307343,0.3586725474610628,0.4453551912568306,0.4448895386430358,0.3042893187319297,0.43871164776504395,0.8381604988983905,0.3977760428404337
fetal_health_classification,2126,21,3,0.7775164628410159,0.0006898426817265867,-0.0014940459265562428,-0.0011726710848775532,0.6308826296275801,0.7938453251517402,0.6566321730950141,0.03342906780272986,-0.09835621588249402,0.03160591088660478,0.5292683304742405,0.6676637837202859,0.5997177798682972,0.17437251405705037,0.12822001716546852,0.17345252183029133,0.5362036411930717,0.5589063039899029
first-order-theorem-proving,6118,51,6,0.2618502778685845,0.05232145072897072,0.013127743412892025,0.05109231113520757,0.6343501780658012,0.25544032972163777,0.2461588754494933,0.05044836495760483,0.004609125617637856,0.04918055708470219,0.6195300926901983,0.26040646816826574,0.2567832625040863,0.05695801370134079,0.032174732165462606,0.05578728273108888,0.6646396146880411,0.24555472576003293
flickr_material_database,997,1536,10,0.10832497492477432,0.021473934490553005,1.1914257221904334e-05,0.0009663448643967401,0.12618578627448612,0.30945493490918907,0.11033099297893681,0.02891613045936765,8.266482942826562e-05,0.005375650490338723,0.13099338175168074,0.3086052512840349,0.44433299899699097,0.38027798050306577,0.23103875196376103,0.36865256518748984,0.8532746834882157,0.3135013208615656
fraud_detection_bank,9999,112,2,0.6846684668466847,0.007067854421877239,0.04343020410338977,0.0069714669146583525,0.5681616971459098,0.6778975786337774,0.6721672167216721,0.02327105477542612,-0.05040695339067958,0.023154386255890676,0.559239020521376,0.712156603238935,0.5648564856485648,0.06811290475804287,0.004868947770736652,0.06803799913095716,0.508363558900399,0.5690899600098147
gas-drift,10000,128,6,0.237,0.048521574183477495,0.006239917775022963,0.04734844793388785,0.21747834783478348,0.4129778909621821,0.2371,0.04787897510269367,0.006236594242606703,0.04676295686717743,0.21745072507250726,0.41298311215766886,0.462,0.32742693921610166,0.14245388029101014,0.326862317919633,0.6469606360636063,0.36878352652538743
gina_prior2,3468,784,10,0.12370242214532871,0.029908269326871254,0.00046399589811617315,0.021899381810543364,0.12750021707388395,0.31178760068403477,0.12110726643598616,0.023712443946972982,0.00027097747108692516,0.01708371950384185,0.12006747421478305,0.31297765759059193,0.5049019607843137,0.4759337301235667,0.34546864761388035,0.47321932152974494,0.8778667475745112,0.41382089459499605
glass_identification,214,9,6,0.411214953271028,0.1850769567080834,0.09932904345192309,0.1534086640768154,0.5994910271598438,0.38604242904274366,0.4158878504672897,0.180566175690629,0.11333890907258015,0.14773636206180912,0.6137949190469922,0.38837298964721734,0.4439252336448598,0.35945088050862917,0.20197063713156305,0.3317173019881641,0.7028651660743276,0.39911252916453654
har,735,561,6,0.4,0.5277655494593761,0.32298113634622116,0.5228710149213303,0.6969100446718197,0.5377902299358885,0.4122448979591837,0.5286753854108445,0.3289309724872187,0.5238424369456063,0.7049658010343102,0.537969084311191,0.5523809523809524,0.5301399761651701,0.35247079980695145,0.5254126850218652,0.8087119316391407,0.46950614375250677
harbermans_survival,306,3,2,0.6503267973856209,0.001266381029340804,0.014912268296270447,-0.0017703058706049308,0.5437051323261545,0.6435153019479636,0.6405228758169934,0.0004602007130174026,0.007834997671990881,-0.0025422633110160804,0.5379834994106932,0.6355906613032108,0.5718954248366013,0.009734727328445691,0.016094135553571455,0.007154610728345855,0.5087324547305261,0.5610286050674911
hate_speech,3221,100,3,0.7693262961813101,0.0011754217200354445,-0.004614400229869168,-0.0004134171721659102,0.6261706464371043,0.7885690354653806,0.6165787022663769,0.01157272606157988,-0.014958919885170225,0.010672244048489704,0.5195051496294697,0.6103103697382201,0.43744178826451413,0.05403100107741149,0.018746948659371303,0.05335429709009028,0.46971427800092946,0.4778774700894598
heart_attack_analysis_prediction_dataset,303,13,2,0.5511551155115512,0.006321089990139329,0.0027910565160889247,0.0010368040456477522,0.5035953926518479,0.7004191925538109,0.5577557755775577,0.012233382279483363,0.010006436815758685,0.009841254392387788,0.5050379210106442,0.5098760398337048,0.8052805280528053,0.29086743892383604,0.3705823411684734,0.2891320028704439,0.6853539658601622,0.6927764615644283
heart_disease,297,13,5,0.5858585858585859,0.23280262738828192,0.3325169389941393,0.21324681458582254,0.6745154245154246,0.6032070058267099,0.5353535353535354,0.24183898205021984,0.29442613633246323,0.22312874923915804,0.6711939211939212,0.5544334296522595,0.37373737373737376,0.23295092892248664,0.12880769142918963,0.21736538304729092,0.64004914004914,0.3690616960831467
hepatitis,80,19,2,0.7625,0.03908231573028886,-0.08293671820297864,0.018293653906956153,0.6332278481012659,0.7712434791363832,0.7625,0.023121833298021168,0.09849672327420524,0.007736862754484603,0.6332278481012659,0.7439184332237206,0.725,0.20135235621210473,0.18569826228603717,0.1919258562295357,0.5962025316455696,0.6831275073073619
htru2,9999,8,2,0.9083908390839084,6.252352825363948e-05,-0.00017972838737327385,-0.00013689114358083422,0.8335495081814642,0.9129711100068573,0.9083908390839084,6.252352825363948e-05,-0.00017972838737327385,-0.00013689114358083422,0.8335495081814642,0.9129711100068573,0.9644964496449645,0.5768502856675154,0.71482126870846,0.5767701206656604,0.9315070534859047,0.9607479939775351
human_stress_detection,2001,3,3,0.7936031984007996,0.6992178246674109,0.5961913445545137,0.6989348230358478,0.8151254372813593,0.7395020528385534,0.8055972013993004,0.6489794319060868,0.569730278588372,0.648654615036874,0.8059495252373813,0.7175155865054348,0.8270864567716142,0.7237463217772689,0.6350037650507705,0.7234889863644928,0.8344097951024487,0.7619650837615508
image_segmentation,210,19,7,0.6238095238095238,0.6297202318036191,0.49731221213873206,0.6102771871763937,0.8650262018683071,0.5808060217782086,0.6047619047619047,0.6372082697437,0.4716060263730685,0.6194664817404103,0.8538619275461381,0.5635529349415014,0.5476190476190477,0.6169148465567061,0.4142904679200884,0.5949738761697211,0.818090681248576,0.5358138699293994
imdb,3250,700,2,0.5003076923076923,0.0006130485461909648,0.0,5.303035089662687e-15,0.49984629590169755,0.7067803823609633,0.5003076923076923,0.0006130485461909648,0.0,5.303035089662687e-15,0.49984629590169755,0.7067803823609633,0.6095384615384616,0.0358122676794963,0.04770691834651694,0.03559669763586372,0.5238508416790966,0.5280147612531186
insurance_company_benchmark,5822,85,2,0.9223634489866025,0.00046545911319699625,0.010357240782259546,-6.996082839098114e-05,0.856757162363187,0.9230765105731474,0.9223634489866025,0.00046545911319699625,0.010357240782259546,-6.996082839098114e-05,0.856757162363187,0.9230765105731474,0.6726210924081072,0.016129319595088787,0.03787473793261524,0.015933349880896012,0.5595204253118529,0.7138490615939116
ionosphere,351,34,2,0.6581196581196581,0.048096514117020775,0.027683341427877612,0.043869405532449945,0.5487179487179488,0.7302352998286173,0.6381766381766382,0.003775281315138902,-0.002504743833017078,-0.0017790868528560382,0.5368660968660969,0.7309150930880562,0.7150997150997151,0.13997303126406768,0.18254970338303672,0.1381358690461574,0.5913715913715913,0.6074710358348456
iris,150,4,3,0.8,0.6333128285088586,0.5761678749065375,0.6287037798804023,0.8120805369127517,0.716778797204159,0.5533333333333333,0.6186761030930029,0.43523234463529603,0.6131538917955094,0.7157046979865772,0.6770044436356113,0.8666666666666667,0.7004099176605741,0.676454462051257,0.6966514445101949,0.8568232662192393,0.7833832560793709
labeled_faces_in_the_wild,2200,5828,2,0.5004545454545455,0.0009042326716572164,0.0,1.357763767804147e-15,0.49977303733101824,0.7066245715873073,0.5004545454545455,0.0009042326716572164,0.0,1.357763767804147e-15,0.49977303733101824,0.7066245715873073,0.525,0.0018203368326836235,0.002049150530790067,0.0014919391899595351,0.5010231923601637,0.5024289676265842
letter_recognition,9992,16,26,0.17664131305044034,0.2877679317391717,0.0403715555474849,0.27947894707282916,0.6429722498847842,0.1815537960486586,0.18054443554843874,0.2816044127130197,0.02094734864940245,0.27212152181709864,0.42241121492930506,0.19225618074877276,0.26060848678943155,0.3646575972619061,0.127498500872921,0.35827260779442577,0.9273869100284732,0.16605077577084879
magic_gamma_telescope,9999,10,2,0.6481648164816481,0.00026656103419192475,-0.00018298756290265481,6.210354403922205e-05,0.5438600071249373,0.7373449679679155,0.6481648164816481,0.00026656103419192475,-0.00018298756290265481,6.210354403922205e-05,0.5438600071249373,0.7373449679679155,0.5747574757475747,0.005673137823895372,0.017585105587137995,0.005597454506545148,0.511128468317926,0.5436102277151456
mammographic_mass,830,5,2,0.7771084337349398,0.23500922032369465,0.3063202704455943,0.23434238329796475,0.6531602889240921,0.65288793047184,0.7831325301204819,0.25608721148483077,0.31983970462030287,0.25543557307054315,0.6599183222637232,0.6619290486906411,0.810843373493976,0.33913717863512854,0.38576405992374063,0.33855168523106366,0.6928771781940791,0.6994130398482613
mfeat-factors,2000,216,10,0.543,0.6508950306377655,0.4379364443674026,0.6476127052201679,0.8559494747373687,0.5416390831358912,0.5315,0.643679319977232,0.40550641645944324,0.6402520664961916,0.851528764382191,0.5072335381296214,0.7685,0.792440353312963,0.7027122718849952,0.7905496158059662,0.9433401700850426,0.7358829602825651
mfeat-fourier,2000,76,10,0.3045,0.32408052194417614,0.1355391010731943,0.3170313248995313,0.639856428214107,0.3407397200845693,0.2735,0.2977281599384962,0.10705771904574986,0.2895958848859123,0.6041980990495248,0.32148607293762177,0.565,0.5224752379775273,0.4075687960259362,0.5181405527351294,0.8894367183591796,0.469598602276923
mfeat-karhunen,2000,64,10,0.6275,0.6723165562397297,0.48239812046455505,0.6692553778819001,0.8798939469734868,0.5644604936426566,0.571,0.6447324303937297,0.4386184512135147,0.6413328860296753,0.870168584292146,0.5243425477589243,0.753,0.7228215056811246,0.6385640581751023,0.7203013294706518,0.9319824912456228,0.6773972516666515
mfeat-morphological,2000,6,10,0.6385,0.6843172075610008,0.5482127773887693,0.6814132874002138,0.9114287143571785,0.600190188196681,0.615,0.6818583682237227,0.5271366943236755,0.6789363058770508,0.9005882941470735,0.5897068044813149,0.6425,0.6568373764303087,0.5245353789941404,0.6536997478192913,0.9094587293646823,0.5761918936597099
micro-mass,360,1300,10,0.25,0.31331557602354276,0.05217398118560169,0.27385642239864333,0.38477251624883935,0.32397631494316426,0.25555555555555554,0.3226437259773265,0.051761513781976576,0.27777427106616803,0.40181058495821725,0.31839081942686753,0.5666666666666667,0.73855542968921,0.4856773122791846,0.7227484319205048,0.8934540389972145,0.5517603844787764
microbes,9995,24,10,0.20760380190095049,0.020810173194212397,0.00048061569027948515,0.01836613588363025,0.5531697207418999,0.2444143577695291,0.21880940470235116,0.022389202563613556,-0.0027955445790441647,0.019744761114213416,0.4919156996949545,0.26392302374108717,0.22111055527763882,0.1015260185622479,0.043812640832209024,0.09976160056814475,0.7778782927585466,0.17197153001116722
mnist64,1082,64,6,0.8096118299445472,0.8429460531661173,0.7314256493407378,0.8418241522536182,0.9155946862373273,0.7907441679442136,0.822550831792976,0.8378911770707165,0.7277859543603948,0.8367663775872971,0.9155810068379897,0.7855925493613257,0.9158964879852126,0.8279881175831884,0.8167439242347633,0.8268627291796854,0.9492323292084245,0.8471845526143785
mobile_price_classification,2000,20,4,0.26,0.0016233558973638112,-0.0005481008700941105,-0.00013990210718031298,0.5787998999499749,0.2918645902773422,0.2615,0.0012031638604932961,-0.0003879126103614349,-0.0005119865202954369,0.5957658829414707,0.27719697807139104,0.296,0.010866439202349327,0.006773986233508167,0.009237805945362453,0.6210310155077539,0.261489470458935
music_genre_classification,1000,26,10,0.241,0.16372058549045074,0.06355398408436345,0.14871163062406995,0.6126126126126126,0.26384831100601297,0.216,0.1553658997725181,0.05709067937248766,0.14023258628876956,0.6241361361361362,0.25154462740697486,0.342,0.30507894178240774,0.16736730912184622,0.2917527558585641,0.8378178178178178,0.25863693074287625
