dataset,n_samples,n_features,n_clusters,AHDPC_ACC,AHDPC_NMI,AHDPC_ARI,AHDPC_AMI,AHDPC_RI,AHDPC_FMI,HDPC_ACC,HDPC_NMI,HDPC_ARI,HDPC_AMI,HDPC_RI,HDPC_FMI,V9_ACC,V9_NMI,V9_ARI,V9_AMI,V9_RI,V9_FMI
olivetti_faces,400,4096,40,0.4925,0.7646773069949903,0.27961185739688715,0.6455748186288657,0.9286591478696742,0.3682491703328399,0.4675,0.7470937286010912,0.27288519043122444,0.62133009877028,0.9303508771929825,0.35582620928310127,0.6875,0.8387318398141962,0.5657374188755737,0.7319939735980097,0.9786842105263158,0.5796815264258355
optical_recognition_of_handwritten_digits,3823,64,10,0.5273345540151714,0.6316887400038527,0.4227840799446913,0.6297828865287052,0.8486093083081238,0.5318785340190726,0.521579911064609,0.6038831541512292,0.4050139716574533,0.6019075734736113,0.8432558560356476,0.5163350811324959,0.7444415380591158,0.7394175816433991,0.6027551123431034,0.7381824328497548,0.9226587594735273,0.6482099524308021
orbit_classification_for_prediction_nasa,1722,11,3,0.4645760743321719,0.007784811359457413,0.0063060849943758724,0.006291765214143944,0.4373824472037366,0.5256710433172582,0.49361207897793263,0.004392798448190415,0.0029359713612999465,0.0028582614888112484,0.4484623571229487,0.5423265521711645,0.46747967479674796,0.09569283245939576,0.01175996690793007,0.09432316024390522,0.44138438811133357,0.5299410917484166
paris_housing_classification,10000,17,2,0.7746,0.031975544923480946,0.1199419693516206,0.031864738285617325,0.650775397539754,0.7630197185705792,0.7888,0.03873850865639114,0.13791228238178319,0.038625681576958656,0.6667775577557756,0.7762168120400494,0.5015,0.00023132661733175387,-9.100910091009102e-05,0.00013808582732236936,0.49995449544954496,0.6240558435737459
parkinsons,195,22,2,0.5692307692307692,0.19264792725353524,-0.017055189582034502,0.18909679595019346,0.5070578905630452,0.5857476240793306,0.5743589743589743,0.19595522700690837,-0.01209472543873633,0.19243031455869336,0.508538197197991,0.5858460417977375,0.5743589743589743,0.11052582939992224,-0.0964872764606665,0.10596412068644241,0.508538197197991,0.6317877224970091
patient_treatment_classification,4412,10,2,0.5208522212148685,0.0018396526086373187,0.0014659678729078526,0.001674081531096489,0.500756474428369,0.5100613400767675,0.5206255666364461,0.001799332459088339,0.0014296297790087002,0.0016337568254584484,0.5007376679047457,0.5100345789820406,0.570716228467815,0.018955731892711155,0.019561990744719183,0.01879271026305582,0.5098904843717789,0.5201493321358888
pen_based_recognition_of_handwritten_digits,7494,16,10,0.5635174806511876,0.6799784367799243,0.49522468069720965,0.6790910762941773,0.8747923112723909,0.5874928291110438,0.5871363757672805,0.6849247222850069,0.4889419108513409,0.684078417640677,0.8760228165627836,0.5776933291233063,0.7284494262076328,0.6871235958536822,0.5497100858163735,0.6863790355490886,0.9161961358757365,0.5967926766518372
ph_recognition,653,3,15,0.5987748851454824,0.6239828503056914,0.40542443043406784,0.5986108319740958,0.921020490609645,0.44929224948924157,0.6171516079632465,0.6211321692142616,0.4269006716917635,0.5958272654769378,0.9262488373622451,0.4670890282700248,0.5666156202143952,0.6190503659124016,0.41642958564163757,0.5937364221320077,0.9207950093480773,0.46128437106659564
pima_indians_diabetes_database,768,8,2,0.6432291666666666,0.0030181172992366054,0.014542544445104395,0.0015481845803825922,0.540430790960452,0.6949400553909654,0.5807291666666666,0.0004514132089764328,0.005202442502176444,-0.0006148530509877644,0.5123995002172969,0.5785104428886019,0.6770833333333334,0.11726324671739728,0.12422308053410851,0.11640199718020809,0.5621468926553672,0.5817246084879172
pistachio,2148,28,2,0.5754189944134078,0.0031527064322950608,0.009151350379460466,0.002694960683575451,0.5111484649231226,0.6478341366230023,0.5754189944134078,0.004568331513321941,0.0012950345568737754,0.003755470675869127,0.5111484649231226,0.7136725199905734,0.7742085661080075,0.23976393899458812,0.3004415311967916,0.2395063394202158,0.6502178345948918,0.6538539125079506
planning_relax,182,12,2,0.5,8.422913112661683e-05,-0.004617859841998109,-0.0042358750436094095,0.4972375690607735,0.5394431240678076,0.6153846153846154,0.0001281517100250979,0.001004096843853286,-0.004746299019004918,0.5240118997025074,0.6105015921549992,0.5054945054945055,0.0005998532144931707,-0.004605721298703089,-0.0037190773995124165,0.4972982818286686,0.5396148231696513
poker-hand,10000,10,2,0.5389,1.1654796469370274e-06,4.828415407096421e-05,-0.00011315832435203734,0.5029767176717672,0.6778589293798292,0.5363,4.901697436083578e-06,0.00014190799206567167,-9.8215590859069e-05,0.5025856385638564,0.6547941916858377,0.5044,6.597519426947833e-05,-2.2351447217490234e-05,-6.362406621715872e-06,0.49998871887188717,0.501768223341016
predicting_pulsar_star,9273,8,2,0.9082281893669794,6.744480716506771e-05,-0.0001937474327248044,-0.0001475380014937636,0.8332825303815143,0.9128234282000955,0.9082281893669794,6.744480716506771e-05,-0.0001937474327248044,-0.0001475380014937636,0.8332825303815143,0.9128234282000955,0.9687264100075488,0.6067605809107445,0.757626875861872,0.6066835636428934,0.9394023600297262,0.9648103321415981
pumpkin_seeds,2500,12,2,0.6064,0.08552691207900312,0.04445542300067339,0.08521532297679661,0.5224509003601441,0.6084998423551499,0.5204,0.0008440416367855871,6.666653846178501e-05,4.790742193328186e-05,0.5006325730292117,0.7072715558929891,0.7908,0.2617559167507776,0.3379815331988093,0.26154136384239823,0.6689968787515006,0.6717352677085121
raisin,900,7,2,0.7322222222222222,0.27710259672387344,0.21505769359678106,0.2764594409175536,0.6074181188975405,0.6556355039674746,0.7033333333333334,0.25133545774017835,0.16475646826336948,0.25064544964875757,0.5822246941045606,0.6479031016052605,0.7811111111111111,0.3455601269905991,0.3154555657851979,0.34500044169347893,0.6576665430725498,0.6849147391514367
reuters,6576,4096,3,0.43202554744525545,0.0009520474561002227,7.27226325784506e-05,0.0002975722516702977,0.35150796073751306,0.5923817196736003,0.4318734793187348,0.0006353639220623599,4.832076117608143e-05,2.870829952227322e-05,0.3514016633824577,0.5924584714419877,0.5311739659367397,0.30612603597133925,0.21153681325283116,0.30591922808001454,0.6234838056118343,0.5169231234629741
rice_dataset_cammeo_and_osmancik,3810,7,2,0.9154855643044619,0.5801389283312455,0.6901915313154557,0.5800576548012045,0.8452158825381797,0.8496262065220037,0.5577427821522309,0.018899317600898,-0.006414663051369795,0.018557420443813095,0.5065389404428936,0.7015031335150617,0.9152230971128609,0.5761394720945737,0.6893960890221822,0.5760577939743095,0.8447797005159076,0.848281496069948
rice_seed_gonen_jasmine,9999,10,2,0.9863986398639863,0.8992399079634945,0.94632252493997,0.8992325770398631,0.9731645899136823,0.9734651102885178,0.9845984598459846,0.8903572318247087,0.9393283760711894,0.8903492510772936,0.9696683010969631,0.9700270165495132,0.9802980298029803,0.8729373943304752,0.922724012188854,0.8729281337705889,0.9613685313320289,0.9618957571274032
rmftsa_sleepdata,1024,2,4,0.3818359375,0.04291715562889994,0.03825152941552062,0.03965922315366647,0.606343169599218,0.31397789513942265,0.33984375,0.0400004214260327,0.014347599545560249,0.036389168582505696,0.5435606060606061,0.3579424319213294,0.3564453125,0.03138369811029998,0.03654617314506498,0.028124472923435513,0.610341061827957,0.3067585244623142
satellite_image,6435,36,6,0.6595182595182595,0.5525752569757062,0.4734658010054118,0.5520744224460055,0.8074326875072911,0.6052406570755784,0.586013986013986,0.42466020199063,0.357915847635344,0.42389467180687307,0.7691304861339054,0.5102650454558187,0.6756798756798756,0.6276777008722468,0.535768487038105,0.6272603325191403,0.8606379908213915,0.621345161287387
secom,1567,590,2,0.9310784939374601,0.001679833720303613,0.010195647544705793,-0.0006432344405673096,0.8715753801465572,0.9330751712070702,0.9298021697511167,0.004422245015085639,0.02191142826019198,0.0019229196681700166,0.8693764512482467,0.9315606736731681,0.5130823229100191,0.005886630950918501,-0.0033979752927262353,0.0052040852740064016,0.5000232281221653,0.6620455413103276
seeds,210,7,3,0.8904761904761904,0.6574726824121289,0.7043089982672142,0.6544243914120519,0.8686261107313739,0.8028221451808785,0.8857142857142857,0.6505894220016187,0.6944889294609727,0.6474871350056699,0.8645705172020961,0.7958026648183613,0.9095238095238095,0.7088278911704359,0.7504797925423856,0.7062471051106871,0.889587605377079,0.8329314523186068
seismic_bumps,646,24,2,0.6594427244582043,0.0036094428785427898,-0.018883409797821136,0.0017788346881783528,0.5501475988192095,0.7054389253686808,0.6594427244582043,0.0036094428785427898,-0.018883409797821136,0.0017788346881783528,0.5501475988192095,0.7054389253686808,0.5712074303405573,0.033447067129898624,0.016781578295584614,0.03182593249685794,0.5093815249478004,0.6688492597342891
sentiment_labeld_sentences,2748,200,2,0.5043668122270742,7.946917106399071e-08,-8.370954616080022e-07,-0.0007221433202094376,0.49985613523605743,0.7064901901716059,0.5040029112081513,0.0007155484369270184,-1.2602637966690945e-05,-9.058404875748657e-06,0.4998500415167744,0.7067432601819901,0.5738719068413392,0.01745911790178962,0.021498738554136983,0.017191671036016314,0.5107360735994116,0.5332810244293528
shuttle,10000,9,2,0.9232,0.49099184375289995,0.5890808201335708,0.4909229522588503,0.858182298229823,0.912039702089413,0.8629,0.17585218047677945,0.34776171019445895,0.1757482253616066,0.7633691569156915,0.8463248916286414,0.7252,0.0499460355896058,0.12872072352935887,0.049854760646861646,0.6013902190219022,0.7016627835326238
siberian_weather_stats,1407,11,7,0.31627576403695806,0.054445350321056955,0.010013066491782992,0.04690763439870628,0.603375117907718,0.2809265189369515,0.31840796019900497,0.06279865609864033,0.014163183705926828,0.054461347547399376,0.6053900382258591,0.28365208286848925,0.2658137882018479,0.08758360754537281,0.01937173412999836,0.0802877684374895,0.6643464247549087,0.2313428715045704
skillcraft1_master_table_dataset,3303,18,6,0.2482591583409022,0.01511188546249164,0.00637310839203701,0.011760232355719446,0.23206570463538,0.4373209643299658,0.246745382985165,0.004448161927184386,-0.00025273437365316983,0.0007709225529958696,0.2019313976446719,0.44064669571041876,0.3260672116257947,0.15799960779657343,0.08479856390099984,0.15613676204489332,0.7200571842164668,0.25710496355585055
smoker_condition,1012,7,2,0.9920948616600791,0.9315503208446605,0.9685425901753804,0.9314998331515725,0.9842991911112153,0.984933690983099,0.9920948616600791,0.9315503208446605,0.9685425901753804,0.9314998331515725,0.9842991911112153,0.984933690983099,0.9822134387351779,0.8721814880225962,0.9299489080728276,0.8720874894881324,0.9650250407572043,0.9663189148732869
sms_spam_collection,835,500,2,0.8718562874251496,0.05639624939567758,0.06370225628171049,0.0533891599012151,0.7762862763681271,0.8795401473180071,0.8646706586826347,0.0008556506165829069,-0.0020130775319902442,-0.0014916797125371067,0.7656887663521877,0.8747181319422161,0.9736526946107784,0.7175714636176144,0.8521414155299896,0.717122888122561,0.9486322319389997,0.9669812673618667
spambase,4601,57,2,0.6057378830688981,0.00032381204444203646,-0.00015200992432647353,-0.00010966866284226695,0.52225716526653,0.7225299569356163,0.6057378830688981,0.00032381204444203646,-0.00015200992432647353,-0.00010966866284226695,0.52225716526653,0.7225299569356163,0.8824168658987177,0.4673405825783617,0.584257522168847,0.4672545721460136,0.7924402067603451,0.8002637023310097
spectf_heart,80,44,2,0.5875,0.02925680930048149,0.020465428614826243,0.0195387441761098,0.5091772151898735,0.5469970186167014,0.525,0.0018289908837027088,-0.010158953980258942,-0.007465495435122031,0.49493670886075947,0.491077820192316,0.6875,0.25821680907612976,0.1339445883994419,0.249941846940705,0.564873417721519,0.6418452484879147
statlog_german_credit,1000,24,2,0.692,4.8880232063763076e-05,0.0013516185399851989,-0.0013940148409528094,0.5733013013013013,0.7451119449241689,0.674,0.009636010165567371,0.04496615513004775,0.008669399868157079,0.5601121121121121,0.6739635209750712,0.57,0.0017752976890438954,0.009380230992776068,0.0009895031891362992,0.5093093093093093,0.5580626083131535
statlog_image_segmentation,2310,19,7,0.5233766233766234,0.5338820072281871,0.3849179876216555,0.5317670381806693,0.8097825373702376,0.508790559743982,0.5965367965367966,0.6503758213679044,0.5150225850920673,0.6489043430395268,0.8656598778729572,0.5994042097033863,0.587012987012987,0.6037354733238086,0.47150958604538595,0.6020359235489691,0.8543890929339175,0.5617607935589493
steel-plates-fault,1941,33,2,0.5054095826893354,0.11517238059977418,-0.043954750528472246,0.11475499877662912,0.49980082537962683,0.6120307554523204,0.506439979392066,0.12118703568702882,-0.044184934064894016,0.12077185370798453,0.4998252574663926,0.6125632710988895,0.5110767645543535,0.10280454872614089,-0.039868770238855426,0.10238964779494865,0.49998778395661714,0.6053690760039323
street_view_house_numbers,732,1024,10,0.19672131147540983,0.025595440094646708,0.0012893318776964942,0.0019715939119099896,0.1333826706435529,0.3342184860505607,0.1953551912568306,0.0269872569090422,0.000625144955978444,0.0022744934573486805,0.13488895367525586,0.3328914526693838,0.15027322404371585,0.03489981066959358,-7.855197509126462e-05,0.008926376441417085,0.7951641960634807,0.11572175795722832
student_grade,395,29,2,0.5848101265822785,2.3266762940479948e-05,-0.00026568624815010073,-0.0020959551725462868,0.51315299106856,0.5857654105358278,0.660759493670886,0.0001347370300812921,-0.0023764981080455438,-0.0035244065399779394,0.5505493799396003,0.7270804094562953,0.7189873417721518,0.1095904750163858,0.18232231310699992,0.10782416359892835,0.5948853048898027,0.6308000184523466
synthetic_control,600,60,6,0.605,0.7413615561644248,0.571280498991768,0.737866781700092,0.8552643294379522,0.6737847095422639,0.5833333333333334,0.6377500591176243,0.4610007381140143,0.6329021597738663,0.807590428491931,0.5957766243502666,0.5683333333333334,0.778408241616416,0.603087034747332,0.775488771813418,0.8667223149693934,0.6986781760430419
tamilnadu-electricity,10000,2,20,0.0741,0.00665626090722721,-6.688676283523847e-05,-0.0002335154958002194,0.8209794379437944,0.0874082527544755,0.0728,0.007535624324850071,0.00030519963831486475,3.1624234683724386e-05,0.6514188218821882,0.1349780076523472,0.0654,0.006095353253188147,-7.607746029211398e-05,-4.321322900786087e-05,0.9002130813081308,0.05253842530298038
tr45.wc,676,8261,9,0.2455621301775148,0.03114747046940771,0.0021291737839421493,0.006371667462413248,0.16718387026079334,0.3769026946481484,0.23964497041420119,0.031398440675979154,-0.0022826955961883035,0.004298912027866429,0.17175980714442252,0.3697543948101766,0.2485207100591716,0.11990900176247256,0.006901925826892472,0.09586428487187718,0.509002849002849,0.2730867959262792
turkish_music_emotion,400,50,4,0.29,0.059053612892071485,0.004992912626546752,0.04640349355716869,0.32974937343358396,0.4614631886423532,0.2725,0.0295284305111736,0.0008252564004788132,0.014276848843507101,0.29021303258145364,0.4777692143747747,0.5875,0.3376203890814502,0.29954209030772444,0.3321212300383271,0.7367794486215539,0.47520331470788774
user_knowledge_modeling,258,5,4,0.5155038759689923,0.1857886115884671,0.12217556033940538,0.17289387376838403,0.6134286489910415,0.4048058428346528,0.437984496124031,0.1583489021499056,0.14470704625618194,0.1446708339628504,0.6130063644315749,0.43151395792733016,0.49224806201550386,0.17595163404364933,0.13746572289355147,0.16448438080770533,0.6498054474708171,0.38173420800365343
vehicle,846,18,4,0.34988179669030733,0.1212758975457592,0.05809380962910768,0.11673052470979836,0.5160966329542435,0.4038540458977318,0.32387706855791965,0.09438400631040178,0.017681779546398935,0.08938357043375803,0.40176535593884205,0.43577666286101296,0.3747044917257683,0.09272457878993193,0.06575515225625984,0.08919842994288274,0.6479947403024326,0.30096810206208024
wall-robot-navigation,5456,24,4,0.37298387096774194,0.10114096412783488,0.03567318125394876,0.10053109708553028,0.5758200929492435,0.35011691067682765,0.4180718475073314,0.10306947330059933,0.04738034342003776,0.1024185985501137,0.5571447675059337,0.3939775712331952,0.42576979472140764,0.10280329548342415,0.05514688746085269,0.10219675016066324,0.5858808136956329,0.3608801633102501
water_quality,2011,9,2,0.5987071108901044,0.002615242197962473,0.006031601931154532,0.0019958915375057167,0.5192471258822744,0.7009715449472927,0.5967180507210343,0.0022907897839185556,0.007201129625196321,0.0017184844070803518,0.5184693142937723,0.6877098811779281,0.5002486325211337,0.00019587772609613063,-0.0007159218610042897,-0.0001689672550704166,0.4997513674788662,0.5103041535988881
weather,365,192,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
website_phishing,1353,9,3,0.5218033998521804,0.030656351292573804,0.03662429855589922,0.02909788224984593,0.5276899460764376,0.4504671003733933,0.5365853658536586,0.0754330578910177,0.06528868696056148,0.07389750099480287,0.534721219993265,0.49509851359877793,0.7058388765705839,0.24796510475616942,0.33494908429785264,0.24676748081477104,0.6752078440633787,0.6156076160023912
wine,178,13,3,0.6685393258426966,0.5581221369342073,0.42652466491789875,0.5526540737059151,0.7158636450199962,0.6659985291936977,0.6629213483146067,0.5646216902256501,0.4411650673060882,0.5594791551662517,0.72741699993652,0.6674691200294166,0.9719101123595506,0.8844141140654393,0.9121705074831796,0.8831879861735377,0.960769377261474,0.9417487765865837
wine_customer,178,13,3,0.6685393258426966,0.5581221369342073,0.42652466491789875,0.5526540737059151,0.7158636450199962,0.6659985291936977,0.6629213483146067,0.5646216902256501,0.4411650673060882,0.5594791551662517,0.72741699993652,0.6674691200294166,0.9719101123595506,0.8844141140654393,0.9121705074831796,0.8831879861735377,0.960769377261474,0.9417487765865837
wine_quality,4873,11,5,0.4159655243176688,0.045859111033613606,0.0319515638720103,0.044631348639840085,0.568515667410351,0.3562758650282608,0.4046788426020932,0.0424693035654889,0.02661315356619552,0.04129114366893502,0.5658645018612326,0.3531108419262811,0.3617894520829058,0.06182715519339311,0.04211980833953904,0.06067778582463192,0.6056757064579903,0.3132386845301114
wireless_indoor_localization,2000,7,4,0.6115,0.571491760728193,0.38500001808091827,0.5706644371791525,0.7012731365682842,0.6156218667625508,0.6505,0.5703669297529524,0.4237898032129383,0.569480474768324,0.7326133066533267,0.627693721249219,0.9075,0.785043965729852,0.7688149101483902,0.7846915914788762,0.9123686843421711,0.8276541901538437
world12d,150,12,5,0.88,0.7971735822766207,0.7922893620020032,0.7892411229818282,0.9210738255033557,0.8476003174567914,0.8733333333333333,0.7930556333694183,0.789554101290147,0.7845652709279659,0.9205369127516778,0.8446046242446122,0.74,0.7252855062405913,0.6827111982182704,0.7141209108637636,0.8811633109619686,0.7629531940291439
wos,9997,4096,7,0.3107932379713914,0.001598778034444039,0.00018857127205865862,0.00032739895415580885,0.18120784374568072,0.4243349083550128,0.3107932379713914,0.001372440898120843,0.0001660325435038289,0.0001760933256920835,0.18106152133755374,0.42435561427646895,0.48694608382514754,0.36111742645985034,0.24684539905424827,0.3605031911998816,0.792190378201896,0.37159097259387164
yeast,1459,8,8,0.32213845099383137,0.041236292409224565,0.012646170783743638,0.02837317471783331,0.2741801278851009,0.4741514078941328,0.31665524331734063,0.015052856481071335,-0.0034935552349803227,0.002133212980229584,0.24152909287324031,0.47077386827308443,0.4276901987662783,0.2893788998352042,0.18114573068569742,0.2823229227077513,0.7346962376282307,0.34673330627866156
zoo,101,16,7,0.5643564356435643,0.6861765961880737,0.40815546670328245,0.6451310841380545,0.813069306930693,0.5291692505072059,0.7029702970297029,0.8066796766744322,0.6337745083458113,0.781148066848301,0.8831683168316832,0.7155904496567796,0.8415841584158416,0.8297274758140779,0.7932961769323913,0.8070436538329154,0.9306930693069307,0.8407966537247373
