epoch,train_loss_before_step,exact_budget,effective_changed_coordinate_rate,support_change_rate,value_change_rate,total_absolute_change
1,1.0002670422051745,True,0.09043517962573802,0.0,0.09043517962573802,369221.0711506009
2,0.9806823976390846,True,0.09043517962573802,0.0,0.09043517962573802,365290.0327217281
3,0.9477975272588349,True,0.09043517962573802,0.0,0.09043517962573802,367388.9511536658
4,0.9103011527565356,True,0.09043517962573802,0.0,0.09043517962573802,364603.66880583763
5,0.8826367755820417,True,0.09043517962573802,0.0,0.09043517962573802,366908.37274709344
6,0.8620280749528458,True,0.09043517962573802,0.0,0.09043517962573802,367269.67041790485
7,0.8454358764182909,True,0.09043517962573802,0.0,0.09043517962573802,366317.9825039804
8,0.8324614528551314,True,0.09043517962573802,0.0,0.09043517962573802,364335.2661316991
9,0.8222236653401617,True,0.09043517962573802,0.0,0.09043517962573802,369798.98751199245
10,0.8145455581330924,True,0.09043517962573802,0.0,0.09043517962573802,370051.30099356174
11,0.8079079251013562,True,0.09043517962573802,0.0,0.09043517962573802,368413.5094794035
12,0.8028129023569406,True,0.09043517962573802,0.0,0.09043517962573802,370025.89983356
13,0.7979456385632815,True,0.09043517962573802,0.0,0.09043517962573802,367492.6527592838
14,0.7941948979642672,True,0.09043517962573802,0.0,0.09043517962573802,364033.93227398396
15,0.7909795656512476,True,0.09043517962573802,0.0,0.09043517962573802,370269.9840284288
16,0.78874686690502,True,0.09043517962573802,0.0,0.09043517962573802,367918.68792539835
17,0.7874304424961277,True,0.09043517962573802,0.0,0.09043517962573802,366553.34510535
18,0.786196562378516,True,0.09043517962573802,0.0,0.09043517962573802,368736.42530068755
19,0.784632669141268,True,0.09043517962573802,0.0,0.09043517962573802,367384.8062284589
20,0.7835416929041624,True,0.09043517962573802,0.0,0.09043517962573802,366461.4053719938
21,0.7832379272532132,True,0.09043517962573802,0.0,0.09043517962573802,367076.9526774585
22,0.7816314417941547,True,0.09043517962573802,0.0,0.09043517962573802,366129.9603834748
23,0.7816368758493533,True,0.09043517962573802,0.0,0.09043517962573802,365508.1748262048
24,0.7800890791586756,True,0.09043517962573802,0.0,0.09043517962573802,367064.91924244165
25,0.7799293677405792,True,0.09043517962573802,0.0,0.09043517962573802,367222.7313529849
26,0.7795063861733643,True,0.09043517962573802,0.0,0.09043517962573802,369483.2090089321
27,0.778733436402575,True,0.09043517962573802,0.0,0.09043517962573802,369305.07898688316
28,0.7779023438784545,True,0.09043517962573802,0.0,0.09043517962573802,366253.5124768615
29,0.7777329058925346,True,0.09043517962573802,0.0,0.09043517962573802,369339.2239410281
30,0.776716365949487,True,0.09043517962573802,0.0,0.09043517962573802,366578.2928610444
