ACC_mean,ACC_std,ARI_mean,ARI_std,NMI_mean,NMI_std,dataset_id,n_seeds,parameterization
0.8590163934426229,0.018691400411461265,0.4983834997523303,0.05362124046746128,0.3682326089045421,0.04151485355115482,echocardiogram,5,topology
0.782262996941896,0.04267123604295199,0.6887957655238863,0.03492997493292051,0.6483297286596658,0.022037398880496523,ecoli,5,topology
0.949034903490349,0.016787178412518203,0.8074120726341782,0.05946032514810572,0.7579617381780034,0.05548546471622472,enron,5,topology
0.2562782608695652,0.003153537935761561,0.02876132290385423,0.0019644874841741084,0.1255639292989853,0.004779816842868055,epileptic_seizure_recognition,5,topology
0.5949843260188088,0.06164479362419127,0.23253023982930582,0.01853070141441705,0.4623804457013615,0.04324506529512603,extyaleb,5,topology
0.20920237950710208,0.020037707697275708,0.011954798748706896,0.007360720334429671,0.037795169740137795,0.024889544841861126,fabert,5,topology
0.5392666666666667,0.022814956108268572,0.3761466843418618,0.021650120814199182,0.5415353859167189,0.016085486897560057,fashion_mnist,5,topology
0.49326047358834246,0.027497164232504537,0.27864735779147876,0.022921306168816546,0.4321540476796528,0.015268713436758728,fbis.wc,5,topology
0.5541862652869238,0.06954386739874119,0.09617331362339218,0.04618189415850584,0.14919224429402464,0.020739651297489108,fetal_health_classification,5,topology
0.2525988885256619,0.0013850094909653513,0.02664604836943605,0.00356109588343964,0.054843396299382084,0.0015406007903252183,first-order-theorem-proving,5,topology
0.576730190571715,0.01901753783937669,0.3201074264009188,0.016371362854209152,0.45828714195495596,0.015389465735820007,flickr_material_database,5,topology
0.5750375037503751,0.010431383497129954,0.012033853529746796,0.008702468866373155,0.07680586887500573,0.0055086518750413925,fraud_detection_bank,5,topology
0.41437999999999997,0.013877211535463464,0.10648837916535922,0.008156084081445478,0.26288089994953995,0.0330931679323859,gas-drift,5,topology
0.4934832756632064,0.016470854775740618,0.31525305526315706,0.023007099261545132,0.4400563808871545,0.01732959159082309,gina_prior2,5,topology
0.45514018691588787,0.005327922547192234,0.19804749524594933,0.011505820338492838,0.36454994684412373,0.021095427738683035,glass_identification,5,topology
0.6538775510204082,0.04351189728382986,0.48181208505902234,0.06471710401996787,0.6169563577303414,0.04308986626291782,har,5,topology
0.5183006535947712,0.007870323254112632,-0.0034839594906057045,0.005134873714065849,0.0027704631918321243,0.003364724339655325,harbermans_survival,5,topology
0.5505122632722756,0.026510851152681852,0.030918370454280093,0.016778535666456006,0.020154106759039583,0.00977778039919284,hate_speech,5,topology
0.7973597359735974,0.01771142952475083,0.3524648547907787,0.04197293769398373,0.27443384383430525,0.0369924893056937,heart_attack_analysis_prediction_dataset,5,topology
0.39326599326599326,0.022257904216886736,0.15934494831595966,0.028257848095034316,0.24572391691376896,0.007357571529986918,heart_disease,5,topology
0.7550000000000001,0.014252192813739213,0.2246572431787576,0.029234496572557948,0.17788665812531987,0.04159955232726312,hepatitis,5,topology
0.8700493100733435,0.013649010081827938,0.8598463690023761,0.008193499240535546,0.8899798050829462,0.010773342518560516,hrvatin,5,topology
0.9023102310231023,0.028977490067104993,0.49881953255950223,0.08175613791608535,0.3376244178671101,0.0507459227183915,htru2,5,topology
0.8066966516741629,0.020038048214407352,0.6033820215396586,0.028103470495711907,0.6952181818944712,0.02537975861880176,human_stress_detection,5,topology
0.5838095238095238,0.026641144248951164,0.45842403951901056,0.026004984023550056,0.6271652810911776,0.026836513895652885,image_segmentation,5,topology
0.5432615384615385,0.010755155637231143,0.007563677989797351,0.00407119842095943,0.00600264252523674,0.0030694339007864132,imdb,5,topology
