epoch,train_loss_before_step,exact_budget,effective_changed_coordinate_rate,support_change_rate,value_change_rate,total_absolute_change
1,1.002282729432112,True,0.07884791740622411,0.0,0.07884791740622411,6081005.966128111
2,0.9885050701454622,True,0.07884791740622411,0.0,0.07884791740622411,6125505.318223238
3,0.9690805899787973,True,0.07884791740622411,0.0,0.07884791740622411,6167104.023389816
4,0.9405279346026411,True,0.07884791740622411,0.0,0.07884791740622411,6280043.049222589
5,0.9115227161251064,True,0.07884791740622411,0.0,0.07884791740622411,6152307.191755176
6,0.8905539960215718,True,0.07884791740622411,0.0,0.07884791740622411,6349271.034025788
7,0.8718065058475499,True,0.07884791740622411,0.0,0.07884791740622411,6110397.818342924
8,0.8559861011567758,True,0.07884791740622411,0.0,0.07884791740622411,6070621.823232651
9,0.8436370861063397,True,0.07884791740622411,0.0,0.07884791740622411,6253827.387414813
10,0.8320869033244387,True,0.07884791740622411,0.0,0.07884791740622411,6168627.569038749
11,0.8233024866083588,True,0.07884791740622411,0.0,0.07884791740622411,6310437.314703107
12,0.8157441286825736,True,0.07884791740622411,0.0,0.07884791740622411,6273454.814101696
13,0.8086211833639577,True,0.07884791740622411,0.0,0.07884791740622411,6239214.304943562
14,0.8036615949398723,True,0.07884791740622411,0.0,0.07884791740622411,6170391.797290683
15,0.7980990356248506,True,0.07884791740622411,0.0,0.07884791740622411,6123717.708720565
16,0.7933486907133166,True,0.07884791740622411,0.0,0.07884791740622411,6252276.590307593
17,0.7890623688147683,True,0.07884791740622411,0.0,0.07884791740622411,6142947.296113968
18,0.7874576375196988,True,0.07884791740622411,0.0,0.07884791740622411,6198890.189185262
19,0.7838530158054305,True,0.07884791740622411,0.0,0.07884791740622411,6154326.363241613
20,0.7828105102204921,True,0.07884791740622411,0.0,0.07884791740622411,6214557.660808921
21,0.7805847546896586,True,0.07884791740622411,0.0,0.07884791740622411,6230912.157749891
22,0.7790682008458008,True,0.07884791740622411,0.0,0.07884791740622411,6242860.446252227
23,0.7769764811029773,True,0.07884791740622411,0.0,0.07884791740622411,6255721.3474600315
24,0.7752596486772875,True,0.07884791740622411,0.0,0.07884791740622411,6056109.135041356
25,0.7735371126985849,True,0.07884791740622411,0.0,0.07884791740622411,6211745.020948172
26,0.7720245471749415,True,0.07884791740622411,0.0,0.07884791740622411,6163181.521726251
27,0.7701060403706604,True,0.07884791740622411,0.0,0.07884791740622411,6137755.098256469
28,0.7676918493574321,True,0.07884791740622411,0.0,0.07884791740622411,6132704.983365297
29,0.7671288220420587,True,0.07884791740622411,0.0,0.07884791740622411,6246386.42954278
30,0.7655768410480456,True,0.07884791740622411,0.0,0.07884791740622411,6193940.921253443
