dataset,seed,I_full_ARI,S_full_ARI,I_1step_ARI,S_1step_ARI
Mouse_retina,123,0.051060595991963886,-0.09794672482808442,-0.002545242454699892,-0.0012267670807170061
Mouse_retina,42,0.0017799236502324955,-0.08900645492728687,0.0012967891864401615,0.0
Mouse_retina,7,0.030826981470286063,-0.01414569216754924,0.0004363241650816585,-0.002189525112187618
cnae9,123,0.0016174437526035867,0.007298956242251409,0.002181290055679297,-0.0012412252387962175
cnae9,42,-0.0009266128509257676,0.008599489989632836,0.0021468404212631187,0.0062936771230718835
cnae9,7,0.005479090284350341,0.00213281373104679,-6.9232988645362425e-06,0.004803637137124062
sms_spam_collection,123,0.059796128790196634,-0.007472584057832188,0.0,0.0
sms_spam_collection,42,0.08134217324356854,0.06596123562584277,0.0,0.0
sms_spam_collection,7,0.06661471954669321,-0.05682946981511161,0.0,0.0
