epoch,train_loss_before_step,exact_budget,effective_changed_coordinate_rate,support_change_rate,value_change_rate,total_absolute_change
1,1.0031170397425977,True,0.2693497814894636,0.0,0.2693497814894636,141356.82832620293
2,0.9920107884425313,True,0.2693497814894636,0.0,0.2693497814894636,141555.4704509601
3,0.9791573274638005,True,0.2693497814894636,0.0,0.2693497814894636,141238.69376681
4,0.9606077038465332,True,0.2693497814894636,0.0,0.2693497814894636,140372.1312366575
5,0.941184953939869,True,0.2693497814894636,0.0,0.2693497814894636,140520.66542927176
6,0.924051273599895,True,0.2693497814894636,0.0,0.2693497814894636,140793.65917300433
7,0.9111229966883458,True,0.2693497814894636,0.0,0.2693497814894636,140615.155239366
8,0.8991816331600321,True,0.2693497814894636,0.0,0.2693497814894636,140801.1742073074
9,0.889089135602973,True,0.2693497814894636,0.0,0.2693497814894636,140867.3210235834
10,0.8789062166579382,True,0.2693497814894636,0.0,0.2693497814894636,140607.26193549484
11,0.8702115249816486,True,0.2693497814894636,0.0,0.2693497814894636,141055.95684657246
12,0.8629596660420356,True,0.2693497814894636,0.0,0.2693497814894636,140874.05095000565
13,0.8575667663552295,True,0.2693497814894636,0.0,0.2693497814894636,140515.22985286266
14,0.8520371765469226,True,0.2693497814894636,0.0,0.2693497814894636,140933.28130312264
15,0.845604344802798,True,0.2693497814894636,0.0,0.2693497814894636,140066.70311116427
16,0.8416957181532264,True,0.2693497814894636,0.0,0.2693497814894636,139532.07232890278
17,0.8377961662537293,True,0.2693497814894636,0.0,0.2693497814894636,140119.9223998636
18,0.8341525306646851,True,0.2693497814894636,0.0,0.2693497814894636,139810.41505883634
19,0.8311458860320606,True,0.2693497814894636,0.0,0.2693497814894636,141401.64122378826
20,0.8269641851556713,True,0.2693497814894636,0.0,0.2693497814894636,139951.91788018495
21,0.8248037442393686,True,0.2693497814894636,0.0,0.2693497814894636,140343.3070916608
22,0.822809682038552,True,0.2693497814894636,0.0,0.2693497814894636,141178.0966598317
23,0.8199207721085384,True,0.2693497814894636,0.0,0.2693497814894636,140719.42062060535
24,0.8184075015258059,True,0.2693497814894636,0.0,0.2693497814894636,140707.6784394458
25,0.816836576123804,True,0.2693497814894636,0.0,0.2693497814894636,141066.59848230332
26,0.8142720894795268,True,0.2693497814894636,0.0,0.2693497814894636,140915.42018855363
27,0.8113313673556536,True,0.2693497814894636,0.0,0.2693497814894636,140064.43318834156
28,0.8109702081972612,True,0.2693497814894636,0.0,0.2693497814894636,140422.77165047824
29,0.8093693779346129,True,0.2693497814894636,0.0,0.2693497814894636,140596.7722214982
30,0.8065110639137326,True,0.2693497814894636,0.0,0.2693497814894636,140698.56726278365
