dataset,method,required_seeds,completed_seeds,n_seeds,status,ARI_mean,ARI_std,NMI_mean,NMI_std,ACC_mean,ACC_std,labels_used_during_fit,evaluation_protocol,failure_count,failure_types,source_root
Pollen,ToPoGate V0,5,"42,123,7,2025,3407",5,completed,0.959405042505011,0.0036923281991968816,0.9574901036968312,0.005888586155921071,0.9388704318936878,0.002971518906976484,false,oracle-K downstream clustering; labels read after fit_predict,0,,ToPoGate five-seed summary
Pollen,scMAE,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Pollen,scVI,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Pollen,scDCC,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Pollen,scDeepCluster,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Pollen,scRCL,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Pollen,scCDCG,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Pollen,scNAME,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Pollen,PCA+KMeans,5,"42,123,7,2025,3407",5,completed,0.6854476990,0.0853194093,0.8326915853,0.0534231374,0.7714285714,0.0617707955,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Pollen,ZEUS,5,"42,123,7,2025,3407",5,completed,0.7764338789,0.0351966478,0.8879222940,0.0132247124,0.8099667774,0.0327541729,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Pollen,TableDC,5,"42,123,7,2025,3407",5,completed,0.1580639730,0.0534901738,0.3214056932,0.0545403295,0.3588039867,0.0369951120,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Pollen,IDC,5,"42,123,7,2025,3407",5,completed,0.1414748641,0.0488578465,0.4659346086,0.0717197463,0.3388704319,0.0534667008,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Pollen,GCEALS,5,"42,123,7,2025,3407",5,completed,0.7172409183,0.0398600900,0.8341695500,0.0149169434,0.7541528239,0.0112663289,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Wang,ToPoGate V0,5,"42,123,7,2025,3407",5,completed,0.9413126667371372,0.014063474711150891,0.8847714341708708,0.021304890067483324,0.9864481563189411,0.0033145861044822883,false,oracle-K downstream clustering; labels read after fit_predict,0,,ToPoGate five-seed summary
Wang,scMAE,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Wang,scVI,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Wang,scDCC,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Wang,scDeepCluster,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Wang,scRCL,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Wang,scCDCG,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Wang,scNAME,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Wang,PCA+KMeans,5,"42,123,7,2025,3407",5,completed,0.3184899281,0.0532886607,0.4987612673,0.0323966686,0.5673074903,0.0536847511,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Wang,ZEUS,5,"42,123,7,2025,3407",5,completed,0.2694478339,0.0096188561,0.4467140939,0.0046004677,0.5258325454,0.0031521168,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Wang,TableDC,5,"42,123,7,2025,3407",5,completed,0.2393265295,0.0927560865,0.3192907184,0.0471246509,0.5378506146,0.1027124860,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Wang,IDC,5,"42,123,7,2025,3407",5,completed,0.8081881097,0.0195686555,0.7084819910,0.0135352586,0.9327240256,0.0141503380,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Wang,GCEALS,5,"42,123,7,2025,3407",5,completed,0.6164122060,0.2238740845,0.6284731570,0.0924590651,0.8085933396,0.1678295742,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Mouse_retina,ToPoGate V0,5,"42,123,7,2025,3407",5,completed,0.9675539289124593,0.004299573305739216,0.938309561329371,0.004759797207070778,0.9908285440613028,0.001216913404911129,false,oracle-K downstream clustering; labels read after fit_predict,0,,ToPoGate five-seed summary
Mouse_retina,scMAE,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Mouse_retina,scVI,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Mouse_retina,scDCC,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Mouse_retina,scDeepCluster,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Mouse_retina,scRCL,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Mouse_retina,scCDCG,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Mouse_retina,scNAME,5,,0,failed,,,,,,,false,oracle-K downstream clustering; labels read after fit_predict,5,invalid_run_json,result-volume/result/baseline_5seed_20260905
Mouse_retina,PCA+KMeans,5,"42,123,7,2025,3407",5,completed,0.7207677515,0.0541162021,0.6771588839,0.0086332621,0.9192049808,0.0071751223,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Mouse_retina,ZEUS,5,"42,123,7,2025,3407",5,completed,0.2900169533,0.0048290021,0.4922639510,0.0174543512,0.5569923372,0.0068566713,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Mouse_retina,TableDC,5,"42,123,7,2025,3407",5,completed,0.3922272512,0.1599375560,0.3469201099,0.0633118665,0.6283285441,0.1581410853,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Mouse_retina,IDC,5,"42,123,7,2025,3407",5,completed,0.6601835639,0.0959317432,0.6165884962,0.0737693379,0.9051724138,0.0156347452,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
Mouse_retina,GCEALS,5,"42,123,7,2025,3407",5,completed,0.6766117574,0.0962283944,0.5946757939,0.0940161350,0.8946599617,0.0215617660,false,oracle-K downstream clustering; labels read after fit_predict,0,,result-volume/result/baseline_5seed_20260905
