64	NameGuess: Column Name Expansion for Tabular Data	https://aclanthology.org/2023.emnlp-main.820.pdf
65	Columbo: Expanding Abbreviated Column Names for Tabular Data Using Large Language Models	https://aclanthology.org/2025.findings-emnlp.1348.pdf
66	Sherlock: A Deep Learning Approach to Semantic Data Type Detection	https://vis.csail.mit.edu/pubs/sherlock.pdf
67	Sato: Contextual Semantic Type Detection in Tables	https://www.vldb.org/pvldb/vol13/p1835-zhang.pdf
68	Annotating Columns with Pre-trained Language Models	https://arxiv.org/pdf/2104.01785.pdf
