52	SwitchTab: Switched Autoencoders Are Effective Tabular Learners	https://arxiv.org/pdf/2401.02013.pdf
53	Representation Space Augmentation for Effective Self-Supervised Learning on Tabular Data	https://ojs.aaai.org/index.php/AAAI/article/download/33265/35420;;https://ojs.aaai.org/index.php/AAAI/article/view/33265
