epoch,loss,L_cut,L_orth,L_var,variance_min
1.0,130785264.0,0.14068658649921417,130785264.0,0.0,49.16788101196289
2.0,93878632.0,0.14221592247486115,93878632.0,0.0,41.46784591674805
3.0,67906624.0,0.14380374550819397,67906624.0,0.0,37.76242446899414
4.0,49680844.0,0.14543074369430542,49680844.0,0.0,36.99850845336914
5.0,36852428.0,0.1470869779586792,36852428.0,0.0,37.91691970825195
6.0,27750184.0,0.1487603783607483,27750184.0,0.0,38.558563232421875
7.0,21217820.0,0.15044063329696655,21217820.0,0.0,36.709720611572266
8.0,16471467.0,0.15211686491966248,16471467.0,0.0,34.91734313964844
9.0,12978181.0,0.1537768542766571,12978181.0,0.0,33.19381332397461
10.0,10375460.0,0.15541435778141022,10375460.0,0.0,31.55670928955078
11.0,8414252.0,0.15702944993972778,8414252.0,0.0,30.047210693359375
12.0,6918920.5,0.15861955285072327,6918920.5,0.0,28.675371170043945
13.0,5765049.0,0.1601884663105011,5765049.0,0.0,27.447751998901367
14.0,4863795.0,0.1617552787065506,4863795.0,0.0,26.364444732666016
15.0,4150640.75,0.1633324921131134,4150640.5,0.0,25.413671493530273
16.0,3578733.75,0.1649220585823059,3578733.5,0.0,24.576948165893555
17.0,3113701.75,0.1665329784154892,3113701.5,0.0,23.837284088134766
18.0,2730535.25,0.16817687451839447,2730535.0,0.0,23.178956985473633
19.0,2411082.25,0.16985370218753815,2411082.0,0.0,22.588550567626953
20.0,2141708.5,0.17156748473644257,2141708.25,0.0,22.054866790771484
21.0,1912072.0,0.17332157492637634,1912071.875,0.0,21.569557189941406
22.0,1714490.375,0.1751134991645813,1714490.25,0.0,21.13233184814453
23.0,1543085.875,0.17694228887557983,1543085.75,0.0,20.74371337890625
24.0,1393442.875,0.17880110442638397,1393442.75,0.0,20.40315818786621
25.0,1262026.625,0.1806870549917221,1262026.5,0.0,20.109254837036133
26.0,1146216.25,0.1825922131538391,1146216.125,0.0,19.858718872070312
27.0,1043767.5625,0.18450768291950226,1043767.375,0.0,19.647489547729492
28.0,952894.5625,0.18642836809158325,952894.375,0.0,19.46649169921875
29.0,872141.4375,0.18835319578647614,872141.25,0.0,19.30767250061035
30.0,800230.9375,0.19027525186538696,800230.75,0.0,19.161760330200195
31.0,736079.875,0.19218766689300537,736079.6875,0.0,19.02107810974121
32.0,678754.6875,0.19408483803272247,678754.5,0.0,18.877620697021484
33.0,627482.0,0.1959666758775711,627481.8125,0.0,18.726913452148438
34.0,581535.5625,0.1978251188993454,581535.375,0.0,18.56354331970215
35.0,540313.8125,0.19965845346450806,540313.625,0.0,18.386579513549805
36.0,503256.875,0.20145680010318756,503256.6875,0.0,18.19525146484375
37.0,469883.40625,0.2032168060541153,469883.1875,0.0,17.989774703979492
38.0,439775.75,0.20493987202644348,439775.53125,0.0,17.770641326904297
39.0,412556.71875,0.2066265493631363,412556.5,0.0,17.540267944335938
40.0,387891.1875,0.2082761526107788,387890.96875,0.0,17.302032470703125
41.0,365488.21875,0.2098884880542755,365488.0,0.0,17.05820083618164
42.0,345110.53125,0.21146324276924133,345110.3125,0.0,16.811384201049805
43.0,326520.28125,0.21299812197685242,326520.0625,0.0,16.564062118530273
