dataset,seed,panel_run_key,panel_path,audit_ok,summary_completed,protocol_match,seed_match,seed_declared,source_exists,source_hash_match,labels_used_during_fit_false,tr_shared_schedule,none_no_assignment_or_js,pairs_complete,arms_complete,arm_metrics_finite,primary_ari_recomputed_from_saved_predictions,stored_primary_pairs_match_recomputed,stored_one_step_pairs_match_recomputed,labels_after_fit_only,branchpoint_contract,one_step_present,manifest_coverage_ok,artifact_audit_ok,coverage_error
Baron Human,123,v25_e1_confirmation::Baron Human::123,/data/luolie/ToPoGate/result/V25_systematic_mechanism_study/E1/confirmation/Baron_Human/seed123,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Baron Human,42,v25_e1_confirmation::Baron Human::42,/data/luolie/ToPoGate/result/V25_systematic_mechanism_study/E1/confirmation/Baron_Human/seed42,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Baron Human,7,v25_e1_confirmation::Baron Human::7,/data/luolie/ToPoGate/result/V25_systematic_mechanism_study/E1/confirmation/Baron_Human/seed7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Campbell,123,v25_e1_confirmation::Campbell::123,/data/luolie/ToPoGate/result/V25_systematic_mechanism_study/E1/confirmation/Campbell/seed123,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Campbell,42,v25_e1_confirmation::Campbell::42,/data/luolie/ToPoGate/result/V25_systematic_mechanism_study/E1/confirmation/Campbell/seed42,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Campbell,7,v25_e1_confirmation::Campbell::7,/data/luolie/ToPoGate/result/V25_systematic_mechanism_study/E1/confirmation/Campbell/seed7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
hate_speech,123,v25_e1_confirmation::hate_speech::123,/data/luolie/ToPoGate/result/V25_systematic_mechanism_study/E1/confirmation/hate_speech/seed123,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
hate_speech,42,v25_e1_confirmation::hate_speech::42,/data/luolie/ToPoGate/result/V25_systematic_mechanism_study/E1/confirmation/hate_speech/seed42,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
hate_speech,7,v25_e1_confirmation::hate_speech::7,/data/luolie/ToPoGate/result/V25_systematic_mechanism_study/E1/confirmation/hate_speech/seed7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
