ACC_mean,ACC_std,ARI_mean,ARI_std,NMI_mean,NMI_std,dataset_id,n_completed,n_requested,status,training_enabled,variant,weights_frozen
0.8632503660322108,0.021433366085113096,0.528446047485601,0.062129322852299586,0.504851157856455,0.03447560943302204,breast_cancer_wisconsin_original,5,5,completed,False,T_beta_no_perturb,True
0.5332420924574208,0.005755130705966398,0.2025369880140845,0.008878596057129613,0.2975937011621148,0.0082814826908851,reuters,5,5,completed,False,T_full,True
0.5353102189781022,0.009470072339450871,0.20141287800630253,0.00822656295264199,0.2952154232614136,0.009690815375393222,reuters,5,5,completed,False,F_matched_total_mix,True
0.5353710462287105,0.009362754403186364,0.20158608741183032,0.00861591235957728,0.29537981405462915,0.009964755117649889,reuters,5,5,completed,False,T_shuffled_gate,True
0.5354318734793188,0.009168333512763301,0.2016152514618886,0.008295424883508973,0.2954791404773004,0.009714399242349993,reuters,5,5,completed,False,T_fixed_mean_gate,True
0.5349756690997567,0.009177787029809256,0.20101504460816355,0.007994378218293427,0.29481436393178334,0.009826842663287809,reuters,5,5,completed,False,T_random_neighbor,True
0.5352798053527981,0.007582849339455266,0.20331867240820936,0.009608113280559787,0.29730763693155404,0.01434038153987355,reuters,5,5,completed,False,T_no_vicinal,True
0.5351885644768857,0.009315088216592503,0.20132008037636787,0.008002014105123505,0.29528420733142646,0.009408672794492222,reuters,5,5,completed,False,T_uniform_pseudo_loss,True
0.5353406326034064,0.009220270610726871,0.2014804498519688,0.008212011679162539,0.2952716616801417,0.009699447671286462,reuters,5,5,completed,False,T_edge_none,True
0.5353710462287105,0.009246567425385887,0.2014741592264114,0.008205487045402098,0.295243868890197,0.009673576791056121,reuters,5,5,completed,False,T_edge_sim,True
0.5352798053527981,0.009238686240318764,0.20140919843140592,0.007986976285051356,0.29530680279364374,0.00942660405477437,reuters,5,5,completed,False,T_edge_sim_mutual,True
0.5351885644768857,0.009315088216592503,0.20132008037636787,0.008002014105123505,0.29528420733142646,0.009408672794492222,reuters,5,5,completed,False,T_edge_sim_mutual_snn,True
0.535249391727494,0.009251442889685428,0.20120974158684427,0.00831630132565541,0.2950385589209653,0.009761023267980323,reuters,5,5,completed,False,T_edge_sim_mutual_snn_distance,True
0.5352189781021898,0.009528011678905502,0.20128460819061517,0.008423386979309364,0.29517269751281294,0.009824290043008081,reuters,5,5,completed,False,T_beta_no_mutual,True
0.5351581508515816,0.009370037664465196,0.20117670953261815,0.00833240403687179,0.2950321658494448,0.009765161840909415,reuters,5,5,completed,False,T_beta_no_snn,True
0.5352798053527981,0.009545227996639446,0.20133908772463824,0.008405565313895868,0.2951743931704937,0.009794272232865145,reuters,5,5,completed,False,T_beta_no_perturb,True
0.9674251497005988,0.004351114281337742,0.8148423009775432,0.026269304728546577,0.6732284068111041,0.03260523731870467,sms_spam_collection,5,5,completed,False,T_full,True
0.9391616766467067,0.006188268590545517,0.6746849893356581,0.03065458013164787,0.4800974409988722,0.03558549234721179,sms_spam_collection,5,5,completed,False,F_matched_total_mix,True
0.9394011976047905,0.006141739595189481,0.6759880455106142,0.031107549888238543,0.48176458224678564,0.03627592876444825,sms_spam_collection,5,5,completed,False,T_shuffled_gate,True
0.9391616766467067,0.006188268590545517,0.6746849893356581,0.03065458013164787,0.4800974409988722,0.03558549234721179,sms_spam_collection,5,5,completed,False,T_fixed_mean_gate,True
0.9389221556886227,0.00610661019591948,0.6733465880706403,0.029340136415254226,0.47872993078350634,0.03401663206155269,sms_spam_collection,5,5,completed,False,T_random_neighbor,True
0.9401197604790419,0.007715029177679709,0.6884885067076512,0.02899736249412867,0.4982058738649937,0.030303403031005156,sms_spam_collection,5,5,completed,False,T_no_vicinal,True
0.9394011976047905,0.006141739595189481,0.6759880455106142,0.031107549888238543,0.48176458224678564,0.03627592876444826,sms_spam_collection,5,5,completed,False,T_uniform_pseudo_loss,True
0.9394011976047905,0.006141739595189481,0.6759880455106142,0.031107549888238543,0.48176458224678564,0.03627592876444825,sms_spam_collection,5,5,completed,False,T_edge_none,True
0.9396407185628742,0.006199846278105266,0.6770228217977586,0.0312489170123001,0.48304349154562337,0.036377511858533114,sms_spam_collection,5,5,completed,False,T_edge_sim,True
0.9396407185628742,0.006199846278105266,0.6770228217977586,0.0312489170123001,0.4830434915456235,0.036377511858533114,sms_spam_collection,5,5,completed,False,T_edge_sim_mutual,True
0.9394011976047905,0.006141739595189481,0.6759880455106142,0.031107549888238543,0.48176458224678564,0.03627592876444826,sms_spam_collection,5,5,completed,False,T_edge_sim_mutual_snn,True
0.9394011976047905,0.006141739595189481,0.6759880455106141,0.031107549888238547,0.48176458224678564,0.036275928764448254,sms_spam_collection,5,5,completed,False,T_edge_sim_mutual_snn_distance,True
0.9391616766467067,0.006188268590545518,0.6746849893356581,0.03065458013164787,0.4800974409988722,0.03558549234721179,sms_spam_collection,5,5,completed,False,T_beta_no_mutual,True
0.9394011976047905,0.006141739595189481,0.6759880455106142,0.031107549888238543,0.48176458224678564,0.03627592876444825,sms_spam_collection,5,5,completed,False,T_beta_no_snn,True
0.939880239520958,0.006188268590545522,0.6783220696638108,0.031905070763172005,0.48473362898137723,0.037370991166205146,sms_spam_collection,5,5,completed,False,T_beta_no_perturb,True
0.8911540969354487,0.009732549353816271,0.6118021277538854,0.030822154377093593,0.4995528202799321,0.02733241268233157,spambase,5,5,completed,False,T_full,True
0.8938056944142578,0.011867264080902112,0.6205026052911142,0.03786419767649763,0.522981605748565,0.029906052777113546,spambase,5,5,completed,False,F_matched_total_mix,True
0.8939795696587698,0.012049763005358632,0.6210630111384882,0.038505506726128846,0.5234032482511423,0.030421199692435792,spambase,5,5,completed,False,T_shuffled_gate,True
0.8938056944142578,0.011865273630529876,0.620499237435693,0.03789923493058379,0.5226680588323588,0.029974550406102234,spambase,5,5,completed,False,T_fixed_mean_gate,True
0.8885894370788959,0.011779366089518522,0.6042040489073062,0.037061564594855156,0.5103998100422092,0.028660349411742055,spambase,5,5,completed,False,T_random_neighbor,True
