ACC,ARI,NMI,backward_called,dataset_id,frozen_readout_input,seed,status,training_enabled,variant,weights_frozen
0.9758377980880345,0.8971209841277913,0.821448416918883,False,Wang,masked_anchor,123,completed,False,T_no_vicinal,True
0.9742620023111671,0.8907255469816138,0.8140957964667095,False,Wang,masked_anchor,2025,completed,False,T_no_vicinal,True
0.982351087299086,0.9239637890332757,0.8554956729485957,False,Wang,masked_anchor,42,completed,False,T_no_vicinal,True
0.9831915117134152,0.9275115121103243,0.8622360009829708,False,Wang,masked_anchor,7,completed,False,T_no_vicinal,True
0.9795146549007249,0.9121390822501564,0.837587671473741,False,Wang,masked_anchor,3407,completed,False,T_no_vicinal,True
0.9977938859123857,0.9902409931155263,0.9716282339498205,False,Wang,operator_pseudo_masked,42,completed,False,T_uniform_pseudo_loss,True
0.9983191511713415,0.9925576147124371,0.9772735046717174,False,Wang,operator_pseudo_masked,7,completed,False,T_uniform_pseudo_loss,True
0.9983191511713415,0.9925551789997342,0.9770587360051356,False,Wang,operator_pseudo_masked,3407,completed,False,T_uniform_pseudo_loss,True
0.9973736737052211,0.9883908112041702,0.9673484921628984,False,Wang,operator_pseudo_masked,123,completed,False,T_uniform_pseudo_loss,True
0.9974787267570123,0.9888549118532682,0.9687001745706104,False,Wang,operator_pseudo_masked,2025,completed,False,T_uniform_pseudo_loss,True
0.9977938859123857,0.9902409931155263,0.9716282339498205,False,Wang,operator_pseudo_masked,42,completed,False,T_edge_none,True
0.9973736737052211,0.9883908112041702,0.9673484921628984,False,Wang,operator_pseudo_masked,123,completed,False,T_edge_none,True
0.9974787267570123,0.9888549118532682,0.9687001745706104,False,Wang,operator_pseudo_masked,2025,completed,False,T_edge_none,True
0.9983191511713415,0.9925576147124371,0.9772735046717174,False,Wang,operator_pseudo_masked,7,completed,False,T_edge_none,True
0.9982140981195504,0.9920913575102166,0.9758598433684156,False,Wang,operator_pseudo_masked,3407,completed,False,T_edge_none,True
0.9977938859123857,0.9902409931155263,0.9716282339498205,False,Wang,operator_pseudo_masked,42,completed,False,T_edge_sim,True
0.9983191511713415,0.9925576147124371,0.9772735046717174,False,Wang,operator_pseudo_masked,7,completed,False,T_edge_sim,True
0.9982140981195504,0.9920913575102166,0.9758598433684156,False,Wang,operator_pseudo_masked,3407,completed,False,T_edge_sim,True
0.9973736737052211,0.9883908112041702,0.9673484921628984,False,Wang,operator_pseudo_masked,123,completed,False,T_edge_sim,True
0.9974787267570123,0.9888549118532682,0.9687001745706104,False,Wang,operator_pseudo_masked,2025,completed,False,T_edge_sim,True
0.9973736737052211,0.9883908112041702,0.9673484921628984,False,Wang,operator_pseudo_masked,123,completed,False,T_edge_sim_mutual,True
0.9977938859123857,0.9902409931155263,0.9716282339498205,False,Wang,operator_pseudo_masked,42,completed,False,T_edge_sim_mutual,True
0.9983191511713415,0.9925576147124371,0.9772735046717174,False,Wang,operator_pseudo_masked,7,completed,False,T_edge_sim_mutual,True
0.9974787267570123,0.9888549118532682,0.9687001745706104,False,Wang,operator_pseudo_masked,2025,completed,False,T_edge_sim_mutual,True
0.9982140981195504,0.9920913575102166,0.9758598433684156,False,Wang,operator_pseudo_masked,3407,completed,False,T_edge_sim_mutual,True
0.9977938859123857,0.9902409931155263,0.9716282339498205,False,Wang,operator_pseudo_masked,42,completed,False,T_edge_sim_mutual_snn,True
0.9983191511713415,0.9925576147124371,0.9772735046717174,False,Wang,operator_pseudo_masked,7,completed,False,T_edge_sim_mutual_snn,True
0.9983191511713415,0.9925551789997342,0.9770587360051356,False,Wang,operator_pseudo_masked,3407,completed,False,T_edge_sim_mutual_snn,True
0.9973736737052211,0.9883908112041702,0.9673484921628984,False,Wang,operator_pseudo_masked,123,completed,False,T_edge_sim_mutual_snn,True
0.9974787267570123,0.9888549118532682,0.9687001745706104,False,Wang,operator_pseudo_masked,2025,completed,False,T_edge_sim_mutual_snn,True
0.9973736737052211,0.9883908112041702,0.9673484921628984,False,Wang,operator_pseudo_masked,123,completed,False,T_edge_sim_mutual_snn_distance,True
0.9974787267570123,0.9888549118532682,0.9687001745706104,False,Wang,operator_pseudo_masked,2025,completed,False,T_edge_sim_mutual_snn_distance,True
0.9977938859123857,0.9902409931155263,0.9716282339498205,False,Wang,operator_pseudo_masked,42,completed,False,T_edge_sim_mutual_snn_distance,True
0.9983191511713415,0.9925576147124371,0.9772735046717174,False,Wang,operator_pseudo_masked,7,completed,False,T_edge_sim_mutual_snn_distance,True
0.9983191511713415,0.9925551789997342,0.9770587360051356,False,Wang,operator_pseudo_masked,3407,completed,False,T_edge_sim_mutual_snn_distance,True
0.9977938859123857,0.9902409931155263,0.9716282339498205,False,Wang,operator_pseudo_masked,42,completed,False,T_beta_no_mutual,True
0.9983191511713415,0.9925576147124371,0.9772735046717174,False,Wang,operator_pseudo_masked,7,completed,False,T_beta_no_mutual,True
0.9973736737052211,0.9883908112041702,0.9673484921628984,False,Wang,operator_pseudo_masked,123,completed,False,T_beta_no_mutual,True
0.9974787267570123,0.9888549118532682,0.9687001745706104,False,Wang,operator_pseudo_masked,2025,completed,False,T_beta_no_mutual,True
0.9982140981195504,0.9920913575102166,0.9758598433684156,False,Wang,operator_pseudo_masked,3407,completed,False,T_beta_no_mutual,True
0.9977938859123857,0.9902409931155263,0.9716282339498205,False,Wang,operator_pseudo_masked,42,completed,False,T_beta_no_snn,True
0.9983191511713415,0.9925576147124371,0.9772735046717174,False,Wang,operator_pseudo_masked,7,completed,False,T_beta_no_snn,True
0.9973736737052211,0.9883908112041702,0.9673484921628984,False,Wang,operator_pseudo_masked,123,completed,False,T_beta_no_snn,True
0.9974787267570123,0.9888549118532682,0.9687001745706104,False,Wang,operator_pseudo_masked,2025,completed,False,T_beta_no_snn,True
0.9982140981195504,0.9920913575102166,0.9758598433684156,False,Wang,operator_pseudo_masked,3407,completed,False,T_beta_no_snn,True
0.9977938859123857,0.9902409931155263,0.9716282339498205,False,Wang,operator_pseudo_masked,42,completed,False,T_beta_no_perturb,True
0.9973736737052211,0.9883908112041702,0.9673484921628984,False,Wang,operator_pseudo_masked,123,completed,False,T_beta_no_perturb,True
0.9974787267570123,0.9888549118532682,0.9687001745706104,False,Wang,operator_pseudo_masked,2025,completed,False,T_beta_no_perturb,True
0.9983191511713415,0.9925576147124371,0.9772735046717174,False,Wang,operator_pseudo_masked,7,completed,False,T_beta_no_perturb,True
0.9982140981195504,0.9920913575102166,0.9758598433684156,False,Wang,operator_pseudo_masked,3407,completed,False,T_beta_no_perturb,True
0.9914990421455939,0.9697570785217894,0.9415977373228935,False,Mouse_retina,clean_anchor_full_embedding,123,completed,False,T_full,True
0.9920977011494253,0.9715916111610209,0.9442338259244447,False,Mouse_retina,clean_anchor_full_embedding,42,completed,False,T_full,True
0.9889846743295019,0.9605585768652329,0.9322246715003726,False,Mouse_retina,clean_anchor_full_embedding,7,completed,False,T_full,True
0.990301724137931,0.9665953417700576,0.9355632052240074,False,Mouse_retina,clean_anchor_full_embedding,3407,completed,False,T_full,True
0.9912595785440613,0.9692670362441955,0.9379283666751367,False,Mouse_retina,clean_anchor_full_embedding,2025,completed,False,T_full,True
0.84375,0.5462231617016083,0.538351575624503,False,Mouse_retina,operator_pseudo_masked,42,completed,False,F_matched_total_mix,True
0.8431513409961686,0.5463991983036917,0.5356276783174408,False,Mouse_retina,operator_pseudo_masked,123,completed,False,F_matched_total_mix,True
0.8409961685823755,0.5419601684441189,0.5309592600844211,False,Mouse_retina,operator_pseudo_masked,7,completed,False,F_matched_total_mix,True
0.8408764367816092,0.5408145680818419,0.5349257696862285,False,Mouse_retina,operator_pseudo_masked,3407,completed,False,F_matched_total_mix,True
0.8424329501915708,0.5441080095454031,0.537232071228446,False,Mouse_retina,operator_pseudo_masked,2025,completed,False,F_matched_total_mix,True
