bootstrap_ci_high,bootstrap_ci_low,dataset_id,exact_signflip_pvalue,full_minus_variant_mean,full_minus_variant_std,metric,n_paired,paired_seeds,variant
0.032241733145561446,-0.012130526137447584,ISOLET,0.375,0.01236743838129679,0.029814898292103494,ARI,5,"42,123,7,2025,3407",F_matched_total_mix
0.013662797352290413,-0.005521075223798078,ISOLET,0.4375,0.004275461806827652,0.012398664374128487,NMI,5,"42,123,7,2025,3407",F_matched_total_mix
0.03196101064511989,-0.006156213928433995,ISOLET,0.3125,0.012902398358342948,0.02479935155343366,ACC,5,"42,123,7,2025,3407",F_matched_total_mix
0.030056624996313452,-0.00579497499744579,ISOLET,0.375,0.011623309043076291,0.02371076084423637,ARI,5,"42,123,7,2025,3407",T_beta_no_mutual
0.01662779561224901,-0.0017968357187533313,ISOLET,0.375,0.006636470695255703,0.0123498158424555,NMI,5,"42,123,7,2025,3407",T_beta_no_mutual
0.010286007438758493,-0.007977427215595712,ISOLET,0.75,0.0016416570475824121,0.011955695829633031,ACC,5,"42,123,7,2025,3407",T_beta_no_mutual
0.03512998990328013,-0.016229286729583303,ISOLET,1.0,0.004053847929033428,0.03450794183284047,ARI,5,"42,123,7,2025,3407",T_beta_no_perturb
0.014836331816976255,-0.01175202636724384,ISOLET,1.0,-0.00022025725203500546,0.017145451692075736,NMI,5,"42,123,7,2025,3407",T_beta_no_perturb
0.016724381172245728,-0.015903552648454555,ISOLET,0.875,-0.0013594972425291952,0.021486468810300613,ACC,5,"42,123,7,2025,3407",T_beta_no_perturb
0.035927668420667414,-0.02361701814251972,ISOLET,0.875,0.004253938963303161,0.03831322641992616,ARI,5,"42,123,7,2025,3407",T_beta_no_snn
0.011425216194091425,-0.011328087218620308,ISOLET,1.0,4.8564487735558434e-05,0.014550446319763875,NMI,5,"42,123,7,2025,3407",T_beta_no_snn
0.0201359497242529,-0.016057457996665404,ISOLET,0.9375,-0.0008721303065281738,0.024068718112490325,ACC,5,"42,123,7,2025,3407",T_beta_no_snn
0.021896258291580106,-0.021486937006705807,ISOLET,1.0,0.0010202819529915087,0.02728816809467623,ARI,5,"42,123,7,2025,3407",T_edge_none
0.0065695325451935235,-0.011595032664386972,ISOLET,0.875,-0.0016256967567596313,0.01189902183216772,NMI,5,"42,123,7,2025,3407",T_edge_none
0.00964473515454658,-0.014056688469924338,ISOLET,0.9375,-0.0025650891368475203,0.015990198666675556,ACC,5,"42,123,7,2025,3407",T_edge_none
0.029996320281290446,-0.01778500653255406,ISOLET,0.9375,0.0061056568743681925,0.03220260476502018,ARI,5,"42,123,7,2025,3407",T_edge_sim
0.011314187890985372,-0.011615178790364023,ISOLET,1.0,0.0003076425525371684,0.014907901233995238,NMI,5,"42,123,7,2025,3407",T_edge_sim
0.012440682313710405,-0.014184942926766708,ISOLET,0.9375,-0.0008721303065281516,0.016983282579837437,ACC,5,"42,123,7,2025,3407",T_edge_sim
0.032909794036287555,-0.025117963890771745,ISOLET,0.9375,0.0011094608630211056,0.03622038765376655,ARI,5,"42,123,7,2025,3407",T_edge_sim_mutual
0.013390545685706145,-0.009958911256639568,ISOLET,1.0,0.0001789967590666741,0.015124514200174351,NMI,5,"42,123,7,2025,3407",T_edge_sim_mutual
0.008259587020648973,-0.014287546492240599,ISOLET,0.8125,-0.0027189944850583682,0.014712245343376519,ACC,5,"42,123,7,2025,3407",T_edge_sim_mutual
0.0,0.0,ISOLET,1.0,0.0,0.0,ARI,5,"42,123,7,2025,3407",T_edge_sim_mutual_snn
0.0,0.0,ISOLET,1.0,0.0,0.0,NMI,5,"42,123,7,2025,3407",T_edge_sim_mutual_snn
0.0,0.0,ISOLET,1.0,0.0,0.0,ACC,5,"42,123,7,2025,3407",T_edge_sim_mutual_snn
0.03580083199224935,-0.0036276859553842746,ISOLET,0.8125,0.010677574063312555,0.0275833447801747,ARI,5,"42,123,7,2025,3407",T_edge_sim_mutual_snn_distance
0.015023993540826664,-0.002372997462896631,ISOLET,0.875,0.0041387867292268735,0.011908820243808708,NMI,5,"42,123,7,2025,3407",T_edge_sim_mutual_snn_distance
