dataset_id,variant,metric,full_minus_variant_mean,full_mean,variant_mean,full_n,variant_n,weights_frozen,training_enabled,selection_source
Mouse_retina,T_no_vicinal,ARI,0.42246884378580074,0.9675539289124593,0.5450850851266585,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Mouse_retina,T_no_vicinal,NMI,0.40114652147909957,0.938309561329371,0.5371630398502715,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Mouse_retina,T_no_vicinal,ACC,0.14784482758620698,0.9908285440613028,0.8429837164750958,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,F_matched_total_mix,ARI,-0.0038957648757821373,0.9594050425050111,0.9633008073807933,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,F_matched_total_mix,NMI,-0.0036161567526095117,0.9574901036968312,0.9611062604494407,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,F_matched_total_mix,ACC,-0.0046511627906976605,0.9388704318936878,0.9435215946843855,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,T_shuffled_gate,ARI,-0.003833825463467999,0.9594050425050111,0.9632388679684791,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,T_shuffled_gate,NMI,-0.003946630622807312,0.9574901036968312,0.9614367343196385,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,T_shuffled_gate,ACC,-0.003986710963455042,0.9388704318936878,0.9428571428571428,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,T_fixed_mean_gate,ARI,-0.0038078350450236886,0.9594050425050111,0.9632128775500348,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,T_fixed_mean_gate,NMI,-0.0038367974817832273,0.9574901036968312,0.9613269011786144,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,T_fixed_mean_gate,ACC,-0.0046511627906976605,0.9388704318936878,0.9435215946843855,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,T_random_neighbor,ARI,-0.0025773385786987957,0.9594050425050111,0.9619823810837099,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,T_random_neighbor,NMI,-0.0014808287740295523,0.9574901036968312,0.9589709324708607,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,T_random_neighbor,ACC,-0.0033222591362125353,0.9388704318936878,0.9421926910299003,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,T_no_vicinal,ARI,0.0015876320719137027,0.9594050425050111,0.9578174104330974,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,T_no_vicinal,NMI,0.004953304030425487,0.9574901036968312,0.9525367996664057,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Pollen,T_no_vicinal,ACC,0.0,0.9388704318936878,0.9388704318936878,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,F_matched_total_mix,ARI,-0.04608620663050256,0.944340931048621,0.9904271376791236,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,F_matched_total_mix,NMI,-0.08238314876341668,0.8897789009812758,0.9721620497446924,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,F_matched_total_mix,ACC,-0.010673390061981203,0.987162517071121,0.9978359071331022,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,T_shuffled_gate,ARI,-0.046178663871257575,0.944340931048621,0.9905195949198786,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,T_shuffled_gate,NMI,-0.0825938012221924,0.8897789009812758,0.9723727022034682,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,T_shuffled_gate,ACC,-0.0106944006723394,0.987162517071121,0.9978569177434604,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,T_fixed_mean_gate,ARI,-0.046178663871257575,0.944340931048621,0.9905195949198786,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,T_fixed_mean_gate,NMI,-0.0825938012221924,0.8897789009812758,0.9723727022034682,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,T_fixed_mean_gate,ACC,-0.0106944006723394,0.987162517071121,0.9978569177434604,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,T_random_neighbor,ARI,-0.046549492439310836,0.944340931048621,0.9908904234879319,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,T_random_neighbor,NMI,-0.08352194573857818,0.8897789009812758,0.973300846719854,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,T_random_neighbor,ACC,-0.010778443113772407,0.987162517071121,0.9979409601848934,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,T_no_vicinal,ARI,0.03404874814798875,0.944340931048621,0.9102921829006323,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,T_no_vicinal,NMI,0.05160618922309579,0.8897789009812758,0.83817271175818,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
Wang,T_no_vicinal,ACC,0.008131106208635441,0.987162517071121,0.9790314108624856,5,5,True,False,v0_t_ablation_eswa_20260906\ablation_summary.csv
breast_cancer_wisconsin_original,F_matched_total_mix,ARI,0.36255395251439915,0.891,0.5284460474856009,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,F_matched_total_mix,NMI,0.3113488421435451,0.8162,0.504851157856455,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,F_matched_total_mix,ACC,0.10894963396778912,0.9722,0.8632503660322108,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,T_shuffled_gate,ARI,0.3617595770009283,0.891,0.5292404229990717,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,T_shuffled_gate,NMI,0.31084923643614615,0.8162,0.5053507635638539,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,T_shuffled_gate,ACC,0.10865680819912149,0.9722,0.8635431918008785,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,T_fixed_mean_gate,ARI,0.36255395251439915,0.891,0.5284460474856009,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,T_fixed_mean_gate,NMI,0.3113488421435451,0.8162,0.504851157856455,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,T_fixed_mean_gate,ACC,0.10894963396778912,0.9722,0.8632503660322108,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,T_random_neighbor,ARI,0.3583185460002938,0.891,0.5326814539997062,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,T_random_neighbor,NMI,0.3073636976667915,0.8162,0.5088363023332085,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,T_random_neighbor,ACC,0.10748550512445088,0.9722,0.8647144948755491,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,T_no_vicinal,ARI,0.31211532823524135,0.891,0.5788846717647587,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,T_no_vicinal,NMI,0.28454633068670565,0.8162,0.5316536693132944,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
breast_cancer_wisconsin_original,T_no_vicinal,ACC,0.09167291361639818,0.9722,0.8805270863836018,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
reuters,F_matched_total_mix,ARI,0.001124110007781981,0.2025369880140845,0.20141287800630253,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,F_matched_total_mix,NMI,0.00237827790070122,0.2975937011621148,0.2952154232614136,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,F_matched_total_mix,ACC,-0.002068126520681335,0.5332420924574208,0.5353102189781022,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,T_shuffled_gate,ARI,0.0009509006022541955,0.2025369880140845,0.20158608741183032,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,T_shuffled_gate,NMI,0.002213887107485657,0.2975937011621148,0.29537981405462915,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,T_shuffled_gate,ACC,-0.0021289537712896323,0.5332420924574208,0.5353710462287105,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,T_fixed_mean_gate,ARI,0.0009217365521959064,0.2025369880140845,0.2016152514618886,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,T_fixed_mean_gate,NMI,0.002114560684814415,0.2975937011621148,0.2954791404773004,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,T_fixed_mean_gate,ACC,-0.0021897810218979297,0.5332420924574208,0.5354318734793188,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,T_random_neighbor,ARI,0.0015219434059209613,0.2025369880140845,0.20101504460816355,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,T_random_neighbor,NMI,0.002779337230331469,0.2975937011621148,0.29481436393178334,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,T_random_neighbor,ACC,-0.0017335766423358656,0.5332420924574208,0.5349756690997567,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,T_no_vicinal,ARI,-0.0007816843941248486,0.2025369880140845,0.20331867240820936,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,T_no_vicinal,NMI,0.00028606423056076746,0.2975937011621148,0.29730763693155404,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
reuters,T_no_vicinal,ACC,-0.0020377128953772417,0.5332420924574208,0.5352798053527981,5,5,True,False,v0_t_frozen_ablation_20260906\frozen_ablation_summary.csv
sms_spam_collection,F_matched_total_mix,ARI,0.15191501066434188,0.8266,0.6746849893356581,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,F_matched_total_mix,NMI,0.20460255900112778,0.6847,0.4800974409988722,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,F_matched_total_mix,ACC,0.029938323353293272,0.9691,0.9391616766467067,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,T_shuffled_gate,ARI,0.1506119544893858,0.8266,0.6759880455106142,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,T_shuffled_gate,NMI,0.20293541775321433,0.6847,0.48176458224678564,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,T_shuffled_gate,ACC,0.0296988023952095,0.9691,0.9394011976047905,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,T_fixed_mean_gate,ARI,0.15191501066434188,0.8266,0.6746849893356581,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,T_fixed_mean_gate,NMI,0.20460255900112778,0.6847,0.4800974409988722,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,T_fixed_mean_gate,ACC,0.029938323353293272,0.9691,0.9391616766467067,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,T_random_neighbor,ARI,0.1532534119293597,0.8266,0.6733465880706403,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,T_random_neighbor,NMI,0.20597006921649363,0.6847,0.47872993078350634,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,T_random_neighbor,ACC,0.030177844311377267,0.9691,0.9389221556886227,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,T_no_vicinal,ARI,0.13811149329234884,0.8266,0.6884885067076512,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,T_no_vicinal,NMI,0.18649412613500627,0.6847,0.4982058738649937,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
sms_spam_collection,T_no_vicinal,ACC,0.028980239520958073,0.9691,0.9401197604790419,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,F_matched_total_mix,ARI,0.016897394708885738,0.6374,0.6205026052911142,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,F_matched_total_mix,NMI,-0.004981605748564988,0.518,0.522981605748565,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,F_matched_total_mix,ACC,0.005594305585742143,0.8994,0.8938056944142578,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,T_shuffled_gate,ARI,0.016336988861511803,0.6374,0.6210630111384882,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,T_shuffled_gate,NMI,-0.005403248251142245,0.518,0.5234032482511423,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,T_shuffled_gate,ACC,0.005420430341230187,0.8994,0.8939795696587698,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,T_fixed_mean_gate,ARI,0.016900762564306948,0.6374,0.620499237435693,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,T_fixed_mean_gate,NMI,-0.004668058832358768,0.518,0.5226680588323588,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,T_fixed_mean_gate,ACC,0.005594305585742143,0.8994,0.8938056944142578,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,T_random_neighbor,ARI,0.0331959510926938,0.6374,0.6042040489073062,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,T_random_neighbor,NMI,0.0076001899577907706,0.518,0.5103998100422092,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,T_random_neighbor,ACC,0.01081056292110405,0.8994,0.8885894370788959,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,T_no_vicinal,ARI,0.28077858690205815,0.6374,0.3566214130979418,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,T_no_vicinal,NMI,0.2203368283023116,0.518,0.2976631716976884,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
spambase,T_no_vicinal,ACC,0.10139956531188865,0.8994,0.7980004346881113,5,5,True,False,_t_full_comparison.json::mine_v0t_ablation_20260905
