dataset,role_class,arm,seed,status,ARI,NMI,L_rec,effective_changed_coordinate_rate_mean,epochs_audited,requested_change_ratio_mean,support_change_ratio_mean,total_absolute_change_mean,value_change_ratio_mean
cnae9,generic_sparse_high_dimensional,C3_MixedMatched,42,completed_valid,0.05834427836306152,0.12576239059514077,0.9573282886434484,0.31196469907407415,30,0.31196469907407415,0.32319950810185183,5956.650107259436,0.0
cnae9,generic_sparse_high_dimensional,C3_MixedMatched,123,completed_valid,0.03574813945576965,0.0906367480699254,0.9568519980819137,0.31196469907407415,30,0.31196469907407415,0.3230319251543211,5937.594129324076,0.0
cnae9,generic_sparse_high_dimensional,C3_MixedMatched,7,completed_valid,0.025892751140615643,0.09440660181945346,0.9575355830015959,0.31196469907407415,30,0.31196469907407415,0.32341483410493826,5955.119171050408,0.0
cnae9,generic_sparse_high_dimensional,C4_StaticHard,42,completed_valid,0.026546615228703642,0.07008970813862878,0.9931978834999933,0.31196469907407415,30,0.31196469907407415,0.14317732445987652,8993.152498454338,0.31134548611111107
cnae9,generic_sparse_high_dimensional,C4_StaticHard,123,completed_valid,0.0313359440977557,0.07751129072835371,0.9921066496107314,0.31196469907407415,30,0.31196469907407415,0.14557942708333332,9019.553050435672,0.31128906250000005
cnae9,generic_sparse_high_dimensional,C4_StaticHard,7,completed_valid,0.02306365082461243,0.06780440100829843,0.9936047328843011,0.31196469907407415,30,0.31196469907407415,0.14600429205246915,8988.48671961999,0.3113047357253087
Campbell,registered_scrna_count,C_clean_no_corruption,42,completed_valid,0.04953513348130342,0.07471258135405978,0.7433457031963848,0.0,30,0.0,0.0,0.0,0.0
Campbell,registered_scrna_count,C_clean_no_corruption,123,completed_valid,0.0308333577527907,0.05668304638901534,0.7403317245708909,0.0,30,0.0,0.0,0.0,0.0
Campbell,registered_scrna_count,C_clean_no_corruption,7,completed_valid,0.047957938307814106,0.10736067904011365,0.7419640200161712,0.0,30,0.0,0.0,0.0,0.0
Campbell,registered_scrna_count,C0_MatchedRandom,42,completed_valid,0.08574252743880538,0.0767953518019847,0.7883842883197846,0.09043517962573805,30,0.09043517962573805,0.027066446512558788,146348.1304525603,0.017165453317322124
Campbell,registered_scrna_count,C0_MatchedRandom,123,completed_valid,0.08922461026626494,0.079296333005777,0.7886509995888533,0.09043517962573805,30,0.09043517962573805,0.026920224365389107,146212.29532364078,0.01723727442543114
Campbell,registered_scrna_count,C0_MatchedRandom,7,completed_valid,0.07647401608447474,0.09369429078983461,0.7913472290381671,0.09043517962573805,30,0.09043517962573805,0.02704080356249374,146210.1594660879,0.017191565345742017
Campbell,registered_scrna_count,C1_ValueOnly,42,completed_valid,0.082734258970914,0.05347046086415959,0.8352462602701916,0.09043517962573805,30,0.09043517962573805,0.07944235443977453,428073.11586966517,0.07892615977017245
Campbell,registered_scrna_count,C1_ValueOnly,123,completed_valid,0.08512705370456039,0.0565145011819094,0.8334151054006027,0.09043517962573805,30,0.09043517962573805,0.07915658148203743,428126.6277586043,0.0788791998148704
Campbell,registered_scrna_count,C1_ValueOnly,7,completed_valid,0.0941429477540866,0.05803235822133212,0.8352714960345823,0.09043517962573805,30,0.09043517962573805,0.07909067597318123,427599.2671846489,0.07891805513859701
Campbell,registered_scrna_count,C2_SupportOnly,42,completed_valid,0.18665248793620343,0.22947479951527322,0.854179957816518,0.09043517962573805,30,0.09043517962573805,0.09043517962573805,403816.6338955989,0.0
Campbell,registered_scrna_count,C2_SupportOnly,123,completed_valid,0.13617092331210326,0.19964924650166124,0.8512680283552365,0.09043517962573805,30,0.09043517962573805,0.09043517962573805,403985.62623134104,0.0
Campbell,registered_scrna_count,C2_SupportOnly,7,completed_valid,0.1260648319719235,0.21167567239931334,0.8583775890740764,0.09043517962573805,30,0.09043517962573805,0.09043517962573805,402560.2007315447,0.0
Campbell,registered_scrna_count,C3_MixedMatched,42,completed_valid,0.18847302521846762,0.21780551730105946,0.8568165600091073,0.09043517962573805,30,0.09043517962573805,0.10677377810300544,422509.7824009657,0.0
Campbell,registered_scrna_count,C3_MixedMatched,123,completed_valid,0.17544616299259294,0.25925493313178616,0.8515289538521958,0.09043517962573805,30,0.09043517962573805,0.1068547722989426,423655.22878055373,0.0
Campbell,registered_scrna_count,C3_MixedMatched,7,completed_valid,0.14192471248773494,0.2528241615762953,0.8646579619214113,0.09043517962573805,30,0.09043517962573805,0.10672147586643986,422389.60020872456,0.0
Campbell,registered_scrna_count,C4_StaticHard,42,completed_valid,0.2562642838966638,0.23350641324863355,0.8342493204016902,0.09043517962573805,30,0.09043517962573805,0.013936604581540411,251908.67025119832,0.05792216009540011
Campbell,registered_scrna_count,C4_StaticHard,123,completed_valid,0.20666773381992357,0.246339927311413,0.8317908015824242,0.09043517962573805,30,0.09043517962573805,0.014219641248874211,253201.65737139274,0.05755312572967744
Campbell,registered_scrna_count,C4_StaticHard,7,completed_valid,0.27063785479713476,0.24206094461128444,0.8291485849997189,0.09043517962573805,30,0.09043517962573805,0.015290677432536112,253337.88301924692,0.057809320691150475
