causal_status,condition,confidence,evidence_source,global_delta,global_metric,global_nonpositive,interpretation,label_free_local_metric_available,local_delta,local_global_disconnect,local_metric,local_metric_label_use,local_positive,measurement_timing,version
boundary_evidence,cycle_minus_precycle,moderate_boundary_example,V23_M0_decision_artifact,0.01166109752358898,ARI,False,V23 boundary diagnostic; not pooled with V1-V22 atlas rows,False,0.1306111111111111,False,knn_purity_at_10,posthoc_supervised,True,post_intervention,V23
boundary_evidence,cycle_minus_support,moderate_boundary_example,V23_M0_decision_artifact,-0.003670781195910501,ARI,True,V23 boundary diagnostic; not pooled with V1-V22 atlas rows,False,0.09232222222222221,True,knn_purity_at_10,posthoc_supervised,True,post_intervention,V23
boundary_evidence,gain_minus_precycle,moderate_boundary_example,V23_M0_decision_artifact,3.604090477705507e-05,ARI,False,V23 boundary diagnostic; not pooled with V1-V22 atlas rows,False,-0.0027555555555555575,False,knn_purity_at_10,posthoc_supervised,False,post_intervention,V23
boundary_evidence,cycle_minus_untrained,moderate_boundary_example,V23_M0_decision_artifact,0.0060075292826640495,ARI,False,V23 boundary diagnostic; not pooled with V1-V22 atlas rows,False,0.038177777777777776,False,knn_purity_at_10,posthoc_supervised,True,post_intervention,V23
boundary_evidence,conditional_null_cycle_minus_precycle,moderate_boundary_example,V23_M0_decision_artifact,0.00742835515346323,ARI,False,V23 boundary diagnostic; not pooled with V1-V22 atlas rows,False,0.04360000000000001,False,knn_purity_at_10,posthoc_supervised,True,post_intervention,V23
boundary_evidence,global_null_cycle_minus_precycle,moderate_boundary_example,V23_M0_decision_artifact,-0.00016360852312741344,ARI,True,V23 boundary diagnostic; not pooled with V1-V22 atlas rows,False,0.00018888888888888658,True,knn_purity_at_10,posthoc_supervised,True,post_intervention,V23
