dataset,config,n_completed,ari_mean,ari_std,nmi_mean,nmi_std,acc_mean,acc_std,fmi_mean,fmi_std,self_mass_mean,self_mass_std,edge_entropy_mean,edge_entropy_std,effective_neighbor_count_mean,effective_neighbor_count_std,topology_loss_mean,topology_loss_std,rank_loss_mean,rank_loss_std,rank_active_fraction_mean,rank_active_fraction_std,reconstruction_loss_mean,reconstruction_loss_std,mask_loss_mean,mask_loss_std,labels_used_during_fit_values,source_sha256_values,runner_source_sha256_values
balance_scale,edge_only_lam0.3_rm0.5,3,0.14012575204366404,0.04369836308656426,0.12526889214388198,0.03437965397232238,0.5162666666666667,0.05520193233332812,0.4698236003888507,0.0289571360121839,0.0,0.0,1.480591058731079,0.010104103919158565,4.417269706726074,0.040839497726205216,0.01632233372527278,0.0003350964066569786,0.1666673994002243,0.003875867913344821,0.75,0.0,0.3295525228397714,0.0018364285665610001,0.6139880355033609,0.0012961447038312758,['False'],['aebeaa2574dc6f01651d1f13c1b354d7d19373d7cff8975d0ed05b63a5cf883b'],['e60f65d21bf9a18f9659b21106acb4503522ac6ae9aa20f4f07490461741cd3d']
balance_scale,edge_only_lam0.3_rm1.0,3,0.14012575204366404,0.04369836308656426,0.12526889214388198,0.03437965397232238,0.5162666666666667,0.05520193233332812,0.4698236003888507,0.0289571360121839,0.0,0.0,1.398290713628133,0.01098222408722032,4.101129372914632,0.03910555736695196,0.016334315910676703,0.0003346536535362333,0.3937767134772407,0.0045297567217101545,0.75,0.0,0.3295523573540979,0.0018363908782256671,0.6139880807035498,0.001296236557737217,['False'],['aebeaa2574dc6f01651d1f13c1b354d7d19373d7cff8975d0ed05b63a5cf883b'],['e60f65d21bf9a18f9659b21106acb4503522ac6ae9aa20f4f07490461741cd3d']
balance_scale,edge_only_lam0.5_rm0.5,3,0.14155028935953898,0.03994201327237061,0.12582711380601755,0.031210465999126684,0.5184,0.05087396190587084,0.47062725867463495,0.026343231265096346,0.0,0.0,1.4804994265238445,0.010147193500426756,4.416899998982747,0.04101511777068676,0.014128740796715849,0.000278413595851793,0.16666068616840576,0.00387685760312161,0.75,0.0,0.32960673603746626,0.0018325377741210303,0.6139839162429174,0.001293933832935474,['False'],['aebeaa2574dc6f01651d1f13c1b354d7d19373d7cff8975d0ed05b63a5cf883b'],['e60f65d21bf9a18f9659b21106acb4503522ac6ae9aa20f4f07490461741cd3d']
balance_scale,edge_only_lam0.5_rm1.0,3,0.14155028935953898,0.03994201327237061,0.12582711380601755,0.031210465999126684,0.5184,0.05087396190587084,0.47062725867463495,0.026343231265096346,0.0,0.0,1.398400863011678,0.010956114805821742,4.101526737213135,0.03902022085203778,0.01413880279028995,0.0002779285163575206,0.3937777167807023,0.0045264258581912,0.75,0.0,0.32960642485155,0.0018324590241588598,0.613983931640784,0.0012940733316307387,['False'],['aebeaa2574dc6f01651d1f13c1b354d7d19373d7cff8975d0ed05b63a5cf883b'],['e60f65d21bf9a18f9659b21106acb4503522ac6ae9aa20f4f07490461741cd3d']
balance_scale,self_null_lam0.3_rm0.5_si0.3,3,0.14213272863698112,0.04042026791819302,0.12758505856530983,0.0305965767265739,0.5178666666666667,0.05280808018980935,0.4711753881326238,0.02682071516219885,0.5695381561915079,0.01527681131135343,1.4806644121805828,0.010132591442199222,4.417580604553223,0.0409585819500789,0.015998575108177548,0.0003473662825175204,0.16667647747736838,0.003865834958811849,0.75,0.0,0.32955401899913944,0.001837002985972676,0.6139867810739411,0.0012961838485935193,['False'],['aebeaa2574dc6f01651d1f13c1b354d7d19373d7cff8975d0ed05b63a5cf883b'],['e60f65d21bf9a18f9659b21106acb4503522ac6ae9aa20f4f07490461741cd3d']
balance_scale,self_null_lam0.3_rm0.5_si0.5,3,0.14214387350271918,0.03892524123838977,0.12719173570993114,0.029517507321066547,0.5221333333333333,0.04599362274634752,0.4714412943986108,0.025538836018402265,0.5845537980397543,0.031061793202090193,1.480682134628296,0.01005318173459512,4.417661190032959,0.04065430353358226,0.016004229832388875,0.0003595660197220276,0.16666461045129433,0.0038747655585872017,0.75,0.0,0.32955474551353187,0.001837017113959731,0.6139873237245612,0.0012965680293415634,['False'],['aebeaa2574dc6f01651d1f13c1b354d7d19373d7cff8975d0ed05b63a5cf883b'],['e60f65d21bf9a18f9659b21106acb4503522ac6ae9aa20f4f07490461741cd3d']
balance_scale,self_null_lam0.3_rm1.0_si0.3,3,0.14213272863698112,0.04042026791819302,0.12758505856530983,0.0305965767265739,0.5178666666666667,0.05280808018980935,0.4711753881326238,0.02682071516219885,0.5903308192888895,0.018596075036161876,1.398055632909139,0.011055792878083394,4.100286483764648,0.03935392940787411,0.015995113744348703,0.0003464287357162412,0.393767502076096,0.004523250988197414,0.75,0.0,0.32955430009298853,0.0018370079628406146,0.6139865844613976,0.0012961396544647424,['False'],['aebeaa2574dc6f01651d1f13c1b354d7d19373d7cff8975d0ed05b63a5cf883b'],['e60f65d21bf9a18f9659b21106acb4503522ac6ae9aa20f4f07490461741cd3d']
balance_scale,self_null_lam0.3_rm1.0_si0.5,3,0.14214387350271918,0.03892524123838977,0.12719173570993114,0.029517507321066547,0.5221333333333333,0.04599362274634752,0.4714412943986108,0.025538836018402265,0.6109756827354431,0.03507925598282233,1.3980152209599812,0.011061273633652176,4.100139300028483,0.03937207407051899,0.01599920236816009,0.0003607514445028525,0.3937747266143561,0.00453042292624242,0.75,0.0,0.3295550639016761,0.0018369980959841831,0.6139871243801381,0.0012965228674419213,['False'],['aebeaa2574dc6f01651d1f13c1b354d7d19373d7cff8975d0ed05b63a5cf883b'],['e60f65d21bf9a18f9659b21106acb4503522ac6ae9aa20f4f07490461741cd3d']
balance_scale,self_null_lam0.5_rm0.5_si0.3,3,0.1423957808818353,0.04363876889465593,0.1260727506996583,0.03333868766767306,0.5178666666666667,0.05443136350793848,0.4708645205437564,0.02853377435755131,0.585296094417572,0.016076038850880037,1.4804977178573608,0.010083892494364718,4.416888078053792,0.04074871093753277,0.01386312275297112,0.0002910482758998469,0.1666714122415417,0.003863065386847393,0.75,0.0,0.32960549828906854,0.0018333367401940357,0.613980217029651,0.0012935169667099,['False'],['aebeaa2574dc6f01651d1f13c1b354d7d19373d7cff8975d0ed05b63a5cf883b'],['e60f65d21bf9a18f9659b21106acb4503522ac6ae9aa20f4f07490461741cd3d']
balance_scale,self_null_lam0.5_rm0.5_si0.5,3,0.14509160364905255,0.04356525024407939,0.1280312634142831,0.03320790974903283,0.52,0.05376095237251662,0.47252535258333933,0.028380545188710245,0.5926229159037272,0.02364397241058516,1.4805764357248943,0.010012583457575776,4.417212804158528,0.040463146890902295,0.01387215529102832,0.00030146054997904476,0.16666528188313048,0.0038800567622150465,0.75,0.0,0.32960583824250433,0.001833403521045782,0.6139804285433557,0.0012939965459810563,['False'],['aebeaa2574dc6f01651d1f13c1b354d7d19373d7cff8975d0ed05b63a5cf883b'],['e60f65d21bf9a18f9659b21106acb4503522ac6ae9aa20f4f07490461741cd3d']
balance_scale,self_null_lam0.5_rm1.0_si0.3,3,0.1430505624732282,0.042544789696283926,0.12661268217931937,0.032428849781600246,0.5184,0.053617907456371336,0.47124670765742904,0.02791069134990827,0.6043710509936014,0.018250169501580843,1.3980594873428345,0.011043227224443708,4.100301265716553,0.03930982639134924,0.013860147963795396,0.00029045908591405096,0.3937650774916013,0.004519802572352752,0.75,0.0,0.3296058891548051,0.00183333206859594,0.6139799641238318,0.0012934628182317916,['False'],['aebeaa2574dc6f01651d1f13c1b354d7d19373d7cff8975d0ed05b63a5cf883b'],['e60f65d21bf9a18f9659b21106acb4503522ac6ae9aa20f4f07490461741cd3d']
balance_scale,self_null_lam0.5_rm1.0_si0.5,3,0.14509160364905255,0.04356525024407939,0.1280312634142831,0.03320790974903283,0.52,0.05376095237251662,0.47252535258333933,0.028380545188710245,0.6184218923250834,0.0278353258718392,1.3980165719985962,0.01105467433498655,4.100144545237224,0.03934981015117132,0.013867857675844185,0.00030259784942977824,0.3937741770926449,0.004528765267244631,0.75,0.0,0.3296062896649043,0.0018333604907342742,0.6139801684353087,0.0012939394937636318,['False'],['aebeaa2574dc6f01651d1f13c1b354d7d19373d7cff8975d0ed05b63a5cf883b'],['e60f65d21bf9a18f9659b21106acb4503522ac6ae9aa20f4f07490461741cd3d']
