dataset_idx,dataset_name,dataset_type,acc_agglo,acc_autosc,acc_birch,acc_cc,acc_dbscan,acc_dec,acc_divc,acc_dmicc,acc_dscn,acc_edesc,acc_gmm,acc_idec,acc_kernel_kmeans,acc_kfsc,acc_kmeans,acc_kpc,acc_lfss,acc_lrr,acc_meanshift,acc_p2ot,acc_pica,acc_s3comp,acc_spectral_clustering,acc_ssc,ari_agglo,ari_autosc,ari_birch,ari_cc,ari_dbscan,ari_dec,ari_divc,ari_dmicc,ari_dscn,ari_edesc,ari_gmm,ari_idec,ari_kernel_kmeans,ari_kfsc,ari_kmeans,ari_kpc,ari_lfss,ari_lrr,ari_meanshift,ari_p2ot,ari_pica,ari_s3comp,ari_spectral_clustering,ari_ssc,nmi_agglo,nmi_autosc,nmi_birch,nmi_cc,nmi_dbscan,nmi_dec,nmi_divc,nmi_dmicc,nmi_dscn,nmi_edesc,nmi_gmm,nmi_idec,nmi_kernel_kmeans,nmi_kfsc,nmi_kmeans,nmi_kpc,nmi_lfss,nmi_lrr,nmi_meanshift,nmi_p2ot,nmi_pica,nmi_s3comp,nmi_spectral_clustering,nmi_ssc,time_agglo,time_autosc,time_birch,time_cc,time_dbscan,time_dec,time_divc,time_dmicc,time_dscn,time_edesc,time_gmm,time_idec,time_kernel_kmeans,time_kfsc,time_kmeans,time_kpc,time_lfss,time_lrr,time_meanshift,time_p2ot,time_pica,time_s3comp,time_spectral_clustering,time_ssc
64,yeast.npz,tabular,0.407814,0.379027,0.512680,0.339273,0.372173,0.417409,0.366415,0.357642,0.449075,0.460864,0.472378,0.441672,0.478410,0.344483,0.475394,0.245922,0.370802,0.326251,0.328307,0.386338,0.358693,0.281974,0.447156,0.318000,0.134389,0.142388,0.231170,0.098682,0.046314,0.143845,0.124290,0.130430,0.119049,0.145554,0.209124,0.164388,0.213587,0.082667,0.211002,0.026236,0.127343,0.087294,0.028628,0.144186,0.124817,0.043881,0.178381,0.029400,0.229988,0.226877,0.297089,0.189430,0.136220,0.241076,0.223669,0.236641,0.202483,0.221204,0.289530,0.259654,0.293933,0.152435,0.292085,0.070858,0.236533,0.144330,0.097635,0.241686,0.225457,0.090204,0.284411,0.084300,0.077874,17.045676,0.209306,213.363463,0.026834,61.824335,36.235483,57.470981,13.548284,10.593560,1.404950,54.906548,5.465177,3.010320,0.074624,0.204268,81.220807,39.227620,1.463593,1100.891956,30.543405,11.367346,0.283453,18.206048
65,heart_disease.npz,tabular,0.589226,0.336700,0.404040,0.515152,0.542088,0.397306,0.358249,0.428283,0.433670,0.497643,0.437037,0.387879,0.383838,0.539394,0.494949,0.284175,0.360269,0.299663,0.558923,0.380471,0.397306,0.334700,0.612795,0.548822,0.330507,0.059267,0.147498,0.270743,0.282416,0.169792,0.138317,0.189921,0.144554,0.221680,0.114789,0.154882,0.179890,0.018009,0.282975,0.007859,0.102111,0.013116,0.126328,0.154854,0.190374,0.012200,0.422696,0.017046,0.233757,0.165697,0.163837,0.230790,0.228573,0.179748,0.208927,0.195912,0.182323,0.234951,0.143927,0.153717,0.216824,0.032642,0.244306,0.022924,0.164071,0.036008,0.126741,0.195806,0.231507,0.022600,0.326184,0.020256,0.003996,1.681792,0.036673,65.314855,0.003636,8.972368,7.353057,10.630212,2.778435,4.521754,0.122413,11.796796,0.337189,1.904158,0.008696,0.039666,44.521869,2.135070,0.535211,209.577096,6.368611,1.383533,0.010799,0.648466
66,ecoli.npz,tabular,0.837920,0.596330,0.825688,0.715596,0.709480,0.805301,0.620183,0.702752,0.746177,0.781651,0.826911,0.797554,0.834862,0.591437,0.817737,0.363914,0.660550,0.504600,0.795107,0.628950,0.668705,0.435474,0.853823,0.480122,0.766123,0.446275,0.741324,0.579732,0.643747,0.712116,0.470273,0.588474,0.572659,0.695028,0.739080,0.695798,0.731085,0.242598,0.724244,0.057402,0.490994,0.211700,0.723395,0.472588,0.529501,0.139409,0.748387,0.174858,0.725348,0.526117,0.706729,0.559502,0.633827,0.652651,0.570400,0.561800,0.531784,0.653400,0.696595,0.643832,0.671819,0.305704,0.674591,0.124815,0.585850,0.276300,0.701622,0.556337,0.591830,0.254203,0.696048,0.255974,0.003727,1.713321,0.012147,65.390480,0.003312,10.785712,9.816903,15.736668,4.703897,3.236094,0.055078,16.181599,0.239599,2.390438,0.027785,0.040230,52.854825,2.630600,0.603598,150.935766,8.252571,6.094513,0.047944,0.341631
67,extyaleb.npz,tabular,0.862069,0.971787,0.915361,0.369906,0.636364,0.748589,0.481505,0.463950,0.895925,0.667712,0.518495,0.759248,0.498433,0.909091,0.529154,0.821317,0.470219,0.937304,0.203762,0.553814,0.503448,0.926646,0.912226,0.724138,0.656641,0.929945,0.793151,0.107125,0.359308,0.530214,0.200366,0.152419,0.801862,0.462319,0.167840,0.547756,0.192017,0.783901,0.196955,0.658347,0.195623,0.845247,0.000000,0.284114,0.219549,0.820239,0.780950,0.363288,0.749710,0.927337,0.804602,0.182913,0.560591,0.580941,0.281318,0.245492,0.824450,0.555119,0.409152,0.609132,0.410216,0.776324,0.424131,0.700456,0.243662,0.851469,0.000000,0.389549,0.300126,0.836521,0.820307,0.564962,0.004502,1.454540,0.042218,67.218923,0.003596,31.459641,9.760993,14.164013,2.586205,4.896271,0.114723,15.729167,0.359504,0.753860,0.030658,0.071983,69.202084,1.989050,0.391519,135.141065,9.577600,0.898682,0.087053,0.384133
68,breast_cancer_coimbra.npz,tabular,0.560345,0.551724,0.534483,0.646552,0.655172,0.543103,0.579310,0.579310,0.634483,0.594828,0.636207,0.536207,0.637931,0.612069,0.551724,0.601724,0.706897,0.646552,0.525862,0.597701,0.582759,0.653448,0.568966,0.629310,0.003978,0.002107,-0.005865,0.077880,0.088390,-0.001125,0.018860,0.021674,0.074310,0.032014,0.066201,-0.003692,0.067933,0.048006,0.001008,0.042295,0.163981,0.077908,-0.008497,0.030301,0.025493,0.094489,0.016495,0.058417,0.018886,0.006825,0.026782,0.081382,0.088696,0.060552,0.022702,0.039635,0.076306,0.045643,0.106723,0.069008,0.050096,0.053316,0.070301,0.045333,0.122282,0.057470,0.037993,0.029206,0.025884,0.071387,0.091613,0.041448,0.001242,0.690607,0.012621,60.014186,0.002205,6.831237,4.992071,7.062607,2.539568,2.418261,0.069410,8.546611,0.104907,0.135059,0.003411,0.051462,50.619601,0.505238,0.170648,105.050632,4.915622,0.735981,0.005092,0.142568
69,student_grade.npz,tabular,0.721519,0.683544,0.655696,0.769620,0.688608,0.684388,0.721519,0.796962,0.711392,0.727089,0.785316,0.661266,0.792405,0.616709,0.789873,0.516962,0.696203,0.711392,0.663291,0.755274,0.738228,0.668861,0.749367,0.673418,0.175024,0.045256,0.085726,0.289174,0.094994,0.122430,0.194448,0.351289,0.135882,0.206470,0.295501,0.082843,0.340058,0.051319,0.327155,-0.018075,0.151556,0.104716,0.062665,0.272824,0.231677,0.019240,0.246204,0.005251,0.093344,0.015633,0.202753,0.270653,0.040007,0.063065,0.172997,0.306199,0.088183,0.174406,0.199813,0.037278,0.291671,0.033289,0.219815,0.021363,0.162634,0.052052,0.075077,0.203790,0.212934,0.004717,0.290445,0.004451,0.006466,1.598147,0.047552,62.548555,0.004405,12.242632,8.734592,18.148621,2.354146,4.582860,0.076964,13.960608,0.166085,0.802139,0.014929,0.034397,53.516738,3.265313,0.276123,349.494097,9.740363,1.129862,0.126735,1.429125
70,human_stress_detection.npz,tabular,0.798601,0.526237,0.831584,0.915042,0.646177,0.800200,0.929535,0.805597,0.742029,0.744428,0.796102,0.812094,0.828086,0.421189,0.824088,0.414493,0.914043,0.503248,0.472264,0.911711,0.937531,0.505947,0.976512,0.523238,0.609995,0.298707,0.634256,0.779790,0.415801,0.573459,0.817247,0.619027,0.495903,0.534724,0.603059,0.582781,0.628423,0.024918,0.622058,0.010183,0.764673,0.076816,0.438434,0.786545,0.838705,0.084128,0.934461,0.105077,0.725232,0.399369,0.712453,0.790913,0.493714,0.662113,0.827460,0.684772,0.571233,0.624888,0.710272,0.678412,0.707679,0.060418,0.702721,0.016721,0.764813,0.100146,0.618650,0.814676,0.835629,0.090486,0.918141,0.148064,0.065575,28.739413,0.058201,279.547055,0.045279,80.754417,45.345550,78.473056,48.737912,9.723018,0.139666,74.033691,3.620791,1.044338,0.030946,0.196318,62.404844,280.133783,3.312654,2517.168629,49.034373,49.596299,0.462041,87.507613
71,fraud_detection_bank.npz,tabular,0.734473,0.742574,0.734473,0.599660,0.678968,0.740507,0.649285,0.710231,0.736114,0.793239,0.723372,0.738907,0.765777,0.734673,0.802980,0.728553,0.650465,0.812881,0.685769,0.591492,0.678228,0.755136,0.745075,0.738674,0.000353,0.029796,0.000353,0.038116,0.215422,0.181825,0.096930,0.121686,0.012859,0.303558,0.150941,0.163205,0.117927,0.204149,0.244111,-0.001730,0.082578,0.284330,0.165261,0.046858,0.091098,0.077693,0.048635,0.016487,0.000457,0.017256,0.000457,0.025858,0.110003,0.082615,0.071825,0.060815,0.007934,0.169487,0.061219,0.067021,0.099409,0.110460,0.231417,0.000268,0.045513,0.180673,0.120171,0.037909,0.075121,0.046661,0.032791,0.008321,9.082739,545.993724,5.369645,551.743852,1.542847,256.691742,234.807580,377.805214,571.097388,16.218795,1.668240,94.820127,8.247780,5.314338,0.834190,1.250359,77.653746,4289.843972,23.688381,8176.645928,238.337460,224.470776,71.671238,8152.289576
72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.580331,0.882706,0.753803,0.607419,0.694823,0.702082,0.725113,0.637337,0.693622,0.706005,0.739445,0.586202,0.777022,0.803656,0.784227,0.600507,0.790232,0.799840,0.215639,0.776977,0.715328,0.456205,0.797705,0.700961,0.481491,0.770244,0.645478,0.423051,0.603126,0.560461,0.591903,0.464889,0.562525,0.586184,0.565778,0.428694,0.630736,0.680021,0.634356,0.464651,0.631036,0.631095,0.090816,0.627030,0.559939,0.280613,0.685596,0.557127,0.671968,0.830142,0.782487,0.577221,0.733239,0.678364,0.704124,0.587932,0.691476,0.715727,0.707826,0.588227,0.723022,0.730773,0.720541,0.573270,0.713242,0.711071,0.252051,0.702901,0.678206,0.388873,0.817447,0.676571,2.352039,289.948644,2.065161,366.898232,0.733258,308.577677,167.456797,289.246995,478.765697,11.929962,12.347223,70.757726,61.408572,17.109207,0.423897,0.942256,247.279834,1749.245500,52.606114,2439.739357,156.962207,150.133660,7.530357,3485.130948
73,diabetic_retinopathy_debrecen.npz,tabular,0.534318,0.507385,0.533449,0.598610,0.599479,0.575731,0.599479,0.579496,0.542659,0.572546,0.597220,0.738907,0.589053,0.551347,0.560382,0.532233,0.615986,0.549088,0.519548,0.574283,0.568202,0.519400,0.559513,0.574283,0.000950,-0.002739,0.003321,0.038004,0.038697,0.022134,0.038696,0.025937,0.005211,0.020589,0.036719,0.163205,0.030826,0.012882,0.013715,0.004789,0.052986,0.008530,-0.001923,0.021741,0.018488,-0.001200,0.013308,0.020564,0.007382,0.003505,0.006260,0.032013,0.032387,0.015634,0.027105,0.022330,0.009495,0.016929,0.048203,0.067021,0.021466,0.018849,0.011466,0.003081,0.040334,0.005095,0.028182,0.016492,0.014067,0.000300,0.009901,0.013356,0.014237,9.170760,0.083651,76.357241,0.019886,31.358509,27.933939,39.374785,9.937497,3.414790,1.064740,94.820127,0.606040,0.581177,0.220591,0.028903,41.870220,70.690863,0.703583,283.205380,25.357098,7.625178,0.343978,6.611464
74,pistachio.npz,tabular,0.846369,0.603818,0.803538,0.801676,0.527002,0.707076,0.832868,0.717318,0.789851,0.694786,0.687616,0.586202,0.778399,0.622905,0.799348,0.533333,0.727188,0.580074,0.568436,0.781192,0.794507,0.595065,0.789385,0.571695,0.478960,0.034301,0.368222,0.363743,0.004325,0.188534,0.442950,0.219892,0.345325,0.179379,0.140391,0.428694,0.309571,0.054507,0.358145,0.003529,0.205961,0.012887,-0.002558,0.316372,0.349023,0.034465,0.334252,0.019517,0.378013,0.016171,0.309427,0.292301,0.089783,0.166184,0.363174,0.176160,0.298949,0.144169,0.117621,0.588227,0.269314,0.029184,0.287573,0.002287,0.150846,0.004024,0.007945,0.255962,0.277900,0.018193,0.334888,0.010809,0.190750,28.199832,0.238234,138.544023,0.050966,87.545095,48.936333,92.361726,33.450050,14.409596,0.553257,70.757726,0.974070,1.962665,0.076048,0.132164,92.363141,23.887297,9.480965,513.267240,56.308229,8.369164,0.057647,35.073568
75,turkish_music_emotion.npz,tabular,0.607500,0.282500,0.595000,0.482500,0.412500,0.553500,0.530000,0.538000,0.511500,0.577000,0.559500,0.566464,0.600000,0.521500,0.600000,0.388500,0.512500,0.417500,0.262500,0.522500,0.553333,0.323000,0.627500,0.332500,0.322476,0.001322,0.331154,0.173514,0.155824,0.232178,0.221629,0.213109,0.223202,0.289427,0.263961,0.016833,0.323134,0.187977,0.306273,0.046636,0.186290,0.070655,0.002723,0.217080,0.255925,0.015499,0.403432,0.022269,0.337814,0.022227,0.359973,0.206158,0.167654,0.252628,0.265683,0.245280,0.253218,0.310102,0.306146,0.011893,0.329213,0.187591,0.354117,0.055003,0.183801,0.080320,0.115425,0.242597,0.282025,0.046065,0.429075,0.037084,0.007561,2.138647,0.048413,65.098239,0.004455,29.006401,8.580639,19.918546,2.690023,4.647716,0.187297,11.211895,0.685619,1.675252,0.038047,0.121533,61.822574,4.166251,0.305888,113.571626,8.837732,1.032132,0.014931,0.618288
76,parkinsons.npz,tabular,0.702564,0.723077,0.682051,0.702564,0.733333,0.673504,0.693333,0.669744,0.760000,0.703590,0.629744,0.720000,0.625641,0.748718,0.671795,0.615385,0.733333,0.707700,0.712821,0.690598,0.708718,0.685128,0.851282,0.728205,0.159967,-0.036772,0.126657,0.159967,0.323260,-0.074041,0.145672,0.109098,0.138586,0.162305,0.065135,0.002229,0.053447,-0.006859,0.112042,-0.027674,0.204919,0.163300,-0.048298,0.140917,0.171034,0.025064,0.408249,0.105484,0.260415,0.015863,0.242232,0.260415,0.224906,0.056525,0.218727,0.210295,0.086772,0.238409,0.114876,0.054394,0.143297,0.002604,0.211081,0.013741,0.145026,0.112000,0.031402,0.212585,0.231979,0.003479,0.293496,0.028446,0.002217,0.901916,0.020732,61.786736,0.002659,7.070278,4.692694,6.713318,1.948794,3.816561,0.157937,8.323170,0.083702,0.816007,0.017110,0.017988,30.904003,2.738300,0.225814,194.782454,5.321031,0.501690,0.044981,0.138878
77,weather.npz,tabular,1.000000,1.000000,0.989041,0.860274,1.000000,1.000000,1.000000,1.000000,0.733699,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.307397,1.000000,1.000000,0.967123,0.975342,0.989954,1.000000,1.000000,1.000000,1.000000,1.000000,0.971275,0.834014,1.000000,1.000000,1.000000,1.000000,0.572118,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.152983,1.000000,1.000000,0.957283,0.943662,0.975321,1.000000,1.000000,1.000000,1.000000,1.000000,0.971125,0.921416,1.000000,1.000000,1.000000,1.000000,0.723836,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.236112,1.000000,1.000000,0.965716,0.958108,0.985917,1.000000,1.000000,1.000000,0.011267,2.537589,0.066313,58.736008,0.004602,13.211521,9.150120,17.046149,9.304775,3.280086,0.065140,5.030041,0.224377,0.891593,0.031892,1.037777,29.884476,3.958582,0.321627,548.869674,8.343853,5.894384,0.083804,0.679932
78,blood_transfusion_service_center.npz,tabular,0.767380,0.741979,0.767380,0.592246,0.763369,0.700089,0.585561,0.640909,0.737968,0.625134,0.665775,0.760160,0.766043,0.762032,0.685829,0.762032,0.628342,0.561500,0.767380,0.581996,0.592513,0.645200,0.764973,0.760695,0.031084,-0.021496,0.031084,0.029584,0.021592,0.032146,0.033040,0.058014,0.052130,0.057121,0.020440,0.019967,0.021485,0.000000,0.054886,0.000000,0.060001,0.010100,0.056481,0.025346,0.037033,0.032600,0.020696,-0.001835,0.020767,0.004911,0.020767,0.072886,0.024058,0.004674,0.034519,0.034751,0.014579,0.053490,0.001821,0.007300,0.016081,0.003481,0.010353,0.003481,0.038360,0.003500,0.032500,0.035725,0.033737,0.009300,0.012128,0.000663,0.013049,5.406416,0.042151,67.998301,0.011387,20.748863,18.149402,26.859592,6.517344,4.827964,0.086367,30.433490,0.119765,0.585665,0.010994,0.115664,31.898870,15.341000,0.748094,187.856564,19.040615,3.932521,0.013552,8.448722
79,mfeat-karhunen.npz,tabular,0.626000,0.676000,0.717500,0.385000,0.416500,0.770000,0.608500,0.467900,0.826400,0.752900,0.705700,1.000000,0.768000,0.926500,0.755500,0.579700,0.414000,0.629500,0.100000,0.637333,0.536100,0.731900,0.768100,0.632500,0.553343,0.665856,0.631747,0.162478,0.244171,0.664634,0.396597,0.251196,0.732619,0.645296,0.581695,1.000000,0.581873,0.844582,0.576486,0.398770,0.200324,0.543399,0.000000,0.472466,0.326526,0.684048,0.687211,0.590678,0.675496,0.769253,0.732234,0.285024,0.504424,0.726580,0.529629,0.364295,0.792970,0.732312,0.680194,1.000000,0.674244,0.850484,0.671420,0.532107,0.284476,0.639575,0.000000,0.580778,0.446592,0.767873,0.801951,0.707164,0.149594,27.882487,0.472414,282.546788,0.037823,52.324037,44.915021,88.100879,30.768988,5.778370,5.378807,5.030041,13.456762,5.577648,0.239532,0.486625,156.487021,42.899301,1.896494,772.324491,49.500614,17.391446,0.337361,38.356580
80,mfeat-factors.npz,tabular,0.605500,0.939000,0.774500,0.555000,0.446500,0.677100,0.691000,0.731200,0.908600,0.719800,0.788600,0.559667,0.759500,0.896700,0.850500,0.304600,0.685000,0.763500,0.124500,0.678833,0.689200,0.848900,0.931500,0.902500,0.545861,0.873525,0.684883,0.376375,0.444598,0.560920,0.514996,0.550207,0.808246,0.646644,0.629967,0.445499,0.643735,0.815091,0.695596,0.189200,0.534224,0.655790,0.000950,0.511310,0.505009,0.737929,0.857613,0.796907,0.710691,0.889008,0.789131,0.514886,0.650687,0.671372,0.618263,0.641158,0.829162,0.758103,0.726572,0.572974,0.724863,0.840252,0.754245,0.244244,0.620901,0.745089,0.049739,0.635626,0.607578,0.795318,0.873576,0.817142,0.403696,28.008463,0.971700,123.368102,0.040854,62.261806,46.485734,86.719064,30.816803,5.885316,2.611266,19.161030,10.280474,9.605501,0.092198,5.262784,84.899148,51.753441,2.909961,926.257414,49.912457,19.566983,0.340957,21.682530
81,wall-robot-navigation.npz,tabular,0.425587,0.406342,0.456378,0.432368,0.415323,0.403482,0.423204,0.398644,0.411657,0.429216,0.431672,0.424670,0.476723,0.389626,0.512830,0.359824,0.358138,0.398460,0.408541,0.397422,0.411657,0.400800,0.477309,0.410740,0.073976,-0.001396,0.065323,0.081575,0.061394,0.059865,0.066177,0.053494,0.049358,0.053141,0.070531,0.060705,0.086675,0.051628,0.104311,0.027368,0.048871,0.044760,0.001128,0.055451,0.068657,-0.003200,0.076272,-0.007428,0.154752,0.016738,0.117555,0.109660,0.174421,0.095826,0.123068,0.092174,0.068983,0.097832,0.108903,0.086783,0.125633,0.066058,0.150628,0.062852,0.090786,0.085089,0.004001,0.102788,0.110582,0.004100,0.128482,0.028400,1.119775,172.458174,0.632287,510.665566,0.445389,176.123004,119.399821,205.303964,233.320176,41.041235,4.942224,51.029616,8.313021,5.793230,0.137442,0.401761,79.874089,695.420366,4.069005,1148.617724,133.423019,85.051070,0.499934,971.084530
82,Waveform.npz,tabular,0.600600,0.500600,0.678400,0.653600,0.440200,0.641200,0.689760,0.596840,0.514960,0.607880,0.837240,0.614733,0.505600,0.407000,0.501600,0.342720,0.527000,0.349800,0.339200,0.628000,0.676280,0.347800,0.506600,0.342200,0.311877,0.253267,0.337015,0.325169,0.114684,0.342029,0.343775,0.311548,0.180396,0.342235,0.575020,0.264669,0.253856,0.041302,0.258310,-0.000098,0.248041,0.000500,0.000000,0.310931,0.351423,0.000593,0.251860,-0.000072,0.323984,0.370335,0.391279,0.402749,0.212972,0.337176,0.366494,0.335639,0.183308,0.376346,0.510951,0.253113,0.365070,0.060619,0.373581,0.000277,0.333799,0.001000,0.000000,0.396638,0.407080,0.001068,0.370203,0.000284,1.459399,130.225105,2.019080,279.522993,0.300264,156.066003,122.486673,167.113270,112.087795,22.464292,2.941718,39.534375,3.074656,3.648788,0.120343,0.204150,108.286861,1151.100000,3.966569,1576.368807,119.627715,66.167101,11.759339,485.065196
83,gas-drift.npz,tabular,0.430800,0.242500,0.388000,0.461200,0.267100,0.340880,0.525000,0.447220,0.390220,0.543840,0.519300,0.328267,0.364500,0.478540,0.490500,0.392380,0.642000,0.575000,0.276200,0.586333,0.487760,0.380620,0.539400,0.382800,0.148008,0.000709,0.113678,0.203966,0.073772,0.102979,0.278068,0.202548,0.113005,0.280937,0.270440,0.091108,0.087346,0.159600,0.196983,0.112843,0.409411,0.280886,0.013365,0.345629,0.252807,0.107549,0.200063,0.072013,0.329197,0.035924,0.291983,0.280258,0.352268,0.160775,0.336028,0.284686,0.271143,0.406254,0.359977,0.146546,0.262764,0.279387,0.350011,0.165052,0.472403,0.367775,0.258619,0.439534,0.336902,0.164716,0.486383,0.199021,7.516793,545.351432,2.069873,555.431406,1.116598,314.354701,217.552255,372.923281,702.739973,15.177294,37.573786,77.355537,13.917298,17.316380,0.356364,6.357040,181.721633,3984.150277,27.039050,3132.316625,247.207728,268.528617,14.782149,3110.477847
84,mfeat-morphological.npz,tabular,0.498000,0.636500,0.488500,0.652000,0.558000,0.642300,0.638000,0.612900,0.504400,0.579100,0.614200,0.641833,0.678500,0.543200,0.640800,0.372800,0.650500,0.559000,0.552000,0.630500,0.660500,0.458100,0.832500,0.462500,0.433741,0.537639,0.398270,0.490788,0.417856,0.529144,0.528877,0.501159,0.357549,0.452564,0.505508,0.505652,0.575873,0.419770,0.549555,0.271178,0.550070,0.432800,0.457311,0.500017,0.520998,0.286162,0.764559,0.275558,0.648824,0.653053,0.581951,0.625371,0.613743,0.662026,0.663583,0.641731,0.579829,0.609257,0.641613,0.651845,0.695743,0.540668,0.682758,0.383132,0.674563,0.567700,0.626533,0.647988,0.651607,0.375531,0.846853,0.393315,0.062934,28.021368,0.030142,279.894619,0.040168,77.939897,43.841015,67.722817,82.300626,5.933648,0.708619,15.874673,8.412847,4.603127,0.059313,0.143200,95.160689,279.900000,2.050488,3446.160535,41.175925,17.837646,0.052447,31.053625
85,JapaneseVowels.npz,tabular,0.465716,0.799317,0.438209,0.368337,0.313121,0.351692,0.388816,0.277884,0.740488,0.522759,0.537095,0.383629,0.416625,0.490152,0.431684,0.422347,0.453368,0.637085,0.162032,0.492989,0.389660,0.426483,0.779741,0.431583,0.207665,0.764439,0.313480,0.174854,0.227090,0.166328,0.228743,0.104743,0.574314,0.394154,0.439548,0.203100,0.255658,0.276423,0.267749,0.219553,0.245822,0.383038,0.000000,0.320745,0.211796,0.207655,0.689152,0.244686,0.424327,0.817674,0.534338,0.298419,0.489283,0.286773,0.346537,0.185243,0.652387,0.526499,0.620965,0.341890,0.410451,0.393033,0.416596,0.325437,0.352176,0.510968,0.000000,0.432969,0.324906,0.294079,0.806832,0.385721,3.486598,482.052433,2.278366,603.763483,1.415719,434.524292,231.592769,374.421129,497.616238,15.081526,7.282857,93.463104,96.310508,28.734365,0.613575,1.501183,295.440181,1603.698839,29.509343,3299.871824,239.079759,444.889762,5.224354,5583.420589
86,rmftsa_sleepdata.npz,tabular,0.414062,0.333008,0.365234,0.458984,0.417969,0.351172,0.373633,0.376367,0.394727,0.414453,0.379102,0.377604,0.348633,0.408398,0.350781,0.358594,0.369141,0.301800,0.388672,0.356445,0.373633,0.296680,0.375391,0.407200,0.062018,0.026742,0.045777,0.063602,0.029400,0.034221,0.031900,0.047459,0.033178,0.043334,0.047502,0.045626,0.049638,0.011914,0.032644,-0.000727,0.033277,0.005000,0.015079,0.050377,0.031872,0.004617,0.050721,0.019900,0.046499,0.038845,0.046201,0.042687,0.030760,0.039821,0.040189,0.055392,0.038573,0.036972,0.051127,0.042886,0.060383,0.009916,0.034498,0.007788,0.050909,0.022300,0.015341,0.052709,0.044573,0.016666,0.051178,0.016000,0.023777,12.516516,0.017901,65.514223,0.013664,50.578624,24.611808,42.023724,9.321997,5.956765,0.117466,11.630183,1.660486,2.297163,0.030508,0.096027,54.184116,51.222000,3.502771,1204.133331,26.063913,3.245521,0.020551,6.903945
87,first-order-theorem-proving.npz,tabular,0.420072,0.373161,0.382968,0.324943,0.421706,0.314940,0.417457,0.304119,0.394083,0.301210,0.263942,0.302332,0.326087,0.281366,0.283916,0.331906,0.302877,0.322654,0.403073,0.268279,0.417457,0.372540,0.411670,0.417620,0.001562,-0.023672,0.016094,0.054690,0.022227,0.038989,0.000000,0.029064,0.005454,0.035504,0.021271,0.039895,0.019836,0.027704,0.008982,0.033298,0.046183,0.032602,0.016901,0.033687,0.000000,0.018546,0.002518,0.000020,0.007715,0.044163,0.022439,0.038378,0.054353,0.032591,0.000000,0.033693,0.033409,0.032544,0.054115,0.045426,0.036349,0.042386,0.038844,0.021168,0.059509,0.061143,0.041785,0.049271,0.000000,0.026460,0.016260,0.000825,2.078480,263.625451,0.950525,636.303687,0.587710,227.376774,131.656232,238.699662,398.488554,10.888342,5.377776,46.820953,13.030300,12.562499,0.125961,0.517767,99.241138,437.068434,8.353209,1363.268582,147.066414,145.100160,9.740894,2321.925392
88,gina_prior2.npz,tabular,0.514994,0.573818,0.592272,0.356690,0.243656,0.336121,0.429931,0.401499,0.260496,0.487774,0.490138,0.306517,0.498558,0.469146,0.519031,0.355652,0.321511,0.183700,0.125721,0.506824,0.426817,0.542445,0.455479,0.447232,0.399518,0.443310,0.429306,0.177486,0.057478,0.143215,0.253568,0.219752,0.072215,0.331679,0.322258,0.128604,0.320830,0.299104,0.345135,0.175248,0.136534,0.035000,0.002839,0.309627,0.243739,0.423316,0.313686,0.278531,0.548226,0.570310,0.566673,0.271443,0.341757,0.219281,0.391395,0.327300,0.267317,0.445865,0.447618,0.205889,0.444072,0.416323,0.476518,0.280430,0.175081,0.069700,0.155187,0.430052,0.356331,0.545651,0.561680,0.420228,3.296160,84.224789,4.376215,238.475621,0.139164,93.301666,80.243132,142.289477,57.450354,8.557496,25.398993,28.974035,33.215214,25.557834,3.060934,2.540482,93.839042,525.870000,164.084267,488.730609,85.802516,94.929069,2.152139,108.896472
89,fabert.npz,tabular,0.230302,0.300838,0.227267,0.213306,0.160253,0.200194,0.214277,0.210853,0.237368,0.210271,0.243341,0.217110,0.261382,0.204856,0.250698,0.211849,0.187083,0.222290,0.219983,0.195298,0.199263,0.251766,0.240743,0.217434,0.004741,0.029540,-0.002840,0.009261,0.011316,0.009229,0.029467,0.009074,0.001883,0.030452,0.005061,0.012573,0.005181,0.025089,0.003142,0.030399,0.004684,0.011228,0.001206,0.015013,0.021788,0.054932,0.001791,-0.005654,0.014934,0.073677,0.015163,0.011199,0.176574,0.018658,0.046443,0.012360,0.013109,0.044058,0.017563,0.016455,0.080293,0.039642,0.073705,0.035655,0.006851,0.047015,0.104238,0.024730,0.034269,0.101947,0.025972,0.025665,23.649247,384.138585,23.745741,415.065558,0.752791,366.631892,178.878482,283.880146,757.832512,13.671464,45.162809,79.424994,36.527145,22.577482,16.319171,6.750340,429.988210,988.624204,375.614578,1129.372148,171.080288,747.462937,40.510515,1998.194373
