dataset_idx,dataset_name,dataset_type,acc_agglo,acc_autosc,acc_birch,acc_cc,acc_dbscan,acc_dec,acc_divc,acc_dmicc,acc_dscn,acc_edesc,acc_gmm,acc_idec,acc_kernel_kmeans,acc_kfsc,acc_kmeans,acc_kpc,acc_lfss,acc_lrr,acc_meanshift,acc_p2ot,acc_pica,acc_s3comp,acc_spectral_clustering,acc_ssc,ari_agglo,ari_autosc,ari_birch,ari_cc,ari_dbscan,ari_dec,ari_divc,ari_dmicc,ari_dscn,ari_edesc,ari_gmm,ari_idec,ari_kernel_kmeans,ari_kfsc,ari_kmeans,ari_kpc,ari_lfss,ari_lrr,ari_meanshift,ari_p2ot,ari_pica,ari_s3comp,ari_spectral_clustering,ari_ssc,nmi_agglo,nmi_autosc,nmi_birch,nmi_cc,nmi_dbscan,nmi_dec,nmi_divc,nmi_dmicc,nmi_dscn,nmi_edesc,nmi_gmm,nmi_idec,nmi_kernel_kmeans,nmi_kfsc,nmi_kmeans,nmi_kpc,nmi_lfss,nmi_lrr,nmi_meanshift,nmi_p2ot,nmi_pica,nmi_s3comp,nmi_spectral_clustering,nmi_ssc,time_agglo,time_autosc,time_birch,time_cc,time_dbscan,time_dec,time_divc,time_dmicc,time_dscn,time_edesc,time_gmm,time_idec,time_kernel_kmeans,time_kfsc,time_kmeans,time_kpc,time_lfss,time_lrr,time_meanshift,time_p2ot,time_pica,time_s3comp,time_spectral_clustering,time_ssc
38,seismic_bumps.npz,tabular,0.931889,0.917957,0.931889,0.640867,0.933437,0.931889,0.559443,0.721981,0.922910,0.730031,0.859752,0.931889,0.897833,0.916718,0.840557,0.626006,0.684211,0.917957,0.907121,0.603715,0.570175,0.867800,0.931889,0.931889,-0.002822,-0.023549,-0.002822,0.043301,0.000000,-0.002822,0.007322,0.018886,-0.010662,0.050094,0.039209,-0.002822,0.106717,-0.025051,0.155982,0.014247,-0.021402,-0.023549,-0.008418,0.003836,0.003231,0.000000,-0.002822,-0.002822,0.000833,0.004394,0.000833,0.035507,0.000000,0.000833,0.012089,0.006648,0.003295,0.020346,0.012036,0.000833,0.022476,0.004748,0.052232,0.002849,0.003590,0.004394,0.006863,0.002213,0.010719,0.004200,0.000833,0.000436,0.017853,4.872162,0.064440,56.475366,0.005706,35.038112,17.840568,24.419745,9.333560,2.883988,0.208805,26.752225,0.166773,1.081270,0.015929,0.027398,34.056021,17.087653,0.495874,690.764681,20.747919,3.560822,0.011205,6.365935
39,dry_bean.npz,tabular,0.526058,0.529959,0.778033,0.663099,0.568571,0.708979,0.651996,0.656057,0.782635,0.631469,0.833170,0.590244,0.785036,0.476523,0.879064,0.391417,0.701911,0.808843,0.440632,0.577073,0.643893,0.428248,0.751726,0.501751,0.363371,0.238132,0.639182,0.506974,0.323960,0.505318,0.504115,0.519136,0.581490,0.479290,0.689940,0.422518,0.668766,0.245360,0.731763,0.165277,0.556872,0.586053,0.267198,0.385927,0.497727,0.198052,0.631319,0.328519,0.586306,0.426686,0.708523,0.609906,0.524509,0.578048,0.617264,0.616404,0.637278,0.550097,0.738526,0.500774,0.714203,0.344427,0.761221,0.246230,0.661028,0.670390,0.433143,0.502207,0.610446,0.260631,0.724378,0.399336,4.453118,468.968436,1.702378,1124.608521,1.105013,248.320964,217.477628,376.772933,1048.799220,13.582685,9.062991,94.383784,26.532996,8.282600,0.240185,1.532246,185.871863,4426.170392,145.748662,3726.574080,280.438676,156.118748,6.125792,4448.016239
40,credit_risk_classification.npz,tabular,0.803279,0.760246,0.760246,0.621926,0.772541,0.612705,0.576844,0.601434,0.769057,0.612090,0.729303,0.634836,0.686475,0.662500,0.662910,0.583607,0.662910,0.760246,0.804303,0.576844,0.557377,0.801000,0.805738,0.806352,0.003559,-0.009046,-0.009046,0.022592,0.043397,-0.005294,0.006195,-0.000520,-0.004945,0.013251,-0.008681,-0.015561,0.016280,-0.001223,0.009821,0.009029,0.037668,-0.009046,0.005104,-0.000598,-0.002305,0.000200,-0.002481,-0.001556,0.000304,0.000234,0.000306,0.004028,0.015614,0.002521,0.005041,0.002651,0.000114,0.002862,0.000315,0.003050,0.000952,0.000193,0.000437,0.001222,0.006323,0.000234,0.003808,0.002995,0.001701,0.000100,0.001396,0.000448,0.019090,6.933708,0.116595,71.313301,0.011478,47.662278,23.096672,42.144248,11.496012,5.722964,0.105765,36.254232,0.602773,1.048680,0.016462,0.032037,61.196300,31.070861,1.044185,1676.683844,24.156036,5.799948,0.019218,16.520441
41,epileptic_seizure_recognition.npz,tabular,0.257043,0.429043,0.238087,0.406435,0.398609,0.388209,0.295478,0.416243,0.253287,0.267791,0.403791,0.351594,0.358435,0.426783,0.237043,0.278852,0.423478,0.391130,0.201739,0.252696,0.289797,0.336070,0.308104,0.280174,0.027434,0.164477,0.029837,0.192745,0.193517,0.149770,0.054169,0.205768,0.013467,0.059096,0.179143,0.127889,0.086144,0.143171,0.045069,0.057935,0.207796,0.107974,0.077727,0.011058,0.053058,0.083788,0.086628,0.030907,0.153597,0.220267,0.176954,0.227773,0.351631,0.265769,0.071993,0.244054,0.103184,0.096980,0.271958,0.278183,0.109040,0.180945,0.211966,0.080954,0.247118,0.152132,0.236331,0.014664,0.071331,0.110232,0.139981,0.042732,3.913331,166.433393,4.140620,296.793842,0.464932,276.379173,126.509495,190.255191,162.018186,49.685877,15.152810,45.899733,52.053738,13.857086,0.845464,4.651575,115.898673,939.604217,7.763863,2012.868152,117.996613,43.075087,0.586879,963.513652
42,website_phishing.npz,tabular,0.599409,0.491500,0.611234,0.730229,0.489283,0.678788,0.597044,0.675831,0.663415,0.738359,0.690613,0.669327,0.705839,0.523577,0.689431,0.380044,0.617886,0.432373,0.479675,0.581178,0.566297,0.523600,0.686918,0.541759,0.180692,-0.014092,0.148798,0.381673,0.134812,0.303070,0.268646,0.326671,0.270700,0.334885,0.336410,0.277876,0.336627,0.028077,0.328652,0.006211,0.274507,0.006750,-0.000238,0.235781,0.244890,0.000600,0.291668,0.005866,0.159193,0.017783,0.111270,0.278827,0.147646,0.219961,0.223857,0.268620,0.221781,0.243393,0.245429,0.202332,0.238773,0.047826,0.239387,0.007585,0.209998,0.009371,0.044299,0.213407,0.227634,0.012500,0.203495,0.101720,0.059593,14.691636,0.090463,62.441585,0.025233,71.719817,33.305429,52.410160,13.661963,8.577614,0.168629,51.802077,1.096145,1.608131,0.034897,0.045853,37.212984,14.825399,1.206722,510.969884,34.493821,9.092766,0.028119,23.565163
43,optical_recognition_of_handwritten_digits.npz,tabular,0.732932,0.776877,0.654460,0.467957,0.493591,0.564635,0.661784,0.591263,0.336647,0.687314,0.642532,0.502311,0.767983,0.859273,0.834685,0.518179,0.643474,0.599529,0.116401,0.707560,0.684750,0.919173,0.794664,0.697358,0.620715,0.671250,0.554285,0.277653,0.379185,0.402854,0.524077,0.413767,0.145079,0.573174,0.502177,0.317237,0.634163,0.752335,0.689150,0.357582,0.453877,0.449467,0.000310,0.567244,0.536680,0.833237,0.720655,0.600710,0.744865,0.776794,0.716799,0.399103,0.598799,0.538846,0.623722,0.524878,0.395582,0.696576,0.637860,0.464027,0.731114,0.793108,0.748018,0.475150,0.541701,0.550970,0.046267,0.647113,0.617502,0.839728,0.832360,0.725853,0.601697,95.100882,1.303630,528.705013,0.192000,184.010069,88.145307,150.236814,175.655972,8.533647,10.275139,30.489473,25.030913,7.073027,0.925274,0.906772,161.114782,591.428352,83.958869,2572.085611,97.735005,48.187822,1.486328,333.412431
44,siberian_weather_stats.npz,tabular,0.385928,0.243781,0.342573,0.317697,0.302772,0.303483,0.254442,0.257285,0.326937,0.330064,0.310021,0.307747,0.332623,0.332196,0.323667,0.238237,0.273632,0.285004,0.329780,0.248756,0.246861,0.263000,0.381805,0.315600,0.058843,0.017688,0.021091,0.036429,0.022087,0.030659,0.022243,0.024960,0.003182,0.028100,0.032640,0.022301,0.043635,-0.000780,0.037539,0.017299,0.028438,0.026489,0.012516,0.020007,0.023916,0.003000,0.027576,0.020100,0.087296,0.069890,0.088155,0.068688,0.095022,0.097931,0.086207,0.081989,0.056575,0.057907,0.096950,0.082518,0.110398,0.008842,0.096529,0.050475,0.090265,0.067689,0.055531,0.080272,0.080763,0.026100,0.075506,0.021900,0.066420,14.251537,0.178169,71.834181,0.017461,49.474461,34.056524,56.496440,20.003477,7.974598,0.623844,53.471773,6.518882,5.702512,0.052078,0.139988,82.506789,6.356166,28.553384,32.996188,40.670960,9.691399,0.034537,13.986377
45,orbit_classification_for_prediction_nasa.npz,tabular,0.857724,0.590592,0.674216,0.547038,0.818235,0.657259,0.583972,0.523810,0.488037,0.580139,0.589779,0.811266,0.614402,0.724274,0.468641,0.373635,0.479675,0.481998,0.857143,0.511808,0.633682,0.436702,0.839837,0.856562,0.041110,0.087954,0.107778,0.043893,0.067057,0.105652,0.030492,0.049499,0.035773,-0.020169,0.049917,0.230694,0.058486,-0.046498,0.047686,0.002103,0.022221,0.044308,-0.001018,0.049931,0.022475,-0.004256,-0.023856,-0.002030,0.017447,0.064161,0.107439,0.118472,0.044437,0.149167,0.067945,0.086281,0.088168,0.054211,0.106163,0.136101,0.056239,0.010950,0.100161,0.004127,0.081261,0.046045,0.000350,0.083507,0.059972,0.000944,0.006437,0.000354,0.110751,20.847444,0.229024,96.026603,0.023233,67.109253,44.937066,70.985481,21.155984,11.048346,0.177042,64.877832,9.114319,1.875483,0.039800,0.107146,64.302864,28.810132,1.032504,200.246728,43.289406,12.953002,0.370376,68.140999
46,magic_gamma_telescope.npz,tabular,0.701370,0.528653,0.706471,0.576258,0.763476,0.675601,0.639364,0.643484,0.557396,0.609161,0.629383,0.723239,0.565057,0.588859,0.556156,0.620782,0.620262,0.586859,0.616562,0.587492,0.577318,0.529573,0.648625,0.657266,0.100157,0.002389,0.110543,0.020288,0.261405,0.096660,0.088462,0.094121,-0.011657,0.055759,0.059758,0.153162,0.003008,0.026738,0.009729,0.046346,0.057582,0.027637,0.147712,0.032826,0.040897,-0.000116,0.000794,0.076704,0.119817,0.000671,0.131394,0.008221,0.184844,0.067750,0.062114,0.067707,0.013140,0.039116,0.026886,0.131049,0.069688,0.010056,0.002980,0.016293,0.054337,0.012615,0.101418,0.020963,0.037199,0.012648,0.001171,0.028691,3.878249,466.722493,0.605424,497.396926,1.488111,309.811778,230.219398,414.420629,550.350417,14.562380,0.620364,93.767929,6.971753,9.542366,0.287059,0.190496,137.641819,8390.338967,29.290447,841.280656,241.383599,246.482343,4.877361,4868.108662
47,raisin.npz,tabular,0.828889,0.844444,0.844444,0.876667,0.555556,0.790222,0.866667,0.835333,0.754667,0.867111,0.787556,0.736222,0.768889,0.533111,0.845556,0.622222,0.865556,0.676667,0.556667,0.856667,0.870741,0.524222,0.813333,0.552200,0.432063,0.473997,0.473983,0.567030,0.277855,0.339252,0.537265,0.451872,0.288271,0.538656,0.331071,0.234598,0.288567,0.003293,0.477066,0.058802,0.534008,0.123890,0.055115,0.508305,0.549383,0.002600,0.392108,0.009900,0.366872,0.393435,0.376819,0.462730,0.293620,0.334734,0.437985,0.398744,0.295337,0.439368,0.373977,0.256325,0.339398,0.003203,0.398020,0.048199,0.435888,0.094234,0.137685,0.414592,0.451058,0.002837,0.391671,0.008700,0.012429,5.583528,0.040919,55.213648,0.009897,25.832957,19.900341,36.955330,4.527622,5.472154,0.137907,33.250552,0.852492,0.788412,0.620007,0.020226,45.700674,25.862390,0.844446,33.124168,27.994819,2.532041,0.175169,4.421392
48,patient_treatment_classification.npz,tabular,0.583862,0.520852,0.663645,0.603354,0.570943,0.629949,0.608930,0.613962,0.612466,0.594651,0.629556,0.639544,0.612194,0.595648,0.609474,0.528740,0.676564,0.528800,0.593382,0.607132,0.599547,0.527600,0.597643,0.596300,0.027919,0.001473,0.096333,0.042293,0.023169,0.065257,0.052772,0.054080,0.040246,0.036854,0.065429,0.071580,0.049410,0.000055,0.047407,0.002498,0.124355,0.003100,0.000661,0.045405,0.040659,0.002500,0.002503,0.001900,0.021377,0.001777,0.060449,0.028105,0.059394,0.036671,0.040214,0.029483,0.020876,0.023736,0.038427,0.038942,0.030201,0.000161,0.030987,0.002051,0.089800,0.002800,0.002451,0.033790,0.030792,0.001100,0.002779,0.000500,0.634526,110.257329,1.347263,304.012325,0.140403,111.812367,108.025195,170.259461,100.902013,31.522369,2.286386,43.086937,3.345094,2.118709,0.064032,0.134349,69.670880,2689.100000,5.645130,630.310117,110.161689,57.487654,5.416235,465.409206
49,fetal_health_classification.npz,tabular,0.781750,0.774224,0.701317,0.473659,0.717780,0.663844,0.636218,0.596143,0.733866,0.576670,0.671496,0.616494,0.654280,0.607244,0.644403,0.493321,0.509407,0.786924,0.731891,0.559737,0.601223,0.680339,0.767639,0.705080,0.040721,0.005604,0.266426,0.053153,0.188139,0.223733,0.056792,0.177607,0.103379,0.135171,0.231047,0.175383,0.199639,0.152396,0.187585,-0.038886,0.118950,0.208763,0.181306,0.113440,0.078333,0.212165,0.391807,0.226246,0.041032,0.011077,0.234193,0.135139,0.154067,0.190742,0.066249,0.166403,0.069009,0.142939,0.201432,0.167392,0.203553,0.129882,0.201881,0.031610,0.161170,0.099103,0.171364,0.132715,0.098551,0.113874,0.262896,0.100298,0.091562,28.504336,0.256270,94.776417,0.046122,61.056872,52.457509,81.031172,36.767651,14.459395,1.636445,23.426471,2.491379,1.453903,0.059045,0.129791,51.437996,51.728839,26.373333,195.527726,52.186064,46.073627,0.909853,44.264155
50,dermatology.npz,tabular,0.849162,0.955307,0.748603,0.703911,0.706704,0.855680,0.689944,0.835754,0.820112,0.830168,0.908380,0.802793,0.846369,0.914525,0.963687,0.586592,0.849162,0.863128,0.720670,0.893855,0.797765,0.878771,0.963687,0.927374,0.844294,0.920785,0.710945,0.670157,0.642680,0.782032,0.687454,0.768071,0.677291,0.829829,0.874553,0.747144,0.850019,0.824408,0.939648,0.389524,0.701447,0.701047,0.657655,0.860693,0.752698,0.785087,0.933628,0.861831,0.905401,0.909540,0.868539,0.675369,0.791386,0.816841,0.840811,0.788420,0.705360,0.892078,0.903357,0.846778,0.905922,0.816537,0.939210,0.518216,0.703198,0.762297,0.811849,0.863561,0.846909,0.751828,0.927364,0.831038,0.005958,1.637414,0.048343,60.870597,0.004157,12.099099,9.416827,15.938450,4.936184,3.519905,0.193155,15.772088,0.371035,0.492215,0.656307,0.198862,46.301601,3.165524,0.517400,186.725677,9.681579,6.104287,0.077267,0.331887
51,secom.npz,tabular,0.932355,0.927888,0.932355,0.843012,0.894065,0.897043,0.591321,0.817103,0.927632,0.697511,0.868539,0.880664,0.922144,0.511040,0.926484,0.662029,0.625399,0.827058,0.874920,0.610508,0.667262,0.930800,0.922782,0.933600,0.012671,-0.009869,0.012671,-0.005118,0.078711,0.052821,0.002628,0.055378,0.027797,0.000852,0.066831,0.070771,0.067690,0.000252,0.033093,0.008809,0.013173,0.025404,0.084620,-0.004911,-0.000171,0.000900,0.069125,0.015200,0.003274,0.001620,0.003274,0.000071,0.025817,0.007307,0.004357,0.008973,0.005232,0.001428,0.009618,0.010666,0.014927,0.000513,0.006652,0.000762,0.003308,0.001432,0.052781,0.001207,0.003017,0.000900,0.015732,0.003700,0.494372,17.466643,0.924195,100.286231,0.023876,56.285911,37.927236,63.466814,16.973989,4.263660,1.085562,18.067220,0.873959,2.246992,0.044456,0.473210,31.078826,12.514283,10.136856,403.703420,39.055456,20.474737,1.047641,5.175490
52,paris_housing_classification.npz,tabular,0.873400,0.516700,0.568500,0.567900,0.867300,0.591433,0.722960,0.761000,0.630360,0.605680,0.590760,0.838000,0.506700,0.821220,0.504700,0.538660,0.605000,0.564000,0.873500,0.625033,0.632960,0.830200,0.873140,0.873400,-0.000171,0.000943,0.013395,0.015324,0.023863,0.036618,0.017086,-0.000671,0.066819,0.023894,0.022759,0.186748,0.000050,0.014075,0.000012,0.007451,0.037772,-0.029267,0.000000,0.019659,0.042848,0.119218,-0.000614,-0.000171,0.000071,0.000794,0.008582,0.091570,0.031526,0.100599,0.021385,0.000068,0.146589,0.034929,0.070410,0.064495,0.000036,0.000520,0.000029,0.011151,0.036068,0.013923,0.000000,0.045375,0.034118,0.028372,0.000254,0.000036,1.452643,471.389469,4.823771,610.427242,1.031162,265.373981,238.761590,346.115042,720.101640,14.823356,1.582066,77.041916,4.169616,3.887720,0.209575,0.359559,77.499663,5010.539500,25.419957,2684.633150,237.724915,250.064323,7.788736,8672.606842
53,seeds.npz,tabular,0.923810,0.895238,0.909524,0.876190,0.700000,0.862857,0.919048,0.892381,0.755238,0.855238,0.921905,0.825714,0.923810,0.690476,0.919048,0.433333,0.933333,0.552381,0.776190,0.904762,0.922222,0.496190,0.933333,0.733333,0.788921,0.718321,0.757719,0.681118,0.479655,0.645691,0.776905,0.720630,0.465172,0.678321,0.779500,0.592126,0.785207,0.284882,0.773294,0.055635,0.812596,0.121537,0.621001,0.741710,0.783962,0.090413,0.810869,0.360079,0.745849,0.676059,0.749814,0.657402,0.533739,0.639773,0.733455,0.709126,0.450351,0.657218,0.738920,0.599697,0.740284,0.284812,0.727864,0.077345,0.767007,0.138466,0.623821,0.700897,0.739028,0.089624,0.762923,0.319599,0.002643,0.848986,0.026047,60.382638,0.003040,22.498217,7.494398,11.880471,2.756635,2.954199,0.047878,11.471347,0.083548,0.135448,0.018868,0.022668,25.588017,1.003795,0.442070,97.694151,6.132822,0.538445,0.101896,0.189119
54,wine_customer.npz,tabular,0.926966,0.960674,0.938202,0.971910,0.842697,0.915730,0.966292,0.898876,0.866292,0.911236,0.959551,0.924719,0.971910,0.837079,0.966292,0.462921,0.949438,0.623596,0.601124,0.947566,0.958801,0.570787,0.983146,0.500000,0.784706,0.883710,0.818523,0.916757,0.555573,0.760829,0.903367,0.726979,0.645972,0.818541,0.877040,0.786756,0.914880,0.564203,0.897495,0.056151,0.847861,0.228151,0.400997,0.846623,0.878527,0.191441,0.947132,0.098312,0.787240,0.861291,0.808012,0.897431,0.607995,0.718572,0.898543,0.719115,0.652454,0.809017,0.858214,0.746339,0.892585,0.533477,0.875894,0.090065,0.807436,0.251952,0.502082,0.825730,0.870162,0.207350,0.927647,0.154021,0.001291,0.860059,0.015781,51.632634,0.002743,7.097982,5.287490,7.203280,2.926866,2.957481,0.072151,9.299385,0.071319,0.784667,0.016534,0.020030,28.463696,0.756298,0.484202,107.998191,5.720242,3.547495,0.040524,0.151976
55,crowdsourced_mapping.npz,tabular,0.487946,0.406822,0.400520,0.473142,0.772632,0.460478,0.454236,0.485806,0.717515,0.490207,0.492008,0.838000,0.488547,0.484865,0.493768,0.370831,0.447034,0.536361,0.722517,0.443866,0.440732,0.710900,0.565530,0.787936,0.226888,0.130575,0.198440,0.197877,0.234841,0.110998,0.154625,0.145763,0.165863,0.247196,0.151740,0.186748,0.157066,0.158928,0.130748,0.023607,0.141196,0.066007,0.000000,0.137830,0.129268,0.012800,0.305206,0.306868,0.265418,0.252028,0.352974,0.242768,0.269916,0.186013,0.257254,0.213217,0.194769,0.318538,0.324742,0.064495,0.293553,0.179305,0.244734,0.071495,0.184238,0.218715,0.000000,0.213562,0.232307,0.010000,0.446248,0.199020,4.172497,487.303119,3.833720,553.497600,1.033049,315.048086,220.230196,387.511108,873.339318,48.430416,4.818096,77.041916,61.830049,8.116610,0.159748,0.948222,192.700793,1615.244445,13.442588,6457.617806,260.836774,244.531619,2.017403,9547.904647
56,durum_wheat_features.npz,tabular,0.512000,0.337556,0.484667,0.787444,0.485556,0.780074,0.913000,0.806556,0.596711,0.668644,0.524044,0.587074,0.758222,0.580267,0.486556,0.489067,0.809000,0.451111,0.477222,0.810259,0.812133,0.353178,0.600333,0.574111,0.363261,0.000052,0.346517,0.487625,0.345570,0.520726,0.759974,0.527787,0.357729,0.400264,0.382530,0.372192,0.431290,0.224524,0.355050,0.099323,0.543005,0.172148,0.331379,0.527285,0.541769,0.001388,0.404281,0.303549,0.479262,0.006450,0.514468,0.473229,0.468593,0.530483,0.701160,0.525432,0.469158,0.454092,0.520183,0.463849,0.472225,0.233260,0.520858,0.085393,0.510937,0.220493,0.490928,0.508348,0.513174,0.015424,0.536578,0.320104,7.468768,561.690542,8.092546,1230.546875,1.032794,228.719956,198.053349,387.723033,713.472515,40.935182,22.380235,86.277244,5.198262,8.692845,0.156019,8.233281,146.421360,3370.577894,37.221980,1100.257753,223.034835,414.236506,24.963708,2498.089308
57,classification_in_asteroseismology.npz,tabular,0.904096,0.902098,0.852148,0.896104,0.890110,0.923876,0.904096,0.915684,0.860539,0.909291,0.906094,0.926474,0.914086,0.664535,0.929071,0.680919,0.904096,0.660340,0.838162,0.903430,0.904096,0.630800,0.941059,0.794200,0.648989,0.642596,0.447512,0.623625,0.618899,0.714036,0.648989,0.687404,0.495253,0.666040,0.655417,0.723582,0.681480,0.063487,0.726393,0.016567,0.648989,0.061893,0.624329,0.646916,0.648989,-0.015700,0.772699,0.252800,0.581500,0.549316,0.374069,0.562403,0.549563,0.612926,0.581500,0.607632,0.400491,0.590461,0.586440,0.631209,0.606913,0.016604,0.584590,0.003932,0.581500,0.016478,0.531226,0.579987,0.581500,0.001700,0.658371,0.179800,0.014668,7.111572,0.020554,71.149139,0.012806,53.465124,24.427048,35.674672,86.732597,5.122929,0.058305,43.012049,1.537568,0.064649,0.015203,0.067208,19.034348,46.865425,0.922718,426.076128,25.105643,6.079109,0.285816,7.617851
58,birds_bones_and_living_habits.npz,tabular,0.496368,0.457627,0.467312,0.523002,0.564165,0.472639,0.458596,0.465375,0.483777,0.533656,0.545763,0.481356,0.450363,0.425666,0.484262,0.442615,0.479419,0.508475,0.433414,0.502825,0.468119,0.451332,0.542857,0.447942,0.214452,0.252472,0.208132,0.286527,0.309909,0.238761,0.242411,0.275980,0.230161,0.288907,0.394050,0.224317,0.241320,0.159409,0.253282,0.155457,0.282298,0.304458,0.183462,0.332472,0.255274,0.248688,0.321494,0.223776,0.262169,0.328231,0.254373,0.289437,0.380918,0.256666,0.268718,0.270592,0.271367,0.290299,0.416580,0.260748,0.279367,0.165609,0.313435,0.163408,0.288393,0.312950,0.301575,0.341118,0.273159,0.242618,0.444998,0.210545,0.003731,2.254536,0.025733,71.530079,0.004054,30.853065,11.578716,23.783430,9.864735,3.319617,0.246962,18.386597,0.706853,1.897735,0.990107,0.090965,36.301006,4.444178,1.055594,224.815222,11.446192,1.942708,0.015544,0.575347
59,microbes.npz,tabular,0.238319,0.206203,0.212806,0.237519,0.243322,0.210065,0.198099,0.197779,0.236278,0.252206,0.284862,0.587074,0.204402,0.199420,0.198799,0.170725,0.209405,0.227014,0.242121,0.191029,0.195198,0.189600,0.368464,0.248024,0.011562,0.007346,0.033353,0.024837,0.100332,0.034792,0.034006,0.035606,0.033052,0.039818,0.081302,0.372192,0.030857,0.003711,0.033674,0.011549,0.036853,0.042155,0.000584,0.031532,0.033158,0.008900,0.179967,0.004438,0.046349,0.043947,0.078183,0.076785,0.337729,0.084813,0.084111,0.086656,0.077461,0.079245,0.145054,0.463849,0.076734,0.018783,0.081547,0.030367,0.083673,0.090417,0.053849,0.072138,0.085966,0.020400,0.258541,0.014716,4.085206,500.959310,1.187776,554.598489,1.113604,315.096602,219.126766,399.540874,937.083409,76.898862,12.821282,86.277244,62.993918,32.145585,21.616556,1.299782,174.895704,5130.977476,29.161456,6158.398161,222.640256,245.363011,2.040052,4314.662851
60,image_segmentation.npz,tabular,0.585714,0.604762,0.557143,0.466667,0.585714,0.538095,0.656190,0.582857,0.540952,0.567619,0.556190,0.551429,0.666667,0.640952,0.666667,0.474286,0.609524,0.604762,0.423810,0.611111,0.669841,0.462857,0.780952,0.700000,0.420610,0.411955,0.401267,0.362368,0.381482,0.396327,0.482136,0.440057,0.324331,0.428972,0.416376,0.422864,0.538843,0.474850,0.508212,0.272901,0.478374,0.461493,0.237719,0.460092,0.502973,0.257723,0.604440,0.471184,0.565836,0.568225,0.608190,0.551203,0.628917,0.588261,0.603754,0.595205,0.490497,0.594194,0.607396,0.608565,0.661717,0.582730,0.623729,0.386220,0.603088,0.593707,0.531125,0.610592,0.632864,0.394046,0.709495,0.602872,0.001744,1.425415,0.025517,59.744540,0.002986,20.917969,7.641774,19.328806,8.410491,3.684288,0.085989,10.898460,0.333176,1.336436,0.021007,0.138880,39.307600,2.282800,0.151580,40.804438,6.219094,1.020722,0.056173,0.189121
61,water_quality.npz,tabular,0.596718,0.527101,0.560915,0.530582,0.593734,0.537212,0.560219,0.547290,0.596619,0.559125,0.585281,0.549644,0.525609,0.564595,0.521134,0.521333,0.570860,0.520139,0.598707,0.535389,0.563799,0.550800,0.597215,0.597215,0.006656,0.002252,0.005003,0.002734,0.027975,0.005021,0.007836,0.005499,0.018171,0.008114,0.026151,0.008473,-0.001758,0.016743,0.000258,0.001815,0.019231,0.000790,0.001919,0.003217,0.002014,0.001700,0.000477,0.000477,0.002128,0.001191,0.000659,0.001117,0.010594,0.002356,0.001923,0.003704,0.007851,0.004519,0.011986,0.002743,0.000119,0.011479,0.000074,0.001630,0.011434,0.002679,0.005254,0.001855,0.000382,0.000500,0.001331,0.000670,0.096497,28.193796,0.257959,129.781493,0.047395,52.617826,52.763649,67.050820,16.551840,12.907484,2.997145,20.951100,1.829240,0.984369,0.037461,0.127226,75.960214,88.678021,8.957595,1207.486643,50.003218,16.771377,0.050869,104.247571
62,insurance_company_benchmark.npz,tabular,0.940055,0.934387,0.773446,0.813638,0.891446,0.582847,0.767468,0.760907,0.929028,0.752628,0.875129,0.807798,0.940055,0.654620,0.681037,0.928993,0.567846,0.929062,0.894881,0.603172,0.842150,0.939700,0.935933,0.940055,0.004382,0.062688,0.060524,-0.024658,0.071491,0.006690,0.009347,0.002957,0.041810,-0.007361,0.047508,0.043393,-0.000321,0.014818,0.036864,0.060882,0.006795,0.047021,0.044024,-0.003356,0.006222,0.004600,0.018540,-0.000321,0.001536,0.010859,0.014269,0.002214,0.015797,0.002466,0.005419,0.000107,0.007380,0.000627,0.005247,0.006843,0.000093,0.001852,0.013517,0.009340,0.003768,0.005872,0.026665,0.003555,0.002792,0.001000,0.003160,0.000047,1.946834,219.181785,1.915079,602.669910,0.555982,149.846125,144.206471,190.007846,150.865126,9.629263,4.773657,55.614260,1.021736,5.349502,0.470767,0.472355,112.640993,400.709257,7.735263,5578.794241,139.646003,96.237174,37.384889,2027.703639
63,harbermans_survival.npz,tabular,0.738562,0.522876,0.741830,0.624183,0.715686,0.669935,0.606536,0.626144,0.708497,0.637255,0.666667,0.671242,0.748366,0.735294,0.751634,0.689542,0.578431,0.529400,0.653595,0.583878,0.607843,0.534641,0.738562,0.738562,0.068937,-0.002302,0.105028,0.059064,0.150345,0.081317,0.007760,0.055316,0.065527,0.077550,0.103998,0.085635,0.146191,0.000000,0.155578,0.015625,0.021367,0.000600,0.173650,0.024291,0.042903,0.002050,0.011577,0.011577,0.025315,0.000007,0.039731,0.073493,0.067388,0.032950,0.006930,0.027795,0.035672,0.044703,0.070356,0.033387,0.059622,0.007440,0.065437,0.009933,0.016971,0.005600,0.060338,0.018427,0.021593,0.005038,0.014531,0.007542,0.002206,1.251896,0.007527,65.247607,0.003754,11.096975,9.711017,14.205174,2.430778,4.363097,0.180120,15.475655,0.115401,0.166784,0.006649,0.053857,28.591078,2.095300,0.549024,168.165438,9.514856,1.407229,0.011432,0.833016
