batch,version,variant,control_variant,dataset,protocol,source_catalog,n_runs,seeds,n_samples,n_features,n_clusters,ari_mean,ari_std,nmi_mean,nmi_std,acc_mean,acc_std,head_ari_mean,head_ari_std,kmeans_ari_mean,kmeans_ari_std,ari_vs_control,head_ari_vs_control,kmeans_ari_vs_control,ari_vs_ahdpc,ari_vs_hdpc,gate_mean_active,target_gate_mean_active,risk_help_mean_active,reconstruction_help_mean_active,cluster_help_mean_active,edge_consistency_mean_active,temporal_recurrence_mean_active,graph_mean_active,topology_trust_mean,effective_neighbor_count,source_sha256_count,k_source,labels_used_during_fit,provenance_status,evidence_tier,notes
v9_advantage_ablation,V9,v9_full,v9_nomix,vehicle,raw_related_advantage,ablation_runs.csv + run_record.json,3,123|42|7,846,18,4,0.07486536316044129,0.009930540057345835,0.11259096684181706,0.008038019009031156,0.3951930654058313,0.025932990814664016,,,,,-0.011436264001038643,,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV/run_record identity retained,3-seed paired ablation,The underlying run_record/CSV has the real dataset; generated summary.json says dataset=adhoc and omits source metadata.
v9_advantage_ablation,V9,v9_nomix,v9_nomix,vehicle,raw_related_advantage,ablation_runs.csv + run_record.json,3,123|42|7,846,18,4,0.08630162716147993,0.027375855391420335,0.12356728646637959,0.025877389631137206,0.4066193853427896,0.03606653972196777,,,,,0.0,,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV/run_record identity retained,3-seed paired ablation,The underlying run_record/CSV has the real dataset; generated summary.json says dataset=adhoc and omits source metadata.
v9_advantage_ablation,V9,v9_random,v9_nomix,vehicle,raw_related_advantage,ablation_runs.csv + run_record.json,3,123|42|7,846,18,4,0.07499630909667078,0.010049279533938447,0.11274633084645191,0.008180642498779199,0.3951930654058313,0.025932990814664016,,,,,-0.011305318064809153,,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV/run_record identity retained,3-seed paired ablation,The underlying run_record/CSV has the real dataset; generated summary.json says dataset=adhoc and omits source metadata.
v9_advantage_ablation,V9,v9_static,v9_nomix,vehicle,raw_related_advantage,ablation_runs.csv + run_record.json,3,123|42|7,846,18,4,0.08365803820732477,0.0031864932432678263,0.11960131460719131,0.002837112499222561,0.4141055949566588,0.004475105079432846,,,,,-0.00264358895415516,,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV/run_record identity retained,3-seed paired ablation,The underlying run_record/CSV has the real dataset; generated summary.json says dataset=adhoc and omits source metadata.
v9_advantage_ablation,V9,v9_full,v9_nomix,vertebral_column,raw_related_advantage,ablation_runs.csv + run_record.json,3,123|42|7,310,6,2,0.23399849286975907,0.007167774836397738,0.218225684777021,0.011011971400261245,0.7430107526881721,0.0037248404463846277,,,,,-0.017061309644922223,,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV/run_record identity retained,3-seed paired ablation,The underlying run_record/CSV has the real dataset; generated summary.json says dataset=adhoc and omits source metadata.
v9_advantage_ablation,V9,v9_nomix,v9_nomix,vertebral_column,raw_related_advantage,ablation_runs.csv + run_record.json,3,123|42|7,310,6,2,0.2510598025146813,0.013027648170815536,0.22443076939996956,0.01587107993583501,0.7516129032258064,0.006451612903225823,,,,,0.0,,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV/run_record identity retained,3-seed paired ablation,The underlying run_record/CSV has the real dataset; generated summary.json says dataset=adhoc and omits source metadata.
v9_advantage_ablation,V9,v9_random,v9_nomix,vertebral_column,raw_related_advantage,ablation_runs.csv + run_record.json,3,123|42|7,310,6,2,0.23399849286975907,0.007167774836397738,0.218225684777021,0.01101197140026124,0.7430107526881721,0.0037248404463846277,,,,,-0.017061309644922223,,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV/run_record identity retained,3-seed paired ablation,The underlying run_record/CSV has the real dataset; generated summary.json says dataset=adhoc and omits source metadata.
v9_advantage_ablation,V9,v9_static,v9_nomix,vertebral_column,raw_related_advantage,ablation_runs.csv + run_record.json,3,123|42|7,310,6,2,0.24245303611773675,0.007491496180857952,0.22120807311115934,0.014591388521736916,0.7473118279569891,0.003724840446384692,,,,,-0.008606766396944548,,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV/run_record identity retained,3-seed paired ablation,The underlying run_record/CSV has the real dataset; generated summary.json says dataset=adhoc and omits source metadata.
v12_advantage,V12,v12_full,v12_nomix,banknote_authentication,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,1372,4,2,0.04114747940132802,0.010087359384471735,0.025685791812335268,0.006829702197287517,0.6027696793002916,0.012042792741879256,0.04114747940132802,0.010087359384471735,,,0.01923856243607206,0.01923856243607206,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_nomix,v12_nomix,banknote_authentication,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,1372,4,2,0.02190891696525596,0.001919424463327923,0.015311218329533942,0.0027743295404141187,0.5753158406219631,0.00294566463872257,0.02190891696525596,0.001919424463327923,,,0.0,0.0,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_full,v12_nomix,glass_identification,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,214,9,6,0.25680588622457184,0.00894652918550136,0.4129583639586592,0.027529046949249722,0.5389408099688473,0.026571218238679077,0.25680588622457184,0.00894652918550136,,,0.005115903130906041,0.005115903130906041,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_nomix,v12_nomix,glass_identification,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,214,9,6,0.2516899830936658,0.012212910616088923,0.4060855414911631,0.03197247852153299,0.5280373831775701,0.01684837044609338,0.2516899830936658,0.012212910616088923,,,0.0,0.0,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_full,v12_nomix,image_segmentation,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,210,19,7,0.24615633033869952,0.03749273303199489,0.3759116003444353,0.026679128210445695,0.4777777777777778,0.027492869961410718,0.24615633033869952,0.03749273303199489,,,-0.00455477186715178,-0.00455477186715178,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_nomix,v12_nomix,image_segmentation,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,210,19,7,0.2507111022058513,0.009301410111693597,0.36718822672661394,0.014673738493717886,0.48888888888888893,0.005498573992282162,0.2507111022058513,0.009301410111693597,,,0.0,0.0,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_full,v12_nomix,ionosphere,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,351,34,2,0.17098066776858226,0.014147475325510275,0.124584283628376,0.013992824872208808,0.7084520417853751,0.008224362808969021,0.17098066776858226,0.014147475325510275,,,-0.007887719693271456,-0.007887719693271456,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_nomix,v12_nomix,ionosphere,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,351,34,2,0.1788683874618537,0.0025323296470541245,0.1310623421059526,0.001526616854346515,0.7132003798670464,0.0016448725617938425,0.1788683874618537,0.0025323296470541245,,,0.0,0.0,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_full,v12_nomix,rice_dataset_cammeo_and_osmancik,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,3810,7,2,0.2702621630819356,0.010134594199468624,0.253161320194806,0.004802277698853939,0.7601924759405074,0.004842027682247338,0.2702621630819356,0.010134594199468624,,,-0.03969049074408959,-0.03969049074408959,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_nomix,v12_nomix,rice_dataset_cammeo_and_osmancik,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,3810,7,2,0.3099526538260252,0.03884109162426322,0.263425917920165,0.01893527476339579,0.7781277340332459,0.017693351864004565,0.3099526538260252,0.03884109162426322,,,0.0,0.0,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_full,v12_nomix,satellite_image,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,6435,36,6,0.5296278353807805,0.007248378072737894,0.6337548763131785,0.002023106175081668,0.7030821030821031,0.004845728036336434,0.5296278353807805,0.007248378072737894,,,-0.003212097308917361,-0.003212097308917361,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_nomix,v12_nomix,satellite_image,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,6435,36,6,0.5328399326896979,0.004016636328405101,0.6360179184576568,0.00043903822101449527,0.7081585081585082,0.002500928817316392,0.5328399326896979,0.004016636328405101,,,0.0,0.0,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_full,v12_nomix,seeds,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,210,7,3,0.37403737738351445,0.022348642630971333,0.43822640957439357,0.016300343622592254,0.6984126984126985,0.00991269523555304,0.37403737738351445,0.022348642630971333,,,-0.0098129871318835,-0.0098129871318835,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_nomix,v12_nomix,seeds,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,210,7,3,0.38385036451539795,0.017656310226975874,0.44453869179796035,0.013213955441385383,0.707936507936508,0.00549857399228213,0.38385036451539795,0.017656310226975874,,,0.0,0.0,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_full,v12_nomix,spectf_heart,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,80,44,2,0.07955706231752688,0.01720616801889342,0.1870178556536655,0.04322266264086163,0.6458333333333334,0.014433756729740658,0.07955706231752688,0.01720616801889342,,,0.033308159747957006,0.033308159747957006,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_nomix,v12_nomix,spectf_heart,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,80,44,2,0.04624890256956987,0.033797684472136075,0.15732820371313866,0.04856705039678249,0.6083333333333333,0.0381881307912987,0.04624890256956987,0.033797684472136075,,,0.0,0.0,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_full,v12_nomix,statlog_image_segmentation,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,2310,19,7,0.42297940014301494,0.014217936486781803,0.548904546292634,0.007115050402875016,0.5906204906204906,0.008938459258844808,0.42297940014301494,0.014217936486781803,,,0.013466217135254699,0.013466217135254699,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_nomix,v12_nomix,statlog_image_segmentation,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,2310,19,7,0.40951318300776024,0.015970706634573933,0.5305674887142983,0.008638669125666255,0.5848484848484848,0.015769701818257133,0.40951318300776024,0.015970706634573933,,,0.0,0.0,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_full,v12_nomix,vehicle,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,846,18,4,0.07428202128353424,0.0099125480528736,0.1120791614668854,0.007904515338386063,0.39322301024428685,0.029440297625252368,0.07428202128353424,0.0099125480528736,,,-0.0038335962925337003,-0.0038335962925337003,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_nomix,v12_nomix,vehicle,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,846,18,4,0.07811561757606794,0.013979023754161664,0.11580354397529596,0.012492198335552,0.39913317572892043,0.03418372139754762,0.07811561757606794,0.013979023754161664,,,0.0,0.0,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_full,v12_nomix,vertebral_column,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,310,6,2,0.24078184861789395,0.02952707123030271,0.2222683442372174,0.0127147474036533,0.7462365591397849,0.015244566536298744,0.24078184861789395,0.02952707123030271,,,-0.0037586247880026513,-0.0037586247880026513,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_nomix,v12_nomix,vertebral_column,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,310,6,2,0.2445404734058966,0.00017931734663659445,0.2243809958042068,0.012503097217553537,0.7483870967741936,0.0,0.2445404734058966,0.00017931734663659445,,,0.0,0.0,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_full,v12_nomix,wine,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,178,13,3,0.3681304631118421,0.05006162019669226,0.4099229211040704,0.06570795134354628,0.7247191011235955,0.03127957507207874,0.3681304631118421,0.05006162019669226,,,-0.013303813783448193,-0.013303813783448193,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v12_advantage,V12,v12_nomix,v12_nomix,wine,raw_related_advantage,runs.csv + per-run summary.json,3,123|42|7,178,13,3,0.3814342768952903,0.013816688593850388,0.4211895560837145,0.03773816557258148,0.7265917602996255,0.017163204850021915,0.3814342768952903,0.013816688593850388,,,0.0,0.0,,,,,,,,,,,,,,1,runner_code:np.unique(y),code_audit_false,partial_summary_dataset_adhoc; CSV contains source hash,3-seed paired mechanism comparison,"V12 risk summary is available, but summary.json lacks source_path, K protocol, and explicit label flag."
v11_minimum_5x3,V11,V11_full,V11_nomix,Mouse_retina,extended_5_dataset_multiseed,gpu*/comparison.csv + per-run summary.json,3,123|42|7,8352,6198,5,0.749517689383195,0.03818566566202835,0.6832040699053245,0.016507388904002614,0.8769955300127714,0.016181669080280632,0.749517689383195,0.03818566566202835,0.7483973420420517,0.05597610997438014,0.0006088646954117705,0.0006088646954117705,-0.03566937335324405,,,,,,,,,,,,,1,benchmark_oracle_from_y,code_audit_false; field absent,source_hash_and_k_protocol_present; explicit label flag absent,5-dataset x 3-seed paired candidate,Candidate minimum combiner; not a universal V11 claim and not the same data manifest as V14.
v11_minimum_5x3,V11,V11_nomix,V11_nomix,Mouse_retina,extended_5_dataset_multiseed,gpu*/comparison.csv + per-run summary.json,3,123|42|7,8352,6198,5,0.7489088246877832,0.01823211778814244,0.6793425895264144,0.01497313992439067,0.8811861430395913,0.0049574363758597825,0.7489088246877832,0.01823211778814244,0.7840667153952957,0.07771910556135457,0.0,0.0,0.0,,,,,,,,,,,,,1,benchmark_oracle_from_y,code_audit_false; field absent,source_hash_and_k_protocol_present; explicit label flag absent,5-dataset x 3-seed paired candidate,Candidate minimum combiner; not a universal V11 claim and not the same data manifest as V14.
v11_minimum_5x3,V11,V11_full,V11_nomix,breast_cancer_wisconsin_original,extended_5_dataset_multiseed,gpu*/comparison.csv + per-run summary.json,3,123|42|7,683,9,2,0.8947030595481485,0.0032229092796878366,0.8200623774307095,0.005192856045100571,0.9731576378721328,0.0008453151818296292,0.8947030595481485,0.0032229092796878366,0.8965834941896871,0.005604488062870554,-4.546022877471856e-06,-4.546022877471856e-06,0.005591484046462036,,,,,,,,,,,,,1,benchmark_oracle_from_y,code_audit_false; field absent,source_hash_and_k_protocol_present; explicit label flag absent,5-dataset x 3-seed paired candidate,Candidate minimum combiner; not a universal V11 claim and not the same data manifest as V14.
v11_minimum_5x3,V11,V11_nomix,V11_nomix,breast_cancer_wisconsin_original,extended_5_dataset_multiseed,gpu*/comparison.csv + per-run summary.json,3,123|42|7,683,9,2,0.894707605571026,0.011626901652020705,0.8182175154779757,0.015738148673994853,0.9731576378721328,0.0030478272320148313,0.894707605571026,0.011626901652020705,0.890992010143225,0.014769385674202426,0.0,0.0,0.0,,,,,,,,,,,,,1,benchmark_oracle_from_y,code_audit_false; field absent,source_hash_and_k_protocol_present; explicit label flag absent,5-dataset x 3-seed paired candidate,Candidate minimum combiner; not a universal V11 claim and not the same data manifest as V14.
v11_minimum_5x3,V11,V11_full,V11_nomix,enron,extended_5_dataset_multiseed,gpu*/comparison.csv + per-run summary.json,3,123|42|7,9999,4096,2,0.7743900035218377,0.07051224202279754,0.717206446421422,0.07394139258292161,0.9396939693969397,0.02021018768474785,0.7743900035218377,0.07051224202279754,0.8091654687225208,0.08043905708691573,-0.007787270756682618,-0.007787270756682618,0.00024632773671640074,,,,,,,,,,,,,1,benchmark_oracle_from_y,code_audit_false; field absent,source_hash_and_k_protocol_present; explicit label flag absent,5-dataset x 3-seed paired candidate,Candidate minimum combiner; not a universal V11 claim and not the same data manifest as V14.
v11_minimum_5x3,V11,V11_nomix,V11_nomix,enron,extended_5_dataset_multiseed,gpu*/comparison.csv + per-run summary.json,3,123|42|7,9999,4096,2,0.7821772742785204,0.05447245176462793,0.7227803158406907,0.04930523093055987,0.942027536086942,0.015558333563122001,0.7821772742785204,0.05447245176462793,0.8089191409858044,0.059909093787750944,0.0,0.0,0.0,,,,,,,,,,,,,1,benchmark_oracle_from_y,code_audit_false; field absent,source_hash_and_k_protocol_present; explicit label flag absent,5-dataset x 3-seed paired candidate,Candidate minimum combiner; not a universal V11 claim and not the same data manifest as V14.
v11_minimum_5x3,V11,V11_full,V11_nomix,har,extended_5_dataset_multiseed,gpu*/comparison.csv + per-run summary.json,3,123|42|7,735,561,6,0.3815046607896364,0.004759852871475416,0.5741406380867763,0.005750899766669258,0.4884353741496599,0.006802721088435382,0.3815046607896364,0.004759852871475416,0.37954341966422184,0.0030262308077439026,0.00011204024455424566,0.00011204024455424566,0.0020370336358438434,,,,,,,,,,,,,1,benchmark_oracle_from_y,code_audit_false; field absent,source_hash_and_k_protocol_present; explicit label flag absent,5-dataset x 3-seed paired candidate,Candidate minimum combiner; not a universal V11 claim and not the same data manifest as V14.
v11_minimum_5x3,V11,V11_nomix,V11_nomix,har,extended_5_dataset_multiseed,gpu*/comparison.csv + per-run summary.json,3,123|42|7,735,561,6,0.38139262054508216,0.004598138033099677,0.5719335174819689,0.006163655859926602,0.48707482993197276,0.0062347968638854865,0.38139262054508216,0.004598138033099677,0.377506386028378,0.001526938544434173,0.0,0.0,0.0,,,,,,,,,,,,,1,benchmark_oracle_from_y,code_audit_false; field absent,source_hash_and_k_protocol_present; explicit label flag absent,5-dataset x 3-seed paired candidate,Candidate minimum combiner; not a universal V11 claim and not the same data manifest as V14.
v11_minimum_5x3,V11,V11_full,V11_nomix,spambase,extended_5_dataset_multiseed,gpu*/comparison.csv + per-run summary.json,3,123|42|7,4601,57,2,0.4678475454232684,0.06071527542719252,0.36272138466482423,0.064224808741178,0.8424255596609432,0.021861182093561585,0.4678475454232684,0.06071527542719252,0.4815620031575341,0.06764240149603584,0.004696631405787854,0.004696631405787854,0.06499279430868876,,,,,,,,,,,,,1,benchmark_oracle_from_y,code_audit_false; field absent,source_hash_and_k_protocol_present; explicit label flag absent,5-dataset x 3-seed paired candidate,Candidate minimum combiner; not a universal V11 claim and not the same data manifest as V14.
v11_minimum_5x3,V11,V11_nomix,V11_nomix,spambase,extended_5_dataset_multiseed,gpu*/comparison.csv + per-run summary.json,3,123|42|7,4601,57,2,0.46315091401748054,0.0559350901627675,0.3587461610196536,0.05954578089687774,0.840831703252916,0.02026007251873754,0.46315091401748054,0.0559350901627675,0.41656920884884535,0.04525931221596914,0.0,0.0,0.0,,,,,,,,,,,,,1,benchmark_oracle_from_y,code_audit_false; field absent,source_hash_and_k_protocol_present; explicit label flag absent,5-dataset x 3-seed paired candidate,Candidate minimum combiner; not a universal V11 claim and not the same data manifest as V14.
static_gate_legacy_table,StaticGate,static_gate_constant_gate,static_gate_nomix,Campbell,historical_merged_summary,ablation/merged_summary.csv,1,42,9993,26774,14,0.05659299559098457,0.0,0.4478251281304356,0.0,0.3615530871610127,0.0,,,,,0.000877263051396647,,,,,,,,,,,,,,,0,table_only,,metrics_table_without_source_hash_or_label_flag,multi-seed legacy ablation table,Useful for mechanism direction only; do not merge with V9 paper-preprocess rows.
static_gate_legacy_table,StaticGate,static_gate_edge_only,static_gate_nomix,Campbell,historical_merged_summary,ablation/merged_summary.csv,1,42,9993,26774,14,0.04502597533897405,0.0,0.23187561577680182,0.0,0.24437105974181927,0.0,,,,,-0.010689757200613867,,,,,,,,,,,,,,,0,table_only,,metrics_table_without_source_hash_or_label_flag,multi-seed legacy ablation table,Useful for mechanism direction only; do not merge with V9 paper-preprocess rows.
static_gate_legacy_table,StaticGate,static_gate_far_neighbors,static_gate_nomix,Campbell,historical_merged_summary,ablation/merged_summary.csv,1,42,9993,26774,14,0.045994390833936874,0.0,0.21557726205625918,0.0,0.24056839787851497,0.0,,,,,-0.009721341705651046,,,,,,,,,,,,,,,0,table_only,,metrics_table_without_source_hash_or_label_flag,multi-seed legacy ablation table,Useful for mechanism direction only; do not merge with V9 paper-preprocess rows.
static_gate_legacy_table,StaticGate,static_gate_full,static_gate_nomix,Campbell,historical_merged_summary,ablation/merged_summary.csv,1,42,9993,26774,14,0.08618128807034943,0.0,0.43373883257062756,0.0,0.41679175422795955,0.0,,,,,0.03046555553076151,,,,,,,,,,,,,,,0,table_only,,metrics_table_without_source_hash_or_label_flag,multi-seed legacy ablation table,Useful for mechanism direction only; do not merge with V9 paper-preprocess rows.
static_gate_legacy_table,StaticGate,static_gate_gate_only,static_gate_nomix,Campbell,historical_merged_summary,ablation/merged_summary.csv,1,42,9993,26774,14,0.04680310268335154,0.0,0.2332900709631895,0.0,0.23646552586810768,0.0,,,,,-0.008912629856236379,,,,,,,,,,,,,,,0,table_only,,metrics_table_without_source_hash_or_label_flag,multi-seed legacy ablation table,Useful for mechanism direction only; do not merge with V9 paper-preprocess rows.
static_gate_legacy_table,StaticGate,static_gate_no_topology_features,static_gate_nomix,Campbell,historical_merged_summary,ablation/merged_summary.csv,1,42,9993,26774,14,0.07103885643349436,0.0,0.2144558474637383,0.0,0.2879015310717502,0.0,,,,,0.015323123893906443,,,,,,,,,,,,,,,0,table_only,,metrics_table_without_source_hash_or_label_flag,multi-seed legacy ablation table,Useful for mechanism direction only; do not merge with V9 paper-preprocess rows.
static_gate_legacy_table,StaticGate,static_gate_nomix,static_gate_nomix,Campbell,historical_merged_summary,ablation/merged_summary.csv,1,42,9993,26774,14,0.05571573253958792,0.0,0.3873865625949689,0.0,0.3787651355949164,0.0,,,,,0.0,,,,,,,,,,,,,,,0,table_only,,metrics_table_without_source_hash_or_label_flag,multi-seed legacy ablation table,Useful for mechanism direction only; do not merge with V9 paper-preprocess rows.
static_gate_legacy_table,StaticGate,static_gate_random_neighbors,static_gate_nomix,Campbell,historical_merged_summary,ablation/merged_summary.csv,1,42,9993,26774,14,0.05186013026534371,0.0,0.4032387667504413,0.0,0.38476933853697587,0.0,,,,,-0.0038556022742442103,,,,,,,,,,,,,,,0,table_only,,metrics_table_without_source_hash_or_label_flag,multi-seed legacy ablation table,Useful for mechanism direction only; do not merge with V9 paper-preprocess rows.
static_gate_legacy_table,StaticGate,static_gate_constant_gate,static_gate_nomix,ISOLET,historical_merged_summary,ablation/merged_summary.csv,1,42,7797,617,26,0.5007509722302896,0.0,0.7373097503959702,0.0,0.5697062972938309,0.0,,,,,-0.046491737186588056,,,,,,,,,,,,,,,0,table_only,,metrics_table_without_source_hash_or_label_flag,multi-seed legacy ablation table,Useful for mechanism direction only; do not merge with V9 paper-preprocess rows.
static_gate_legacy_table,StaticGate,static_gate_edge_only,static_gate_nomix,ISOLET,historical_merged_summary,ablation/merged_summary.csv,1,42,7797,617,26,0.5321878407723066,0.0,0.7430876048733713,0.0,0.5685520071822496,0.0,,,,,-0.015054868644571062,,,,,,,,,,,,,,,0,table_only,,metrics_table_without_source_hash_or_label_flag,multi-seed legacy ablation table,Useful for mechanism direction only; do not merge with V9 paper-preprocess rows.
