algorithm,dataset_idx,dataset_name,dataset_type,acc,nmi,ari,time
kmeans,18,letter_recognition.npz,tabular,0.308547,0.392775,0.167031,18.052533
kmeans,19,mammographic_mass.npz,tabular,0.802410,0.298987,0.365045,0.668772
kmeans,20,breast_tissue.npz,tabular,0.547170,0.536047,0.335855,0.544413
kmeans,21,hepatitis.npz,tabular,0.787500,0.146915,0.258097,0.003140
kmeans,22,predicting_pulsar_star.npz,tabular,0.969805,0.615949,0.767573,0.126349
kmeans,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.917399,0.576872,0.695426,0.711588
kmeans,24,wireless_indoor_localization.npz,tabular,0.937500,0.830104,0.840857,0.030416
kmeans,25,date_fruit.npz,tabular,0.759465,0.721483,0.708772,0.037378
kmeans,26,zoo.npz,tabular,0.851485,0.847111,0.804353,0.017573
kmeans,27,htru2.npz,tabular,0.941094,0.429037,0.629754,0.167490
kmeans,28,ionosphere.npz,tabular,0.706553,0.124997,0.167902,0.013372
kmeans,29,music_genre_classification.npz,tabular,0.382000,0.296287,0.182872,0.034245
kmeans,30,spectf_heart.npz,tabular,0.762500,0.254655,0.267330,0.515620
kmeans,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.912598,0.570810,0.680791,0.667169
kmeans,32,ph_recognition.npz,tabular,0.574273,0.633282,0.430122,1.160493
kmeans,33,banknote_authentication.npz,tabular,0.562682,0.012253,0.014995,0.019913
kmeans,34,wine_quality.npz,tabular,0.319926,0.076751,0.048303,0.840132
kmeans,35,cardiovascular_study.npz,tabular,0.709259,0.028566,0.091070,0.049426
kmeans,36,statlog_german_credit.npz,tabular,0.640000,0.013869,0.049901,0.819177
kmeans,37,boston.npz,tabular,0.935065,0.794864,0.793596,0.004715
kmeans,38,seismic_bumps.npz,tabular,0.840557,0.052232,0.155982,0.015929
kmeans,39,dry_bean.npz,tabular,0.879064,0.761221,0.731763,0.240185
kmeans,40,credit_risk_classification.npz,tabular,0.662910,0.000437,0.009821,0.016462
kmeans,41,epileptic_seizure_recognition.npz,tabular,0.237043,0.211966,0.045069,0.845464
kmeans,42,website_phishing.npz,tabular,0.689431,0.239387,0.328652,0.034897
kmeans,43,optical_recognition_of_handwritten_digits.npz,tabular,0.834685,0.748018,0.689150,0.925274
kmeans,44,siberian_weather_stats.npz,tabular,0.323667,0.096529,0.037539,0.052078
kmeans,45,orbit_classification_for_prediction_nasa.npz,tabular,0.468641,0.100161,0.047686,0.039800
kmeans,46,magic_gamma_telescope.npz,tabular,0.556156,0.002980,0.009729,0.287059
kmeans,47,raisin.npz,tabular,0.845556,0.398020,0.477066,0.620007
kmeans,48,patient_treatment_classification.npz,tabular,0.609474,0.030987,0.047407,0.064032
kmeans,49,fetal_health_classification.npz,tabular,0.644403,0.201881,0.187585,0.059045
kmeans,50,dermatology.npz,tabular,0.963687,0.939210,0.939648,0.656307
kmeans,51,secom.npz,tabular,0.926484,0.006652,0.033093,0.044456
kmeans,52,paris_housing_classification.npz,tabular,0.504700,0.000029,0.000012,0.209575
kmeans,53,seeds.npz,tabular,0.919048,0.727864,0.773294,0.018868
kmeans,54,wine_customer.npz,tabular,0.966292,0.875894,0.897495,0.016534
kmeans,55,crowdsourced_mapping.npz,tabular,0.493768,0.244734,0.130748,0.159748
kmeans,56,durum_wheat_features.npz,tabular,0.486556,0.520858,0.355050,0.156019
kmeans,57,classification_in_asteroseismology.npz,tabular,0.929071,0.584590,0.726393,0.015203
kmeans,58,birds_bones_and_living_habits.npz,tabular,0.484262,0.313435,0.253282,0.990107
kmeans,59,microbes.npz,tabular,0.198799,0.081547,0.033674,21.616556
kmeans,60,image_segmentation.npz,tabular,0.666667,0.623729,0.508212,0.021007
kmeans,61,water_quality.npz,tabular,0.521134,0.000074,0.000258,0.037461
kmeans,62,insurance_company_benchmark.npz,tabular,0.681037,0.013517,0.036864,0.470767
kmeans,63,harbermans_survival.npz,tabular,0.751634,0.065437,0.155578,0.006649
kmeans,64,yeast.npz,tabular,0.475394,0.292085,0.211002,0.074624
kmeans,65,heart_disease.npz,tabular,0.494949,0.244306,0.282975,0.008696
kmeans,66,ecoli.npz,tabular,0.817737,0.674591,0.724244,0.027785
kmeans,67,extyaleb.npz,tabular,0.529154,0.424131,0.196955,0.030658
kmeans,68,breast_cancer_coimbra.npz,tabular,0.551724,0.070301,0.001008,0.003411
kmeans,69,student_grade.npz,tabular,0.789873,0.219815,0.327155,0.014929
kmeans,70,human_stress_detection.npz,tabular,0.824088,0.702721,0.622058,0.030946
kmeans,71,fraud_detection_bank.npz,tabular,0.802980,0.231417,0.244111,0.834190
kmeans,72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.784227,0.720541,0.634356,0.423897
kmeans,73,diabetic_retinopathy_debrecen.npz,tabular,0.560382,0.011466,0.013715,0.220591
kmeans,74,pistachio.npz,tabular,0.799348,0.287573,0.358145,0.076048
kmeans,75,turkish_music_emotion.npz,tabular,0.600000,0.354117,0.306273,0.038047
kmeans,76,parkinsons.npz,tabular,0.671795,0.211081,0.112042,0.017110
kmeans,77,weather.npz,tabular,1.000000,1.000000,1.000000,0.031892
kmeans,78,blood_transfusion_service_center.npz,tabular,0.685829,0.010353,0.054886,0.010994
kmeans,79,mfeat-karhunen.npz,tabular,0.755500,0.671420,0.576486,0.239532
kmeans,80,mfeat-factors.npz,tabular,0.850500,0.754245,0.695596,0.092198
kmeans,81,wall-robot-navigation.npz,tabular,0.512830,0.150628,0.104311,0.137442
kmeans,82,Waveform.npz,tabular,0.501600,0.373581,0.258310,0.120343
kmeans,83,gas-drift.npz,tabular,0.490500,0.350011,0.196983,0.356364
kmeans,84,mfeat-morphological.npz,tabular,0.640800,0.682758,0.549555,0.059313
kmeans,85,JapaneseVowels.npz,tabular,0.431684,0.416596,0.267749,0.613575
kmeans,86,rmftsa_sleepdata.npz,tabular,0.350781,0.034498,0.032644,0.030508
kmeans,87,first-order-theorem-proving.npz,tabular,0.283916,0.038844,0.008982,0.125961
kmeans,88,gina_prior2.npz,tabular,0.519031,0.476518,0.345135,3.060934
kmeans,89,fabert.npz,tabular,0.250698,0.073705,0.003142,16.319171
kmeans,90,dilbert.npz,tabular,0.357900,0.144177,0.109289,4.040869
kmeans,91,synthetic_control.npz,tabular,0.665000,0.771973,0.621447,0.057997
kmeans,92,Drug Consumption.npz,tabular,0.347627,0.007097,0.005889,0.041213
kmeans,93,shuttle.npz,tabular,0.854900,0.186742,0.367780,0.253260
kmeans,94,tr45.wc.npz,tabular,0.408284,0.359609,0.222601,1.237802
kmeans,95,steel-plates-fault.npz,tabular,0.510046,0.086689,-0.037596,0.029215
kmeans,96,fbis.wc.npz,tabular,0.430328,0.395077,0.234196,5.213175
kmeans,97,mfeat-fourier.npz,tabular,0.584000,0.533987,0.406803,3.390336
kmeans,98,vehicle.npz,tabular,0.418440,0.177250,0.125497,0.016589
kmeans,99,micro-mass.npz,tabular,0.652778,0.776470,0.563563,1.206859
kmeans,100,ISOLET.npz,tabular,0.574323,0.725325,0.512617,32.445418
kmeans,101,poker-hand.npz,tabular,0.504600,0.000082,-0.000017,12.284653
kmeans,102,tamilnadu-electricity.npz,tabular,0.067500,0.006503,0.000078,0.255447
kmeans,103,mnist64.npz,image,0.878004,0.773362,0.748538,1.102169
kmeans,104,MNIST_CLIP.npz,image,0.573729,0.521369,0.408112,25.699049
kmeans,105,fashion_mnist.npz,image,0.506333,0.549343,0.378924,1.122169
kmeans,106,FashionMNIST_CLIP.npz,image,0.675900,0.666568,0.556134,6.443303
kmeans,107,cifar10.npz,image,0.227692,0.076293,0.043236,15.436658
kmeans,108,CIFAR10_CLIP.npz,image,0.728100,0.669395,0.573570,28.813765
kmeans,109,coil20.npz,image,0.690972,0.779230,0.606330,2.954690
kmeans,110,COIL20_CLIP.npz,image,0.875694,0.942314,0.847863,2.987041
kmeans,111,labeled_faces_in_the_wild.npz,image,0.523091,0.001562,0.001684,1.307627
kmeans,112,flickr_material_database.npz,image,0.410231,0.319086,0.164794,3.280757
kmeans,113,street_view_house_numbers.npz,image,0.159836,0.033968,0.001154,2.140024
kmeans,114,har.npz,image,0.508844,0.586700,0.407686,1.312790
kmeans,115,Indian_pines.npz,image,0.572454,0.472339,0.302136,0.285851
kmeans,116,satellite_image.npz,image,0.706294,0.630169,0.569698,36.248196
kmeans,117,olivetti_faces.npz,image,0.604500,0.786950,0.461708,0.786116
kmeans,118,PCam.npz,image,0.620370,0.589586,0.281009,2.618515
kmeans,119,cnae9.npz,text,0.634892,0.053758,0.072576,0.164298
kmeans,120,imdb.npz,text,0.682707,0.013235,0.070643,6.157872
kmeans,121,hate_speech.npz,text,0.525837,0.004765,0.002478,2.631817
kmeans,122,sentiment_labeld_sentences.npz,text,0.876407,0.088185,0.110223,0.026404
kmeans,123,sms_spam_collection.npz,text,0.472142,0.321106,0.245111,46.772483
kmeans,124,wos.npz,text,0.956576,0.783808,0.833829,3.320433
kmeans,125,enron.npz,text,0.828011,0.522201,0.554775,17.452076
kmeans,126,reuters.npz,text,0.167851,0.150851,0.053833,144.509931
kmeans,127,20newsgroups.npz,text,0.913290,0.663931,0.754123,3.098845
kmeans,128,Mouse_retina.npz,bioinfo,0.462304,0.279679,0.346527,163.056782
kmeans,129,Campbell.npz,bioinfo,0.555750,0.009937,0.012190,6.544669
kmeans,130,Baron Human.npz,bioinfo,0.508461,0.541341,0.338109,181.858587
kpc,0,echocardiogram.npz,tabular,0.659016,0.011894,-0.001458,0.052754
kpc,1,skillcraft1_master_table_dataset.npz,tabular,0.223857,0.035761,0.013082,0.619202
kpc,2,breast_cancer_wisconsin_original.npz,tabular,0.655051,0.019720,0.042916,0.090963
kpc,3,smoker_condition.npz,tabular,0.598419,0.018043,0.033783,0.100302
kpc,4,glass_identification.npz,tabular,0.357944,0.151187,0.098233,0.039141
kpc,5,statlog_image_segmentation.npz,tabular,0.487359,0.397898,0.326862,0.482506
kpc,6,planning_relax.npz,tabular,0.715385,0.009779,0.005250,0.070784
kpc,7,customer_classification.npz,tabular,0.294000,0.009087,0.004597,0.083938
kpc,8,pima_indians_diabetes_database.npz,tabular,0.540365,0.000801,0.001753,0.033566
kpc,9,mobile_price_classification.npz,tabular,0.275700,0.003999,0.002152,0.196737
kpc,10,spambase.npz,tabular,0.564312,0.013619,-0.016978,0.207332
kpc,11,rice_seed_gonen_jasmine.npz,tabular,0.552215,0.001076,0.002669,0.356696
kpc,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.539934,0.009968,0.008429,0.022809
kpc,13,user_knowledge_modeling.npz,tabular,0.349612,0.032787,0.013431,0.074658
kpc,14,world12d.npz,tabular,0.289333,0.040911,0.000026,0.103416
kpc,15,pumpkin_seeds.npz,tabular,0.520080,0.000424,0.000013,0.183495
kpc,16,iris.npz,tabular,0.442667,0.089079,0.038878,0.050109
kpc,17,wine.npz,tabular,0.483146,0.098933,0.063194,0.018854
kpc,18,letter_recognition.npz,tabular,0.264872,0.342865,0.145675,3.193809
kpc,19,mammographic_mass.npz,tabular,0.574217,0.024810,0.032217,0.021512
kpc,20,breast_tissue.npz,tabular,0.369811,0.241545,0.132045,0.120015
kpc,21,hepatitis.npz,tabular,0.690000,0.014654,0.015247,0.014957
kpc,22,predicting_pulsar_star.npz,tabular,0.905101,0.236226,0.456983,0.515226
kpc,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.564148,0.023357,0.014456,0.029937
kpc,24,wireless_indoor_localization.npz,tabular,0.377300,0.120149,0.083563,0.082509
kpc,25,date_fruit.npz,tabular,0.317149,0.112780,0.067630,0.388598
kpc,26,zoo.npz,tabular,0.453465,0.320380,0.134596,0.108494
kpc,27,htru2.npz,tabular,0.915972,0.286151,0.513389,0.410759
kpc,28,ionosphere.npz,tabular,0.793732,0.241763,0.322175,0.017177
kpc,29,music_genre_classification.npz,tabular,0.217200,0.085171,0.046177,0.539969
kpc,30,spectf_heart.npz,tabular,0.562500,0.019799,0.008565,0.026211
kpc,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.645722,0.059875,0.085771,0.069853
kpc,32,ph_recognition.npz,tabular,0.206126,0.201540,0.083191,0.190009
kpc,33,banknote_authentication.npz,tabular,0.609184,0.036471,0.049171,0.026659
kpc,34,wine_quality.npz,tabular,0.275888,0.028428,0.016119,0.493797
kpc,35,cardiovascular_study.npz,tabular,0.609976,0.000300,0.002269,0.153969
kpc,36,statlog_german_credit.npz,tabular,0.629200,0.003436,0.021642,0.076048
kpc,37,boston.npz,tabular,0.522078,0.118723,0.085131,0.030500
kpc,38,seismic_bumps.npz,tabular,0.626006,0.002849,0.014247,0.027398
kpc,39,dry_bean.npz,tabular,0.391417,0.246230,0.165277,1.532246
kpc,40,credit_risk_classification.npz,tabular,0.583607,0.001222,0.009029,0.032037
kpc,41,epileptic_seizure_recognition.npz,tabular,0.278852,0.080954,0.057935,4.651575
kpc,42,website_phishing.npz,tabular,0.380044,0.007585,0.006211,0.045853
kpc,43,optical_recognition_of_handwritten_digits.npz,tabular,0.518179,0.475150,0.357582,0.906772
kpc,44,siberian_weather_stats.npz,tabular,0.238237,0.050475,0.017299,0.139988
kpc,45,orbit_classification_for_prediction_nasa.npz,tabular,0.373635,0.004127,0.002103,0.107146
kpc,46,magic_gamma_telescope.npz,tabular,0.620782,0.016293,0.046346,0.190496
kpc,47,raisin.npz,tabular,0.622222,0.048199,0.058802,0.020226
kpc,48,patient_treatment_classification.npz,tabular,0.528740,0.002051,0.002498,0.134349
kpc,49,fetal_health_classification.npz,tabular,0.493321,0.031610,-0.038886,0.129791
kpc,50,dermatology.npz,tabular,0.586592,0.518216,0.389524,0.198862
kpc,51,secom.npz,tabular,0.662029,0.000762,0.008809,0.473210
kpc,52,paris_housing_classification.npz,tabular,0.538660,0.011151,0.007451,0.359559
kpc,53,seeds.npz,tabular,0.433333,0.077345,0.055635,0.022668
kpc,54,wine_customer.npz,tabular,0.462921,0.090065,0.056151,0.020030
kpc,55,crowdsourced_mapping.npz,tabular,0.370831,0.071495,0.023607,0.948222
kpc,56,durum_wheat_features.npz,tabular,0.489067,0.085393,0.099323,8.233281
kpc,57,classification_in_asteroseismology.npz,tabular,0.680919,0.003932,0.016567,0.067208
kpc,58,birds_bones_and_living_habits.npz,tabular,0.442615,0.163408,0.155457,0.090965
kpc,59,microbes.npz,tabular,0.170725,0.030367,0.011549,1.299782
kpc,60,image_segmentation.npz,tabular,0.474286,0.386220,0.272901,0.138880
kpc,61,water_quality.npz,tabular,0.521333,0.001630,0.001815,0.127226
kpc,62,insurance_company_benchmark.npz,tabular,0.928993,0.009340,0.060882,0.472355
kpc,63,harbermans_survival.npz,tabular,0.689542,0.009933,0.015625,0.053857
kpc,64,yeast.npz,tabular,0.245922,0.070858,0.026236,0.204268
kpc,65,heart_disease.npz,tabular,0.284175,0.022924,0.007859,0.039666
kpc,66,ecoli.npz,tabular,0.363914,0.124815,0.057402,0.040230
kpc,67,extyaleb.npz,tabular,0.821317,0.700456,0.658347,0.071983
kpc,68,breast_cancer_coimbra.npz,tabular,0.601724,0.045333,0.042295,0.051462
kpc,69,student_grade.npz,tabular,0.516962,0.021363,-0.018075,0.034397
kpc,70,human_stress_detection.npz,tabular,0.414493,0.016721,0.010183,0.196318
kpc,71,fraud_detection_bank.npz,tabular,0.728553,0.000268,-0.001730,1.250359
kpc,72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.600507,0.573270,0.464651,0.942256
kpc,73,diabetic_retinopathy_debrecen.npz,tabular,0.532233,0.003081,0.004789,0.028903
kpc,74,pistachio.npz,tabular,0.533333,0.002287,0.003529,0.132164
kpc,75,turkish_music_emotion.npz,tabular,0.388500,0.055003,0.046636,0.121533
kpc,76,parkinsons.npz,tabular,0.615385,0.013741,-0.027674,0.017988
kpc,77,weather.npz,tabular,0.307397,0.236112,0.152983,1.037777
kpc,78,blood_transfusion_service_center.npz,tabular,0.762032,0.003481,0.000000,0.115664
kpc,79,mfeat-karhunen.npz,tabular,0.579700,0.532107,0.398770,0.486625
kpc,80,mfeat-factors.npz,tabular,0.304600,0.244244,0.189200,5.262784
kpc,81,wall-robot-navigation.npz,tabular,0.359824,0.062852,0.027368,0.401761
kpc,82,Waveform.npz,tabular,0.342720,0.000277,-0.000098,0.204150
kpc,83,gas-drift.npz,tabular,0.392380,0.165052,0.112843,6.357040
kpc,84,mfeat-morphological.npz,tabular,0.372800,0.383132,0.271178,0.143200
kpc,85,JapaneseVowels.npz,tabular,0.422347,0.325437,0.219553,1.501183
kpc,86,rmftsa_sleepdata.npz,tabular,0.358594,0.007788,-0.000727,0.096027
kpc,87,first-order-theorem-proving.npz,tabular,0.331906,0.021168,0.033298,0.517767
kpc,88,gina_prior2.npz,tabular,0.355652,0.280430,0.175248,2.540482
kpc,89,fabert.npz,tabular,0.211849,0.035655,0.030399,6.750340
kpc,90,dilbert.npz,tabular,0.376800,0.139153,0.128095,12.349145
kpc,91,synthetic_control.npz,tabular,0.303333,0.345841,0.162712,0.083924
kpc,92,Drug Consumption.npz,tabular,0.309663,0.003722,0.003548,0.155880
kpc,93,shuttle.npz,tabular,0.832380,0.000086,-0.002217,0.182333
kpc,94,tr45.wc.npz,tabular,0.208284,0.053846,0.017267,0.350797
kpc,95,steel-plates-fault.npz,tabular,0.603297,0.014002,0.031764,0.078489
kpc,96,fbis.wc.npz,tabular,0.252186,0.115084,0.057413,1.338503
kpc,97,mfeat-fourier.npz,tabular,0.390500,0.384497,0.281968,0.468979
kpc,98,vehicle.npz,tabular,0.349882,0.052805,0.039904,0.068097
kpc,99,micro-mass.npz,tabular,0.238333,0.130042,0.041831,0.307989
kpc,100,ISOLET.npz,tabular,0.484853,0.603152,0.366763,7.353555
kpc,101,poker-hand.npz,tabular,0.503260,0.000031,-0.000046,0.394612
kpc,102,tamilnadu-electricity.npz,tabular,0.073780,0.005622,-0.000195,2.894229
kpc,103,mnist64.npz,image,0.485767,0.333807,0.275894,0.149625
kpc,104,MNIST_CLIP.npz,image,0.423850,0.326433,0.247859,9.857282
kpc,105,fashion_mnist.npz,image,0.449133,0.408540,0.283930,2.495721
kpc,106,FashionMNIST_CLIP.npz,image,0.485400,0.455701,0.341395,8.871868
kpc,107,cifar10.npz,image,0.135631,0.011766,0.003400,2.386090
kpc,108,CIFAR10_CLIP.npz,image,0.590380,0.509185,0.417908,8.329316
kpc,109,coil20.npz,image,0.266111,0.357506,0.157482,19.503093
kpc,110,COIL20_CLIP.npz,image,0.531806,0.697755,0.464435,2.651973
kpc,111,labeled_faces_in_the_wild.npz,image,0.511455,0.000483,0.000215,1.294783
kpc,112,flickr_material_database.npz,image,0.195988,0.056393,0.023230,0.726514
kpc,113,street_view_house_numbers.npz,image,0.163388,0.028720,0.002667,0.357875
kpc,114,har.npz,image,0.262585,0.061266,0.046882,0.406800
kpc,115,Indian_pines.npz,image,0.404471,0.208100,0.113923,8.300749
kpc,116,satellite_image.npz,image,0.505455,0.310272,0.290067,0.742920
kpc,117,olivetti_faces.npz,image,0.268000,0.498928,0.090104,0.878540
kpc,118,PCam.npz,image,0.378333,0.231032,0.159903,0.801438
kpc,119,cnae9.npz,text,0.516062,0.001259,0.001381,1.826721
kpc,120,imdb.npz,text,0.587830,0.009414,0.005896,0.432017
kpc,121,hate_speech.npz,text,0.528457,0.002462,0.003094,0.522678
kpc,122,sentiment_labeld_sentences.npz,text,0.626347,0.019157,0.045250,0.164198
kpc,123,sms_spam_collection.npz,text,0.349725,0.172788,0.121959,11.837919
kpc,124,wos.npz,text,0.643044,0.093041,0.119524,6.871449
kpc,125,enron.npz,text,0.488169,0.093948,0.103228,7.534789
kpc,126,reuters.npz,text,0.331819,0.296775,0.181738,11.280223
kpc,127,20newsgroups.npz,text,0.572845,0.041874,0.157972,10.660134
kpc,128,Mouse_retina.npz,bioinfo,0.427699,0.424017,0.209489,6.782570
kpc,129,Campbell.npz,bioinfo,0.517750,0.001439,0.001737,2.618728
kpc,130,Baron Human.npz,bioinfo,0.637179,0.509666,0.574422,6.862969
lfss,0,echocardiogram.npz,tabular,0.918033,0.639762,0.690470,26.842382
lfss,1,skillcraft1_master_table_dataset.npz,tabular,0.283379,0.108544,0.079358,92.550536
lfss,2,breast_cancer_wisconsin_original.npz,tabular,0.969253,0.815169,0.879998,31.944791
lfss,3,smoker_condition.npz,tabular,0.975296,0.840776,0.903418,47.565122
lfss,4,glass_identification.npz,tabular,0.471963,0.396428,0.239337,41.427352
lfss,5,statlog_image_segmentation.npz,tabular,0.616450,0.559494,0.468082,45.329323
lfss,6,planning_relax.npz,tabular,0.576923,0.012915,0.017879,28.484036
lfss,7,customer_classification.npz,tabular,0.337000,0.027888,0.023748,55.918466
lfss,8,pima_indians_diabetes_database.npz,tabular,0.677083,0.102470,0.124362,27.872681
lfss,9,mobile_price_classification.npz,tabular,0.331000,0.042113,0.036644,84.665293
lfss,10,spambase.npz,tabular,0.600522,0.040602,0.039643,38.302258
lfss,11,rice_seed_gonen_jasmine.npz,tabular,0.983798,0.882339,0.936233,101.701653
lfss,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.752475,0.189325,0.252428,25.573720
lfss,13,user_knowledge_modeling.npz,tabular,0.511628,0.336022,0.221561,46.282571
lfss,14,world12d.npz,tabular,0.873333,0.832299,0.827108,29.134959
lfss,15,pumpkin_seeds.npz,tabular,0.866400,0.432475,0.536809,36.753593
lfss,16,iris.npz,tabular,0.880000,0.716010,0.701115,30.096303
lfss,17,wine.npz,tabular,0.898876,0.715900,0.712401,29.656220
lfss,18,letter_recognition.npz,tabular,0.316053,0.385168,0.175731,276.372843
lfss,19,mammographic_mass.npz,tabular,0.804819,0.290246,0.370901,23.840774
lfss,20,breast_tissue.npz,tabular,0.632075,0.575710,0.443222,50.894558
lfss,21,hepatitis.npz,tabular,0.637500,0.140565,0.069211,32.056609
lfss,22,predicting_pulsar_star.npz,tabular,0.699126,0.145789,0.125725,115.388577
lfss,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.875220,0.470715,0.562054,40.693825
lfss,24,wireless_indoor_localization.npz,tabular,0.905000,0.764196,0.772018,45.520478
lfss,25,date_fruit.npz,tabular,0.668151,0.655698,0.613708,83.714434
lfss,26,zoo.npz,tabular,0.693069,0.701616,0.548901,32.826330
lfss,27,htru2.npz,tabular,0.753975,0.160565,0.186810,83.164813
lfss,28,ionosphere.npz,tabular,0.769231,0.254326,0.288068,33.309676
lfss,29,music_genre_classification.npz,tabular,0.340000,0.275946,0.156659,79.303116
lfss,30,spectf_heart.npz,tabular,0.762500,0.220454,0.266626,33.571768
