epoch,loss,L_cut,L_orth,L_var,variance_min
1.0,35.39316177368164,0.189251109957695,35.20391082763672,0.0,0.027315542101860046
2.0,31.92597198486328,0.1970515102148056,31.728919982910156,0.0,0.02397662214934826
3.0,29.832191467285156,0.20583626627922058,29.62635612487793,0.0,0.021428005769848824
4.0,28.628158569335938,0.21501202881336212,28.41314697265625,0.0,0.019697606563568115
5.0,27.958925247192383,0.22386038303375244,27.735065460205078,0.0,0.01870974339544773
6.0,27.588232040405273,0.23174002766609192,27.356491088867188,0.0,0.018347447738051414
7.0,27.37125015258789,0.23818908631801605,27.133060455322266,0.0,0.018491318449378014
8.0,27.224746704101562,0.24302232265472412,26.98172378540039,0.0,0.019032342359423637
9.0,27.10390853881836,0.2462579309940338,26.857650756835938,0.0,0.01987282559275627
10.0,26.986495971679688,0.24806761741638184,26.738428115844727,0.0,0.020926952362060547
11.0,26.862722396850586,0.24870045483112335,26.61402130126953,0.0,0.022127732634544373
12.0,26.729766845703125,0.24842427670955658,26.481342315673828,0.0,0.023420250043272972
13.0,26.58818817138672,0.24751320481300354,26.340675354003906,0.0,0.02476922981441021
14.0,26.440141677856445,0.24619995057582855,26.193941116333008,0.0,0.026138460263609886
15.0,26.28826141357422,0.24469293653964996,26.043567657470703,0.0,0.027503956109285355
16.0,26.135099411010742,0.24317334592342377,25.891925811767578,0.0,0.02885316126048565
17.0,25.982458114624023,0.24179717898368835,25.74066162109375,0.0,0.030176285654306412
18.0,25.830766677856445,0.24071235954761505,25.59005355834961,0.0,0.03145761415362358
19.0,25.67888832092285,0.2400423288345337,25.438846588134766,0.0,0.03268725052475929
20.0,25.524429321289062,0.23987169563770294,25.284557342529297,0.0,0.03386092185974121
21.0,25.364723205566406,0.24024619162082672,25.12447738647461,0.0,0.034984488040208817
22.0,25.19775390625,0.2411685734987259,24.956584930419922,0.0,0.03606916591525078
23.0,25.023149490356445,0.24260568618774414,24.78054428100586,0.0,0.03713124617934227
24.0,24.842138290405273,0.24449387192726135,24.597644805908203,0.0,0.038180261850357056
25.0,24.656837463378906,0.24678778648376465,24.410049438476562,0.0,0.03924689441919327
26.0,24.470022201538086,0.24942800402641296,24.22059440612793,0.0,0.04035331308841705
27.0,24.2847900390625,0.252360075712204,24.03243064880371,0.0,0.041521571576595306
28.0,24.103883743286133,0.2555324137210846,23.848350524902344,0.0,0.04276128113269806
29.0,23.929462432861328,0.2589064836502075,23.670555114746094,0.0,0.04409167170524597
30.0,23.76222038269043,0.262468159198761,23.499752044677734,0.0,0.045514438301324844
31.0,23.60150909423828,0.2662138044834137,23.335294723510742,0.0,0.047038402408361435
32.0,23.444787979125977,0.2701666057109833,23.17462158203125,0.0,0.04866349697113037
33.0,23.288562774658203,0.2743598222732544,23.014202117919922,0.0,0.05039303004741669
34.0,23.129512786865234,0.2787942886352539,22.850719451904297,0.0,0.05222746357321739
35.0,22.96511459350586,0.2834719121456146,22.681642532348633,0.0,0.0541667602956295
36.0,22.794479370117188,0.28836071491241455,22.506118774414062,0.0,0.05620865523815155
37.0,22.618139266967773,0.29341787099838257,22.324722290039062,0.0,0.05835659056901932
38.0,22.437543869018555,0.2985896170139313,22.138954162597656,0.0,0.06061737239360809
39.0,22.254411697387695,0.3038123846054077,21.950599670410156,0.0,0.06299502402544022
40.0,22.06983757019043,0.3090399503707886,21.76079750061035,0.0,0.06548947840929031
41.0,21.884496688842773,0.31424546241760254,21.57025146484375,0.0,0.0681089460849762
42.0,21.698652267456055,0.31941089034080505,21.379241943359375,0.0,0.07085831463336945
43.0,21.511606216430664,0.3245510756969452,21.187055587768555,0.0,0.07373782992362976
44.0,21.322725296020508,0.3296815752983093,20.993043899536133,0.0,0.07673582434654236
45.0,21.13111686706543,0.33482056856155396,20.796297073364258,0.0,0.07985576242208481
46.0,20.935922622680664,0.3399864435195923,20.595935821533203,0.0,0.08309046924114227
47.0,20.736740112304688,0.3451789915561676,20.39156150817871,0.0,0.08644595742225647
48.0,20.533544540405273,0.3503968417644501,20.183147430419922,0.0,0.08992253243923187
49.0,20.326982498168945,0.35561689734458923,19.971364974975586,0.0,0.0935213565826416
50.0,20.118499755859375,0.3608053922653198,19.757694244384766,0.0,0.09724840521812439
51.0,19.90949058532715,0.36592215299606323,19.543567657470703,0.0,0.101101815700531
52.0,19.700834274291992,0.3709399700164795,19.32989501953125,0.0,0.10510111600160599
53.0,19.49319076538086,0.3758299648761749,19.117361068725586,0.0,0.10927148163318634
54.0,19.28639793395996,0.3805905282497406,18.905807495117188,0.0,0.11361999064683914
55.0,19.08005714416504,0.38520702719688416,18.69485092163086,0.0,0.11815200001001358
56.0,18.873619079589844,0.38967856764793396,18.48394012451172,0.0,0.12286700308322906
57.0,18.66684341430664,0.39401137828826904,18.2728328704834,0.0,0.12775710225105286
58.0,18.4595947265625,0.39821895956993103,18.061376571655273,0.0,0.13282792270183563
59.0,18.252094268798828,0.40230849385261536,17.84978485107422,0.0,0.13535809516906738
60.0,18.04495620727539,0.40628480911254883,17.638671875,0.0,0.1376366913318634
61.0,17.83881378173828,0.4101494252681732,17.428665161132812,0.0,0.14008785784244537
62.0,17.633710861206055,0.4139159321784973,17.21979522705078,0.0,0.1427188515663147
63.0,17.429443359375,0.4176101088523865,17.01183319091797,0.0,0.14552997052669525
64.0,17.225858688354492,0.42123180627822876,16.80462646484375,0.0,0.14851684868335724
65.0,17.022472381591797,0.4248002767562866,16.597671508789062,0.0,0.15167205035686493
66.0,16.819364547729492,0.4283199906349182,16.39104461669922,0.0,0.1550004780292511
67.0,16.616621017456055,0.4317716658115387,16.18484878540039,0.0,0.15850305557250977
68.0,16.414480209350586,0.43514731526374817,15.979331970214844,0.0,0.16217876970767975
69.0,16.213111877441406,0.43843820691108704,15.774674415588379,0.0,0.1660441756248474
70.0,16.012481689453125,0.4416458010673523,15.57083511352539,0.0,0.1701105535030365
71.0,15.812508583068848,0.44476768374443054,15.367740631103516,0.0,0.17437419295310974
72.0,15.61302375793457,0.4478051960468292,15.165218353271484,0.0,0.1788312792778015
73.0,15.413440704345703,0.450771301984787,14.962669372558594,0.0,0.18350224196910858
74.0,15.213210105895996,0.45367711782455444,14.759532928466797,0.0,0.18838311731815338
75.0,15.011899948120117,0.45653390884399414,14.555366516113281,0.0,0.1934739500284195
76.0,14.808935165405273,0.459342896938324,14.349592208862305,0.0,0.19878476858139038
77.0,14.603925704956055,0.46210360527038574,14.14182186126709,0.0,0.20428666472434998
78.0,14.396763801574707,0.4648120403289795,13.931951522827148,0.0,0.20996344089508057
79.0,14.18710708618164,0.4674547612667084,13.71965217590332,0.0,0.2158304750919342
80.0,13.974876403808594,0.47003912925720215,13.504837036132812,0.0,0.22186321020126343
