dataset,variant,seed,n_samples,n_features,n_clusters,k_protocol,labels_used_during_fit,source_sha256,head_ari,kmeans_ari,nmi,silhouette,final_gate,final_target_gate,mean_gate,mean_target_gate,mean_graph_loss,final_graph_loss,mean_tda_prior,final_tda_prior,h0_merge_count,tda_scale,tda_nonzero_fraction,graph_edge_change_fraction,train_seconds,summary_path
spect_heart,V11_nomix,123,267,22,2,benchmark_oracle_from_y,False,07ce03b3056bcb87c7afcc29eeedc511a28738b817fa458c70502dd35b6858c6,0.09429817372972778,0.12960368101802397,0.123838060235206,0.32333362102508545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,2.0045838356018066,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/spect_heart__V11_nomix__seed123/summary.json
spect_heart,V11_tda_h0_mst,7,267,22,2,benchmark_oracle_from_y,False,07ce03b3056bcb87c7afcc29eeedc511a28738b817fa458c70502dd35b6858c6,0.11274392257664309,0.16662789554360702,0.12502606771359995,0.34684547781944275,0.015546202659606934,0.0075442432425916195,0.07014531738241203,0.004811033488567773,0.07741897549713031,0.026489255018532276,0.0825077343499288,0.10311293601989746,266.0,0.9486503704165047,0.19209302325581395,0.12322097378277154,8.991100549697876,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/spect_heart__V11_tda_h0_mst__seed7/summary.json
spect_heart,V11_tda_h0_mst,42,267,22,2,benchmark_oracle_from_y,False,07ce03b3056bcb87c7afcc29eeedc511a28738b817fa458c70502dd35b6858c6,0.1856229680842075,0.2546444813678192,0.14742789443294196,0.3352054953575134,0.011629946529865265,0.0037393233506008983,0.05410921156872064,0.0054109644557172485,0.05864912788965739,0.014531447552144527,0.08277769451960922,0.10273877158761024,266.0,0.9486503704165047,0.19177449168207025,0.12097378277153559,8.998539209365845,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/spect_heart__V11_tda_h0_mst__seed42/summary.json
spect_heart,V11_tda_h0_mst,123,267,22,2,benchmark_oracle_from_y,False,07ce03b3056bcb87c7afcc29eeedc511a28738b817fa458c70502dd35b6858c6,0.11274392257664309,0.15164574537912234,0.12502606771359992,0.35431599617004395,0.012107807211577892,0.00591961748432368,0.055771080165868625,0.004586955116337776,0.0618979049322661,0.02349959872663021,0.08461252201814204,0.08026162534952164,266.0,0.9486503704165047,0.19060773480662985,0.11423220973782772,8.953355312347412,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/spect_heart__V11_tda_h0_mst__seed123/summary.json
spect_heart,V11_tda_fixed_filtration,7,267,22,2,benchmark_oracle_from_y,False,07ce03b3056bcb87c7afcc29eeedc511a28738b817fa458c70502dd35b6858c6,0.11274392257664309,0.16662789554360702,0.12502606771359995,0.3466172218322754,0.015887342859059572,0.007661400130018592,0.07054876096663065,0.0047673802573626745,0.07483509718440473,0.022808903828263283,0.23520281966775655,0.30794069170951843,266.0,0.9486503704165047,0.641860465116279,0.10187265917602996,9.002321720123291,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/spect_heart__V11_tda_fixed_filtration__seed7/summary.json
spect_heart,V11_tda_fixed_filtration,42,267,22,2,benchmark_oracle_from_y,False,07ce03b3056bcb87c7afcc29eeedc511a28738b817fa458c70502dd35b6858c6,0.1856229680842075,0.2546444813678192,0.14742789443294196,0.33486348390579224,0.012044935952872038,0.003982972702942789,0.05021563695918303,0.00530515219576273,0.05198902717675082,0.013415595516562462,0.23192445514723659,0.2990233451128006,266.0,0.9486503704165047,0.639834406623735,0.12696629213483146,9.028585195541382,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/spect_heart__V11_tda_fixed_filtration__seed42/summary.json
spect_heart,V11_tda_fixed_filtration,123,267,22,2,benchmark_oracle_from_y,False,07ce03b3056bcb87c7afcc29eeedc511a28738b817fa458c70502dd35b6858c6,0.11274392257664309,0.15164574537912234,0.12502606771359992,0.3542502820491791,0.011926134582608938,0.005827626562677324,0.052776473603444174,0.004525945746854632,0.056069476169068364,0.020336855202913284,0.23253165297210215,0.3251098692417145,266.0,0.9486503704165047,0.6393897364771152,0.11423220973782772,8.982998847961426,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/spect_heart__V11_tda_fixed_filtration__seed123/summary.json
spect_heart,V11_tda_random,7,267,22,2,benchmark_oracle_from_y,False,07ce03b3056bcb87c7afcc29eeedc511a28738b817fa458c70502dd35b6858c6,0.11274392257664309,0.16662789554360702,0.12502606771359995,0.3466564416885376,0.016007221769541502,0.008513754233717918,0.07087255985825322,0.00483987148977576,0.07555389576009475,0.026199860498309135,0.3552430788055062,0.4624238610267639,nan,nan,1.0,0.09101123595505618,9.147250175476074,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/spect_heart__V11_tda_random__seed7/summary.json
spect_heart,V11_tda_random,42,267,22,2,benchmark_oracle_from_y,False,07ce03b3056bcb87c7afcc29eeedc511a28738b817fa458c70502dd35b6858c6,0.1856229680842075,0.2546444813678192,0.14742789443294196,0.3348528742790222,0.011572337709367275,0.004362176754511893,0.05163420921307989,0.00534362256970553,0.054576617025304586,0.014933873899281025,0.3670872671529651,0.48716190457344055,nan,nan,1.0,0.09213483146067415,9.016763925552368,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/spect_heart__V11_tda_random__seed42/summary.json
spect_heart,V11_tda_random,123,267,22,2,benchmark_oracle_from_y,False,07ce03b3056bcb87c7afcc29eeedc511a28738b817fa458c70502dd35b6858c6,0.11274392257664309,0.15164574537912234,0.12502606771359992,0.3544456660747528,0.010917720384895802,0.005615016678348184,0.0539527915418148,0.004573448790688417,0.057898553897393866,0.019824239891022444,0.3811814306303859,0.5052028894424438,nan,nan,1.0,0.08014981273408239,8.951781988143921,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/spect_heart__V11_tda_random__seed123/summary.json
vehicle,V11_full,7,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.09346837802057681,0.08919647946552672,0.11441991076643433,0.33592408895492554,0.00805461942218244,0.00781477044802159,0.02166468282521237,0.005768650852405699,0.02309604881593259,0.012912653619423509,0.0,0.0,nan,nan,0.0,0.06973995271867613,25.66213321685791,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_full__seed7/summary.json
vehicle,V11_full,42,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.07321887261486049,0.06810869998110837,0.10430068730263733,0.328926146030426,0.00870758923701942,0.008641918655484915,0.009336972501478158,0.006066693294269498,0.012259687898040283,0.014041115064173937,0.0,0.0,nan,nan,0.0,0.07304964539007092,25.71876096725464,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_full__seed42/summary.json
vehicle,V11_full,123,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.08030292294974258,0.08690262134516753,0.10403924337264532,0.34536367654800415,0.008746856590732932,0.00950248190201819,0.015818361862329766,0.0062940675867139365,0.01797165045136353,0.015184903983026743,0.0,0.0,nan,nan,0.0,0.07033096926713948,25.67593026161194,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_full__seed123/summary.json
vehicle,V11_nomix,7,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.09293772091217505,0.08941375350093003,0.11119932887474376,0.33373206853866577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,5.429931640625,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_nomix__seed7/summary.json
vehicle,V11_nomix,42,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.07417685556490941,0.07000775334413177,0.10535252103971285,0.3352814316749573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,5.475632190704346,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_nomix__seed42/summary.json
vehicle,V11_nomix,123,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.08046088779682985,0.08455892341541842,0.10421238451496022,0.3484080731868744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,5.462711572647095,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_nomix__seed123/summary.json
vehicle,V11_tda_h0_mst,7,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.09366494911425952,0.08904796972835508,0.11464453243614829,0.33671635389328003,0.00801371200941503,0.007411613245494664,0.018639311019796878,0.005708707267331192,0.024538569056312555,0.01689699199050665,0.09980524661950767,0.13227369636297226,845.0,0.40673297011079707,0.24772727272727274,0.07127659574468086,25.718478441238403,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_tda_h0_mst__seed7/summary.json
vehicle,V11_tda_h0_mst,42,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.07321887261486049,0.06810869998110837,0.10430068730263733,0.32906627655029297,0.008591287769377232,0.008483975077979267,0.011894539569038898,0.006014670194417704,0.01870023113733623,0.019419418182224035,0.10023874619510025,0.13489322364330292,845.0,0.40673297011079707,0.24814309534636955,0.07541371158392435,25.889594554901123,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_tda_h0_mst__seed42/summary.json
vehicle,V11_tda_h0_mst,123,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.08004444623501578,0.08690262134516753,0.10375837362704388,0.34536686539649963,0.008708614390343428,0.009196344763040543,0.01807906372996513,0.0062272387694974896,0.02472266181430314,0.020441349130123854,0.10000870295334607,0.13371777534484863,845.0,0.40673297011079707,0.24757281553398058,0.0706855791962175,25.804681301116943,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_tda_h0_mst__seed123/summary.json
vehicle,V11_tda_fixed_filtration,7,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.09366494911425952,0.08859379067433841,0.11464453243614829,0.33580535650253296,0.00800194637849927,0.007601153687573969,0.020956314109207598,0.00569454979049624,0.023815154103795068,0.014139757258817554,0.2019859970547259,0.26909860223531723,845.0,0.40673297011079707,0.6773704937897607,0.06867612293144208,25.696235418319702,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_tda_fixed_filtration__seed7/summary.json
vehicle,V11_tda_fixed_filtration,42,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.07321887261486049,0.06810869998110837,0.10430068730263733,0.32883113622665405,0.008794715628027916,0.008563198964111507,0.009975902775477153,0.006036619380756747,0.014356258578482084,0.016541511984542012,0.20245217797346413,0.27105606347322464,845.0,0.40673297011079707,0.6786905122764474,0.07222222222222222,25.938581466674805,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_tda_fixed_filtration__seed42/summary.json
vehicle,V11_tda_fixed_filtration,123,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.08030292294974258,0.08690262134516753,0.10403924337264532,0.3454636037349701,0.008586127776652575,0.009350175503641367,0.016157820893567987,0.006235911676049,0.01976293562911451,0.0166519561316818,0.2019814732950181,0.2703852653503418,845.0,0.40673297011079707,0.6784414796846574,0.07033096926713948,25.912633895874023,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_tda_fixed_filtration__seed123/summary.json
vehicle,V11_tda_random,7,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.09346837802057681,0.08859379067433841,0.11441991076643433,0.33608952164649963,0.008324650349095464,0.007814776618033648,0.020325636184134056,0.005775534472195432,0.024947773103485817,0.017319578444585204,0.37566709630191325,0.5028813108801842,nan,nan,1.0,0.07080378250591017,25.992475748062134,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_tda_random__seed7/summary.json
vehicle,V11_tda_random,42,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.07321887261486049,0.068350515945168,0.10430068730263733,0.32882702350616455,0.008741194382309914,0.008612631936557591,0.010944976446626242,0.006113353460386861,0.017060600325930864,0.018740049097687006,0.3782418143004179,0.5069497227668762,nan,nan,1.0,0.07458628841607565,25.984550952911377,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_tda_random__seed42/summary.json
vehicle,V11_tda_random,123,846,18,4,benchmark_oracle_from_y,False,8b080d62deb44713e36ec78a67a7b90c7e5c9e1bfea09f59dcad669b3e6da33e,0.08030292294974258,0.08629597856772976,0.10403924337264532,0.3452778160572052,0.008715994888916612,0.009474433027207851,0.017205488233594225,0.006266745045286371,0.02262979904480744,0.020476932171732187,0.37308422904461624,0.500416062772274,nan,nan,1.0,0.06879432624113475,25.85591411590576,<local_project_root>/result/V11/tda_h0_pilot_2026-08-03/vehicle__V11_tda_random__seed123/summary.json
